col1,col2,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,AbsKmag,Kmag,r-K,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD,angDist,objID,RAJ2000_x,DEJ2000_x,errHalfMaj_x,errHalfMin_x,errPosAng_x,f_objID,Qual,Epoch,Ns,Nd,AbsGmag,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_x,ra_epoch2000,dec_epoch2000,errHalfMaj_xa,errHalfMin_xa,errPosAng_xa,source_id,ra,ra_error,dec,dec_error,parallax_percent,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist_xa,_RAJ2000,_DEJ2000,Name,EPIC,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,PrCat,PCat,All,2M,Simbad,_RA,_DE,angDist
129.1961,18.57965,08364711+1834468,129.196295,18.579685,0.07,0.07,90,11.114,10.675,9.07698135665692,10.586,2.018,0.023,0.023,0.019,AAA,222,0,2451118.98,0.677237,130291291961706161,129.19617041,18.57966039,0.015,0.009,90,637853696,76,55963.79025463,6,57,11.7199813566569,13.229,,,,65572,12.604,,,,65572,12.338,,,,65572,12.194,,,,114724,12.0699,0.001,12.1234,0.0023,115000,0.434281,129.1962845255446,18.5796944857605,0.001,0.001,90,659661213791017600,129.19613422802,0.0408,18.57964796261,0.0279,0.0104,4.9911,0.0521,-33.088,0.085,-10.805,0.051,false,187490.0,55.4348,3382.1714879462,12.50592,86354.4,149.915,576.02241270053,13.010677,143724.0,186.458,770.811657316929,11.868098,1.142579,35.36,1.07,11,4965.0,0.1192,0.058,0.78,0.331,0.049434,129.19628611,18.57968389,JS147,211889983,9.54,0.2069,0,Y,0.00798,5.0246,0.1757,1,M,Y,N,,0.00539,0.14465,K,1,2,All,2M,Simbad,129.196286,18.579684,0.030598
129.8778,18.9481,08393071+1856533,129.877975,18.948166,0.07,0.06,94,14.703,14.116,12.4050058664218,13.841,4.8998,0.033,0.032,0.047,AAA,222,0,2451105.9973,0.641487,130731298778598279,129.87780868,18.94810366,0.003,0.002,90,503635968,60,56066.46342593,5,80,18.5265,19.9625,0.0189,20.0579,0.0128,115000,18.7408,0.0063,18.8328,0.0078,115000,17.0803,0.0029,17.1731,0.0056,115000,16.3378,0.0041,16.3973,0.0069,115000,15.9702,0.0077,16.025,0.0069,115000,0.609155,129.8779642493722,18.9481536039324,0.005,0.003,90,659689109602230272,129.87779820824,0.1402,18.94810084719,0.0953,0.0346778255647255,5.1618,0.179,-36.475,0.293,-12.253,0.193,false,1354.46,1.9761,685.420778300693,17.858948,220.153,9.02421,24.3958196894797,19.49458,1941.56,13.1345,147.821386425064,16.541542,2.953037,,,0,,,,,,0.057718,129.877975,18.94816611,HSHJ269,211914889,1.04,0.1318,0,N,0.00885,,,,N,N,N,,0.02054,0.44127,2,0,2,All,2M,Simbad,129.877975,18.948166,3.96E-4
129.8979,18.87682,08393553+1852367,129.898083,18.876871,0.07,0.06,90,9.657,9.381,7.99899643269194,9.329,1.285,0.022,0.021,0.02,AAA,222,0,2451105.9974,0.649843,130651298980142727,129.89808386,18.87686157,0.041,0.041,90,1409441792,168,52727.88295139,5,64,9.59,10.92,,,,114788,10.614,,,,114788,10.524,,,,114788,10.512,,,,114788,10.515,,,,114788,0.034074,129.8980818499592,18.8768757449876,0.001,0.001,90,659687498990893056,129.89791337271,0.0348,18.87682180028,0.0256,0.00784132841328413,5.42,0.0425,-37.026,0.074,-12.529,0.056,false,1104360.0,807.816,1367.09349653882,10.580589,607736.0,1132.53,536.618014533831,10.892101,707370.0,1104.33,640.54222922496,10.137804,0.754297,34.76,0.49,9,6014.8,0.113,0.0428,1.12,1.468,0.017525,129.89807,18.87690194,KW196,211910082,6.69,0.6768,0,Y,0.00761,,,,N,Y,N,,0.02476,1.10203,D,2,1,All,2M,Simbad,129.89807,18.876902,0.119864
128.9171,18.70783,08354015+1842283,128.917305,18.707878,0.08,0.08,90,13.277,12.637,11.0209738777764,12.358,4.5652,0.023,0.025,0.02,AAA,222,0,2451118.9703,0.720051,130441289171989937,128.91714914,18.70782939,0.004,0.002,90,503636096,60,55951.2108912,10,74,16.8058,18.1428,0.0042,18.2134,0.003,115000,16.9232,0.0056,17.0233,0.0066,115000,15.4732,0.002,15.5405,0.0032,115000,14.8226,0.0024,14.8646,0.0035,115000,14.4872,0.006,14.528,0.008,115000,0.559521,128.9172948260315,18.7078754312741,0.003,0.002,90,659713303154300288,128.91713742953,0.0775,18.70782605081,0.0531,0.0202,5.4025,0.1092,-34.625,0.169,-11.469,0.103,false,6190.31,9.55854,647.620870969834,16.209085,1056.7,17.6218,59.965497281776,17.791512,8213.84,26.9699,304.555819635965,14.975554,2.815957,,,0,4162.98,1.534,0.8297,,,0.035903,128.917305,18.70787806,JS 95,211898716,1.97,0.4313,0,N,0.00993,24.4413,0.2896,1,Y,Y,N,,0.02823,1.01405,P,0,2,All,2M,Simbad,128.917305,18.707878,2.16E-4
129.3877,18.65428,08373307+1839156,129.387821,18.65435,0.08,0.07,0,9.621,9.347,7.96609784375294,9.283,1.354,0.027,0.034,0.022,AAA,222,0,2451617.7621,0.483569,130381293877265693,129.38799667,18.65425239,1.377,0.331,90,1409441792,168,55471.45731481,4,51,9.65509784375294,10.972,,,,114788,10.637,,,,114788,10.527,,,,114788,10.498,,,,114788,10.494,,,,68,0.694627,129.3878256460837,18.6543353432355,0.002,0.001,90,659665096441437184,129.38765841668,0.0477,18.65428150958,0.0295,0.0104533450704225,5.4528,0.057,-36.8,0.097,-12.503,0.056,false,1155340.0,611.781,1888.48623935689,10.531589,636210.0,800.102,795.161116957588,10.842387,742637.0,751.169,988.641703797681,10.084978,0.757409,35.0,0.82,7,5890.33,0.122,0.0583,1.19,1.525,0.055093,129.38783,18.65431111,KW541,211895099,7.31,0.6152,0,Y,0.00816,3.6866,0.2026,1,M,Y,N,,0.01,0.47471,D,2,1,All,2M,Simbad,129.38783,18.654311,0.14333
129.0099,19.07397,08360242+1904265,129.010097,19.074034,0.08,0.07,0,15.089,14.483,12.8212356038668,14.249,5.0112,0.048,0.043,0.052,AAA,222,0,2451118.9721,0.708757,130881290099639318,129.00988822,19.07397122,0.008,0.002,90,503635968,60,56154.64287037,5,69,19.0723,20.5001,0.0224,20.7025,0.058,115000,19.2602,0.0098,19.3252,0.0383,115000,17.5607,0.004,17.6428,0.0062,115000,16.7908,0.0044,16.8389,0.0061,115000,16.3864,0.0057,16.4572,0.0122,115000,0.74543,129.0100470168029,19.0740241876049,0.007,0.004,90,659741233329151744,129.00988000301,0.2271,19.07396864414,0.1483,0.0600223877716447,5.1814,0.311,-36.661,0.448,-12.9,0.282,false,869.666,1.67688,518.62148752445,18.339985,115.161,3.67934,31.2993634727968,20.198124,1250.67,12.379,101.031585750061,17.01906,3.179064,,,0,,,,,,0.17369,129.01009694,19.07403389,HSHJ 99,211923388,0.33,0.0251,0,Y,0.00799,,,,N,N,N,,0.07243,0.35344,2,0,2,All,2M,Simbad,129.010097,19.074034,4.46E-4
129.0968,18.54504,08362327+1832422,129.096985,18.545078,0.07,0.07,90,15.765,15.191,13.3735949673934,14.714,5.7511,0.064,0.066,0.071,AAA,222,0,2451118.9717,0.646066,130251290968234579,129.09681295,18.54504396,0.003,0.001,90,503635968,60,56075.44791667,5,60,20.3345,21.6749,0.1149,21.5677,0.1634,115000,20.4651,0.0163,20.5841,0.0431,115000,18.5181,0.0057,18.6239,0.0085,115000,17.6127,0.0058,17.6976,0.0089,115000,17.141,0.0171,17.2241,0.0126,115000,0.599868,129.0969658113446,18.5450942387024,0.012,0.008,90,659660316141171968,129.09680684594,0.3804,18.54504141161,0.2604,0.0904,5.3941,0.4876,-35.004,0.801,-12.27,0.521,false,360.945,1.19844,301.179032742565,19.294764,56.4456,6.66567,8.46810598184429,20.972313,578.445,8.81819,65.5967948070976,17.856264,3.116049,,,0,,,,,,0.087788,129.096985,18.54507806,AD 2159,211887567,1.74,0.1151,0,Y,0.0079,,,,N,N,N,,0.04859,1.14627,2,0,2,All,2M,Simbad,129.096985,18.545078,2.16E-4
129.2655,18.6673,08370374+1840025,129.265615,18.667372,0.07,0.07,90,11.689,11.053,9.55851900310183,10.886,2.7283,0.021,0.022,0.021,AAA,222,0,2451118.9815,0.470129,130401292655941327,129.26545329,18.66730548,0.005,0.004,90,503635968,60,55990.80519676,5,76,13.3265190031018,14.654,0.0012,14.7074,0.0022,115000,13.6143,0.0465,13.6278,0.0309,16892216,13.324,,,,114724,12.9314,0.0164,12.9609,0.0054,16892216,12.7815,0.0039,12.7874,0.0011,115000,0.601276,129.2656123874269,18.6673590282364,0.001,0.001,90,659668635494494848,129.26544606713,0.0262,18.6673028445,0.0185,0.0064,5.4263,0.0347,-36.597,0.055,-13.049,0.033,false,69059.9,21.7039,3181.91200659789,13.590301,24896.4,38.4051,648.257653280424,14.361049,64177.1,57.6767,1112.70409021321,12.74347,1.617579,35.1,1.98,5,4351.0,0.493,0.245,0.63,0.127,0.047541,129.26561194,18.66735111,JS165,211895966,14.73,0.6767,0,Y,0.00894,,,,N,Y,N,,0.00353,0.14359,2,1,2,All,2M,Simbad,129.265612,18.667351,0.075925
129.5024,18.96464,08380061+1857529,129.502551,18.964708,0.1,0.08,90,13.22,12.593,10.8552561243632,12.345,4.5831,0.027,0.03,0.021,AAA,222,0,2451617.7701,0.569402,130751295024588114,129.50240065,18.96464409,0.019,0.009,0,503635968,60,55948.24230324,5,87,16.6294,18.1191,0.0092,18.1782,0.0081,115000,16.9281,0.0039,16.9944,0.0052,115000,15.4446,0.003,15.5229,0.0047,115000,14.8017,0.0029,14.8453,0.0014,115000,14.4544,0.0029,14.4977,0.0081,115000,0.561209,129.5025528873772,18.9646881282531,0.005,0.003,90,659744914113633408,129.5023867067,0.1442,18.96463957386,0.0991,0.0407,5.0356,0.2048,-36.502,0.326,-11.277,0.195,false,6207.61,8.15557,761.149741832882,16.206055,1055.39,11.1855,94.3534039604846,17.792856,8385.61,19.8222,423.041337490289,14.953084,2.839772,,,0,3812.41,,,,,0.071826,129.50255111,18.96470806,JS208,211915940,5.91,0.2745,0,Y,0.0088,4.4513,0.0785,0,Y,N,Y,,0.00958,0.3427,2,0,1,All,2M,Simbad,129.502551,18.964708,4.32E-4
129.3903,19.31094,08373371+1918396,129.390473,19.311012,0.06,0.06,0,12.914,12.252,10.6235743283799,12.021,4.0903,0.027,0.03,0.024,AAA,222,0,2451617.7626,0.642375,131171293904013683,129.39032687,19.31094231,0.019,0.002,0,503636096,60,55970.06571759,5,75,15.9224,17.3198,0.0092,17.4055,0.0094,115000,16.1113,0.0046,16.1539,0.0047,115000,14.9296,0.0036,14.9858,0.0025,115000,14.3872,0.0026,14.4331,0.0017,115000,14.1264,0.0031,14.1388,0.0048,115000,0.55626,129.3904821612942,19.3109901004163,0.002,0.001,90,659772195745778688,129.39031488224,0.0645,19.31093845789,0.0404,0.0162,5.2543,0.0849,-36.666,0.125,-11.994,0.078,false,10346.6,8.15189,1269.22713628373,15.651371,2214.05,19.6474,112.68921078616,16.988422,12772.0,24.2851,525.91918501468,14.496271,2.492151,,,0,4121.51,1.137,0.639,,,0.08476,129.39044889,19.31099694,JC105,211939094,0.95,0.3117,0,Y,0.00806,,,,N,Y,M,,0.02311,0.83805,2,1,1,All,2M,Simbad,129.390449,19.310997,0.09823
129.4009,19.26502,08373624+1915542,129.401014,19.265083,0.06,0.06,0,11.426,10.86,9.37407310733684,10.757,2.288,0.027,0.03,0.022,AAA,222,0,2451617.7626,0.448922,131111294009088602,129.40088591,19.26503474,0.007,0.005,0,503635968,60,56006.42071759,5,75,12.5529,13.9358,0.0018,13.9989,0.0038,115000,13.045,,,,114724,12.746,,,,114724,12.586,,,,114724,12.459,0.0098,12.4948,0.015,115000,0.468692,129.4010070165955,19.2650760781177,0.001,0.0,90,659770340319909760,129.40084903851,0.0255,19.26502005361,0.0164,0.0065,5.2895,0.0343,-34.637,0.054,-13.012,0.032,false,109462.0,91.2971,1198.96469876918,13.090208,44409.0,93.1941,476.52158237485,13.73271,93097.4,175.033,531.884844572166,12.339576,1.393134,36.09,3.3,8,4801.0,0.3577,0.1427,0.61,0.179,0.034412,129.40100611,19.26507694,,211936017,11.79,0.4441,0,N,0.00825,,,,N,Y,N,,0.01441,0.73502,K,0,1,All,2M,Simbad,129.401006,19.265077,0.034567
129.3626,18.8109,08372707+1848394,129.362797,18.810961,0.07,0.07,90,14.311,13.729,12.1311644011025,13.47,4.72,0.023,0.034,0.031,AAA,222,0,2451118.9816,0.706325,130571293626833648,129.36262392,18.81090645,0.003,0.003,0,503636096,60,55970.05069444,10,95,18.0749644011025,19.4138,0.0126,19.5254,0.0083,115000,18.19,0.0069,18.2692,0.0045,115000,16.6573,0.0027,16.7197,0.0031,115000,15.9502,0.0025,16.0051,0.0045,115000,15.6029,0.0059,15.6654,0.0117,115000,0.621641,129.3627725053528,18.8109583770844,0.004,0.002,90,659671624791715840,129.36261116009,0.111,18.81090321356,0.0803,0.0267876991478325,5.398,0.1446,-35.472,0.228,-12.812,0.147,false,2066.45,2.9109,709.900717990999,17.400303,366.698,19.7046,18.6097662474752,18.940617,2866.82,15.6965,182.640716083203,16.118418,2.822199,,,0,,,,,,0.084003,129.36279694,18.81096111,HSHJ164,211905676,1.12,0.4492,0,Y,0.00788,,,,N,N,N,,0.04131,1.47983,2,0,2,All,2M,Simbad,129.362797,18.810961,4.46E-4
129.4875,19.23616,08375703+1914103,129.487651,19.236221,0.06,0.06,0,10.47,10.12,8.68281089856933,10.038,1.592,0.029,0.03,0.02,AAA,222,0,2451617.7626,0.558256,131081294875594092,129.48748261,19.23616433,0.025,0.012,90,604299264,72,55718.45290509,5,82,10.7208108985693,12.076,,,,32804,11.63,,,,114724,11.47,,,,114724,11.409,,,,32804,11.383,,,,114724,0.607631,129.4876451205167,19.236214979286,0.001,0.001,90,659758967246506880,129.48748347872,0.0424,19.23616114566,0.0281,0.0098,5.3575,0.0527,-35.447,0.089,-12.503,0.056,false,414205.0,401.158,1032.52334491647,11.645328,207029.0,647.618,319.677649478551,12.061308,292958.0,569.906,514.046176036048,11.094905,0.966403,35.91,0.28,8,5296.0,0.118,0.0457,0.92,0.597,0.029482,129.48764111,19.23621694,KW 70,211934056,9.05,0.6929,0,Y,0.0091,,,,N,Y,Y,,0.02019,0.80429,K,1,1,All,2M,Simbad,129.487641,19.236217,0.036656
129.4264,19.13372,08374235+1908015,129.426499,19.133755,0.06,0.06,0,8.915,8.648,7.21702291276815,8.577,-8.577,0.044,0.053,0.02,AAA,112,0,2451617.7625,0.359514,130961294263571569,129.42644688,19.13393169,0.068,0.068,90,268513280,32,55895.66204861,0,7,9.5988,10.9588,0.0142,11.7134,0.0367,24,,,,,0,8.6536,0.001,15.107,0.0017,24,,,,,0,11.4304,0.0332,10.4104,0.0035,16777240,0.660323,129.4265104275202,19.1337715831228,0.002,0.001,90,659756493345357056,129.42635060276,0.0597,19.13371983749,0.0422,0.0135,5.3457,0.0719,-35.07,0.124,-12.018,0.082,false,2514760.0,811.093,3100.45827050659,9.687124,1450680.0,750.853,1932.04262352285,9.947457,1525590.0,694.089,2197.97461132506,9.303324,0.644134,31.67,4.14,3,6341.38,,,1.53,3.409,0.071236,129.42651611,19.13376306,KW 47,211927313,3.06,0.2011,0,Y,0.00843,,,,Y,N,N,conf,0.00134,0.02549,2,1,1,All,2M,Simbad,129.426516,19.133763,0.065026
129.4473,19.10682,08374739+1906247,129.447466,19.106869,0.07,0.06,0,10.666,10.252,8.87051355602233,10.202,1.782,0.024,0.03,0.018,AAA,222,0,2451617.7625,0.59159,130921294473508748,129.44729934,19.10682483,0.12,0.053,90,604299264,72,55846.59378472,5,86,11.1885135560223,12.52,,,,65572,11.984,,,,114724,11.779,,,,114724,11.684,,,,114724,11.635,,,,114724,0.588801,129.4474645271475,19.106875399874,0.001,0.001,90,659755630055476992,129.44730449795,0.0398,19.10681979113,0.0301,0.0097,5.4163,0.0526,-35.12,0.085,-12.916,0.056,false,291529.0,135.108,2157.74787577346,12.026661,137567.0,274.629,500.919422202317,12.505101,218187.0,252.406,864.428737827152,11.414849,1.090252,,,0,5003.8,0.161,0.08,0.88,0.433,0.023578,129.44746611,19.10687611,KW 52,211925552,9.33,0.6514,0,Y,0.00822,,,,N,Y,N,,0.01755,0.8095,D,2,1,All,2M,Simbad,129.447466,19.106876,0.025599
129.3792,19.1039,08373105+1906142,129.379381,19.103956,0.07,0.06,0,11.489,10.902,9.38911670399532,10.767,2.698,0.026,0.03,0.018,AAA,222,0,2451617.7625,0.647878,130921293793305239,129.37920378,19.10390432,0.01,0.001,90,503635968,60,56123.66512731,5,95,12.9793,14.3572,0.0015,14.4211,0.0031,115000,13.465,,,,114724,13.041,,,,114724,12.777,,,,114724,12.5928,0.0053,12.6205,0.008,115000,0.630911,129.3793630629796,19.1039578115597,0.003,0.002,90,659750514750888192,129.37919688094,0.0982,19.10390183171,0.0629,0.0227,5.3018,0.1202,-36.471,0.191,-13.002,0.131,false,84578.3,35.6959,2369.41217338686,13.370219,31613.2,52.4392,602.854353231933,14.101716,76900.8,87.0831,883.073753690441,12.547092,1.554624,,,0,4369.61,0.578,0.281,0.7,0.161,0.061365,129.379365,19.10396194,JS186,211925371,13.12,0.875,0,Y,0.00941,,,,N,Y,N,conf,0.01455,0.68789,2,0,1,All,2M,Simbad,129.379365,19.103962,0.058478
129.4897,18.97307,08375755+1858232,129.489818,18.973124,0.1,0.08,90,14.795,14.122,12.5742863984165,13.852,5.4606,0.036,0.046,0.036,AAA,222,0,2451617.7701,0.446286,130761294896098255,129.48967969,18.97307257,0.008,0.007,0,503635968,60,56073.45318287,5,80,19.3054,20.5831,0.0206,20.7299,0.0475,115000,19.3126,0.0104,19.4193,0.0189,115000,17.4439,0.0069,17.5291,0.0051,115000,16.573,0.0062,16.6322,0.0048,115000,16.1038,0.0083,16.1814,0.0059,115000,0.505958,129.4898199204382,18.9731298500344,0.007,0.004,90,659744978536843264,129.48966951525,0.2045,18.97307030406,0.1491,0.0458,5.5521,0.2543,-33.035,0.443,-13.83,0.289,false,997.238,1.95285,510.657756612131,18.191368,136.883,8.4839,16.1344428859369,20.010515,1518.92,7.73748,196.306807901281,16.808084,3.202431,,,0,,,,,,0.022052,129.48981806,18.97312389,HSHJ189,211916505,0.23,0.0098,0,Y,0.00901,,,,N,N,N,,0.04424,0.27873,2,0,1,All,2M,Simbad,129.489818,18.973124,4.46E-4
129.6056,18.94163,08382537+1856300,129.605728,18.941669,0.1,0.08,90,12.643,11.961,10.436111104708,11.725,4.277,0.029,0.031,0.019,AAA,222,0,2451617.7701,0.457903,130731296057050519,129.60559474,18.94163871,0.006,0.003,90,503635968,60,55940.5325463,5,85,15.9114,17.2003,0.0079,17.2796,0.0073,115000,16.002,0.0055,16.0654,0.0036,115000,14.7198,0.0015,14.7758,9.0E-4,115000,14.134,0.0066,14.1815,0.0014,115000,13.8486,0.0025,13.8819,0.0079,115000,0.466677,129.6057493332532,18.9416946387678,0.002,0.001,90,659696982278606080,129.60558093559,0.0576,18.94163448193,0.0406,0.0135,5.5236,0.0747,-36.994,0.117,-13.972,0.08,false,12559.0,7.35238,1708.15436634124,15.440974,2512.77,18.1515,138.433187339889,16.851006,15969.9,42.0726,379.579583862181,14.253661,2.597344,,,0,3670.0,,,,,0.117456,129.60574806,18.94163306,JS230,211914465,4.69,0.0527,0,Y,0.00703,1.1252,0.0276,0,Y,N,N,,0.00664,0.1788,2,0,1,All,2M,Simbad,129.605748,18.941633,0.146307
129.3598,19.13208,08372639+1907557,129.359986,19.132164,0.07,0.07,90,12.017,11.386,9.82811288984569,11.19,3.0168,0.022,0.021,0.019,AAA,222,0,2451118.9818,0.701176,130951293599299051,129.35981604,19.1320847,0.005,0.003,0,503635968,60,56107.17766204,5,84,14.0073128898457,15.3692,0.003,15.4403,0.0029,115000,14.2068,0.0032,14.2711,0.0033,115000,13.5936,0.006,13.6373,0.0074,16892216,13.3126,0.0012,13.3549,0.0019,16892216,13.1527,0.0067,13.1784,0.0038,115000,0.644711,129.3599716630534,19.1321341952221,0.001,0.001,90,659750892708009088,129.35980731045,0.0338,19.13208186559,0.0208,0.00752668039692941,5.341,0.0402,-36.064,0.066,-12.154,0.042,false,41679.7,25.4385,1638.44959411915,14.138555,13327.8,46.9359,283.957482438815,15.039493,41798.8,67.0339,623.54719030222,13.209009,1.830483,,,0,4149.14,0.456,0.238,0.57,0.088,0.117858,129.35997889,19.13213694,JS180,211927213,14.66,0.872,0,Y,0.00852,,,,N,Y,N,,0.02621,1.20209,2,1,2,All,2M,Simbad,129.359979,19.132137,0.100373
131.3927,16.911,08453429+1654396,131.392887,16.911013,0.11,0.06,91,14.928,14.312,12.6931305744538,14.163,4.913,0.042,0.057,0.054,AAA,222,0,2451114.9902,0.645787,128291313927963711,131.39273728,16.91099685,0.006,0.005,0,503635968,60,55935.34806713,5,79,18.8738,20.3437,0.0099,20.5212,0.0203,115000,19.076,0.0093,19.2068,0.019,115000,17.414,0.0047,17.502,0.01,115000,16.6527,0.0023,16.7192,0.004,115000,16.2737,0.0055,16.3358,0.011,115000,0.518952,131.3928783148751,16.9110386545389,0.007,0.005,90,658310704273685504,131.39272874115,0.2198,16.91099522297,0.1584,0.0497,5.0819,0.2524,-33.237,0.451,-10.087,0.301,false,1008.28,1.48219,680.263663902739,18.179413,146.738,6.91507,21.2200310336699,19.935034,1468.51,10.8026,135.940421750319,16.84473,3.090303,,,0,,,,,,0.09708,131.39288694,16.91101306,AD 3423,211771406,0.93,0.7201,0,Y,0.00804,,,,N,N,N,,0.05354,2.29769,2,0,2,All,2M,Simbad,131.392887,16.911013,2.99E-4
130.6674,19.13304,08424021+1907590,130.667565,19.133074,0.09,0.07,0,10.685,10.294,8.83401052462925,10.186,2.5826,0.02,0.021,0.018,AAA,222,0,2451109.9825,0.574381,130961306673950045,130.66737477,19.13303976,0.097,0.029,0,570744832,68,55948.40521991,5,80,11.3440105246293,12.696,0.0578,12.5905,0.0223,16892472,12.7686,0.0036,13.1953,0.127,36920,11.7638,0.0083,11.8233,0.0295,16892984,12.6052,0.0355,12.4301,0.0257,16892984,11.6238,0.0021,11.632,0.0041,115000,0.658635,130.667537405698,19.1330868087043,0.001,0.001,90,661029727808613760,130.66737535772,0.0336,19.13303660331,0.02,0.0082,5.3654,0.0438,-35.558,0.069,-11.661,0.04,true,321759.0,181.626,1771.54702520564,11.91954,156499.0,246.158,635.766458941005,12.365111,234265.0,276.378,847.625353682276,11.337653,1.027458,35.55,0.57,21,5208.64,0.1018,0.0573,0.84,0.469,0.104568,130.66754694,19.13307889,KW471,211927269,9.39,0.9077,0,Y,0.00782,,,,N,N,Y,,0.02046,0.93806,K,1,2,All,2M,Simbad,130.667547,19.133079,0.063897
130.4731,19.60843,08415359+1936306,130.473301,19.608521,0.09,0.07,0,14.561,13.936,12.4249633521253,13.673,4.7298,0.029,0.04,0.05,AAA,222,0,2451106.0161,0.756274,131531304731960707,130.47314501,19.60843148,0.004,0.002,90,503636096,60,55876.77047454,10,75,18.4546,19.7026,0.0126,19.8276,0.0319,115000,18.4028,0.0044,18.5022,0.0068,115000,16.8818,0.0037,16.9787,0.0057,115000,16.1888,0.004,16.2516,0.0096,115000,15.8366,0.0033,15.8994,0.0036,115000,0.619433,130.4732991375842,19.6084887711944,0.005,0.002,90,661249595777725568,130.47313310606,0.1393,19.60842838809,0.077,0.034,5.6285,0.1914,-36.326,0.296,-14.024,0.152,false,1639.21,2.1564,760.160452606195,17.651781,272.344,7.61358,35.7708200347274,19.263592,2291.31,12.0159,190.689835967343,16.361712,2.90188,,,0,,,,,,0.116195,130.47330111,19.60852111,HSHJ397,211958929,1.23,0.782,0,Y,0.00779,,,,N,N,N,,0.04419,1.97415,S,0,2,All,2M,Simbad,130.473301,19.608521,5.44E-4
129.8006,19.11556,08391217+1906561,129.800731,19.115601,0.08,0.07,90,9.555,9.313,7.89765729372822,9.258,1.231,0.02,0.021,0.018,AAA,222,0,2451105.9897,0.469405,130931298007209181,129.80056273,19.1155618,0.001,0.001,90,1141006336,136,51263.28581019,4,47,9.39965729372822,10.76,,,,65636,10.489,,,,16484,10.406,,,,114788,10.394,,,,65636,10.399,,,,114788,0.58951,129.8007197032041,19.1156130754331,0.001,0.001,90,661207024061875456,129.80055741569,0.0417,19.11555998142,0.029,0.0105,5.3448,0.0559,-35.614,0.092,-12.332,0.058,false,1248740.0,730.25,1710.01711742554,10.44719,694372.0,1035.2,670.761205564142,10.747407,792094.0,1224.34,646.955910939772,10.014978,0.732429,35.1,0.99,6,6083.67,0.0895,0.033,1.17,1.703,0.05802,129.80072306,19.11561306,KW162,211926132,5.87,0.5172,0,Y,0.00826,,,,M,N,N,,0.01708,0.57441,K,1,1,All,2M,Simbad,129.800723,19.115613,0.051131
130.3896,19.55,08413355+1933002,130.389795,19.550081,0.09,0.07,0,14.566,13.949,12.3424741947272,13.683,4.8138,0.031,0.04,0.042,AAA,222,0,2451106.0162,0.722947,131461303896790588,130.38963541,19.55000416,0.004,0.002,90,503635968,60,55822.03486111,5,75,18.3672,19.7077,0.0106,19.8251,0.0402,115000,18.4968,0.0042,18.6305,0.0076,115000,16.9455,0.0041,17.0232,0.0032,115000,16.2227,0.0031,16.2805,0.0033,115000,15.876,0.0087,15.9584,0.0118,115000,0.607978,130.3897898734215,19.5500606412496,0.004,0.003,90,661247602912908032,130.38962306945,0.1362,19.55000169881,0.0819,0.0302,5.3938,0.1629,-36.508,0.279,-13.69,0.164,false,1564.36,1.77736,880.159337444299,17.702526,254.249,6.17693,41.1610622105156,19.33824,2202.6,7.91387,278.321478619184,16.404583,2.933657,,,0,,,,,,0.075327,130.389795,19.55008111,AD 2969,211955007,,,2,,,,,,,,,,,,,0,2,All,2M,Simbad,130.389795,19.550081,3.96E-4
130.6642,19.41436,08423943+1924520,130.664324,19.414446,0.08,0.07,0,14.348,13.769,12.1451075177623,13.499,4.6702,0.032,0.037,0.043,AAA,222,0,2451109.9823,0.522597,131291306642157813,130.66417684,19.41436452,0.003,0.003,90,503635968,60,56035.91444444,5,104,18.0442,19.3981,0.009,19.5081,0.016,115000,18.1692,0.0052,18.2482,0.0051,115000,16.6579,0.0033,16.7405,0.0056,115000,15.9701,0.0034,16.0256,0.0021,115000,15.6161,0.0049,15.6792,0.0103,115000,0.579391,130.6643333692148,19.4144162961899,0.004,0.002,90,661229701489213824,130.66416534959,0.1135,19.41435975176,0.0644,0.0261,5.3607,0.1397,-36.805,0.226,-13.133,0.131,false,2037.19,2.03649,1000.34372867041,17.415789,321.208,7.82842,41.0310126436752,19.084423,2793.22,8.8988,313.887265698746,16.146658,2.937765,,,0,,,,,,0.111565,130.66432389,19.41444611,HSHJ430,211946007,2.25,0.2054,0,Y,0.0082,,,,N,Y,Y,cand,0.02634,1.07634,S,0,2,All,2M,Simbad,130.664324,19.414446,5.44E-4
