col1,col2,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,AbsKmag,Kmag,r-K,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD,angDist,objID,RAJ2000_x,DEJ2000_x,errHalfMaj_x,errHalfMin_x,errPosAng_x,f_objID,Qual,Epoch,Ns,Nd,AbsGmag,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_x,ra_epoch2000,dec_epoch2000,errHalfMaj_xa,errHalfMin_xa,errPosAng_xa,source_id,ra,ra_error,dec,dec_error,parallax_percent,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist_xa,_RAJ2000,_DEJ2000,Name,EPIC,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,PrCat,PCat,All,2M,Simbad,_RA,_DE,angDist
129.4549,20.78517,08374921+2047068,129.455043,20.785233,0.06,0.06,90,15.38,14.904,13.3676738316388,14.578,5.3954,0.045,0.062,0.067,AAA,222,0,2451617.7637,0.532056,132941294549472800,129.45487332,20.78517458,0.004,0.004,0,503635968,60,56002.51765046,10,69,20.0308,21.2411,0.0609,21.2646,0.096,115000,19.9734,0.0151,20.0598,0.0198,115000,18.108,0.0041,18.1843,0.007,115000,17.2422,0.0043,17.3266,0.0093,115000,16.8006,0.0141,16.8881,0.0184,115000,0.608587,129.4550364414905,20.7852349083003,0.009,0.007,90,664516000007445632,129.45486439167,0.3069,20.78517173774,0.231,0.0663512074173666,5.7271,0.38,-37.359,0.591,-14.672,0.457,false,534.286,1.5232,350.765493697479,18.86893,74.8108,8.80165,8.49963359142888,20.666477,844.124,9.98152,84.5686829260473,17.445906,3.220572,,,0,,,,,,0.023118,129.45504306,20.78523306,,212031837,1.63,0.1404,0,Y,0.00709,,,,N,N,M,,0.0482,1.63054,2,0,1,All,2M,Simbad,129.455043,20.785233,2.96E-4
130.1953,20.47471,08404692+2028291,130.195505,20.474775,0.1,0.07,0,12.583,11.968,10.1555250394805,11.68,3.8377,0.022,0.024,0.022,AAA,222,0,2451106.0058,0.729904,132571301954290235,130.19533215,20.47471892,0.011,0.004,90,503635968,60,55924.63896991,5,76,15.1997,16.7242,0.0045,16.7781,0.0027,115000,15.5177,0.0024,15.5693,0.0022,115000,14.4728,0.003,14.54,0.0033,115000,14.0158,0.0037,14.0597,0.0016,115000,13.7704,0.0029,13.7787,0.0042,115000,0.616919,130.1954887057251,20.4747732273546,0.005,0.003,90,664436770747502208,130.19532134511,0.1624,20.47471468837,0.0853,0.0372,4.9557,0.1843,-36.415,0.302,-13.596,0.195,false,16180.2,11.4662,1411.12138284698,15.165906,3951.22,20.0021,197.540258272881,16.359562,19271.4,64.475,298.897246994959,14.04964,2.309922,,,0,3473.25,1.672,0.828,0.69,0.063,0.055323,130.19547194,20.47475,JS384,212013297,18.79,0.7689,0,Y,0.00906,1.0205,0.0293,0,Y,N,N,,0.01871,0.83554,2,0,2,All,2M,Simbad,130.195472,20.47475,0.143289
131.1063,22.59969,08442555+2235591,131.106491,22.599771,0.08,0.07,90,13.813,13.137,11.6883717889853,12.97,4.4984,0.021,0.027,0.031,AAA,222,0,2451109.9968,0.698572,135121311063860216,131.10634398,22.59969802,0.005,0.003,0,503635968,60,56091.53824074,10,68,17.381,18.6626,0.0054,18.7599,0.0082,115000,17.4684,0.0059,17.5631,0.0133,115000,16.0213,0.0027,16.0768,0.0033,115000,15.3844,0.002,15.4299,0.0042,115000,15.0521,0.0063,15.0883,0.0084,115000,0.554784,131.1065036606498,22.5997606863565,0.003,0.002,90,665309233224172800,131.10633046756,0.0969,22.59969452896,0.0479,0.0193,5.5421,0.1067,-37.137,0.178,-15.366,0.105,false,3672.33,3.95689,928.084935391178,16.77601,631.146,10.3727,60.8468383352454,18.351065,4894.38,13.2601,369.105813681646,15.537676,2.813389,,,0,3915.08,0.4588,0.2655,,,0.056117,131.10649111,22.59977111,HSHJ482,212129124,6.8,0.5053,0,Y,0.00861,,,,N,Y,N,,0.03963,1.98808,2,0,2,All,2M,Simbad,131.106491,22.599771,5.39E-4
130.2447,22.48048,08405877+2228499,130.244883,22.480555,0.1,0.08,2,15.687,15.226,13.6103902665204,14.891,5.476,0.061,0.096,0.117,AAB,222,0,2451106.0044,0.665929,134971302447107139,130.24465301,22.48048737,0.009,0.007,90,503635968,60,56072.87305556,5,73,20.3742,21.6548,0.0368,21.7153,0.0721,115000,20.367,0.0178,20.5019,0.0243,115000,18.4554,0.0047,18.5652,0.0112,115000,17.5581,0.0041,17.6533,0.015,115000,17.0801,0.009,17.167,0.0099,115000,0.802853,130.2448156839268,22.480551027002,0.01,0.006,90,665248446550953728,130.24464771833,0.3374,22.48048427059,0.1862,0.0768,5.5447,0.4256,-36.047,0.628,-15.505,0.368,false,386.418,1.18788,325.300535407617,19.220724,68.9537,7.69649,8.95910993193001,20.754995,618.725,15.0137,41.2106942326009,17.783176,2.971819,,,0,,,,,,0.224379,130.24488306,22.480555,AD 2865,212123277,,,2,,,,,,,,,,,,,0,2,All,2M,Simbad,130.244883,22.480555,2.0E-4
127.8743,21.44405,08312987+2126388,127.87446,21.44412,0.09,0.07,88,15.942,15.065,13.3679003060611,14.796,5.8513,0.085,0.076,0.103,AAA,222,0,2451115.9933,0.592398,133731278743273473,127.87430314,21.44405314,0.007,0.004,0,503635968,60,56010.26259259,5,67,20.4574,21.8855,0.0284,22.0503,0.1379,115000,20.6473,0.0158,20.8573,0.0343,115000,18.6556,0.006,18.7755,0.0115,115000,17.7189,0.0085,17.8087,0.0077,115000,17.1905,0.0263,17.3133,0.0353,115000,0.578096,127.8744635035825,21.4441104512323,0.013,0.009,90,665490339108666368,127.87429506169,0.4173,21.44405036967,0.249,0.1009,5.1806,0.5229,-36.414,0.85,-13.954,0.56,false,320.189,1.20051,266.710814570474,19.42485,42.2714,6.01344,7.02948728182205,21.286272,503.217,6.88219,73.1187311015825,18.00753,3.278742,,,0,,,,,,0.036325,127.87446,21.44412,,212069380,0.27,0.1817,0,Y,0.00669,,,,N,N,N,,0.12061,0.16047,2,0,1,All,2M,Simbad,127.87446,21.44412,0.0
127.702,21.61251,08304851+2136453,127.702154,21.612593,0.08,0.06,2,14.981,14.444,12.6176477664029,14.0,5.1879,0.037,0.049,0.053,AAA,222,0,2451115.9837,0.595771,133931277020475614,127.70200687,21.61252121,0.003,0.002,90,1443160064,172,55971.03854167,22,77,19.0158,20.3982,0.0178,20.5044,0.0267,115000,19.1879,0.0068,19.2884,0.0083,115000,17.4593,0.006,17.5473,0.0065,115000,16.6897,0.0054,16.743,0.0057,115000,16.2744,0.0033,16.3456,0.012,115000,0.55613,127.7021363263337,21.6125742282218,0.006,0.003,90,665507969950936064,127.70197058946,0.1753,21.6125085541,0.1036,0.0428,5.2909,0.2262,-35.787,0.357,-15.253,0.225,false,963.445,1.73301,555.937357545542,18.2288,148.455,10.5763,14.0365723362613,19.922398,1417.29,16.8605,84.0597847038937,16.88327,3.039127,,,0,,,,,,0.08981,127.70215389,21.61259306,AD 1407,212078515,1.32,0.1354,0,Y,0.00873,,,,N,M,Y,,0.06108,1.32241,2,0,2,All,2M,Simbad,127.702154,21.612593,4.27E-4
127.8045,20.90007,08311310+2054003,127.804617,20.90011,0.06,0.06,0,13.693,13.053,11.3688941018915,12.798,4.5312,0.023,0.026,0.027,AAA,222,0,2451115.9881,0.419008,133081278045200645,127.80447304,20.90007625,0.008,0.002,90,503635968,60,55888.69886574,5,74,17.0886,18.5177,0.0059,18.6199,0.0106,115000,17.3292,0.0038,17.4278,0.0083,115000,15.9024,0.0036,15.9652,0.0054,115000,15.2387,0.0034,15.2865,0.0047,115000,14.9123,0.003,14.9404,0.0047,115000,0.499169,127.8046162920223,20.9001322503507,0.003,0.002,90,665412690396632832,127.80446362772,0.111,20.90007237636,0.0636,0.0264,5.1782,0.1368,-33.125,0.206,-13.906,0.137,false,4159.16,3.1005,1341.44815352363,16.640852,720.482,11.6042,62.0880370900191,18.20733,5550.3,14.9695,370.77390694412,15.401128,2.806203,,,0,3844.5,0.7555,0.4293,,,0.080137,127.80461694,20.90011,AD 1465,212038642,18.44,0.1359,0,Y,0.00734,,,,N,N,Y,,0.02102,0.87916,2,0,2,All,2M,Simbad,127.804617,20.90011,2.02E-4
128.4455,21.44094,08334697+2126276,128.445734,21.441017,0.07,0.06,90,11.967,11.314,9.79370240742762,11.148,2.9802,0.021,0.025,0.023,AAA,222,0,2451116.02,0.831658,133721284455999703,128.44554661,21.44094796,0.004,0.004,0,503635968,60,55939.05078704,5,91,13.9264,15.2807,0.0018,15.3565,0.0019,115000,14.1282,0.0037,14.1683,0.0023,115000,13.4964,0.0053,13.5435,5.0E-4,115000,13.2587,0.0064,13.2941,0.001,115000,13.0799,0.0028,13.0883,0.0049,115000,0.675318,128.4456972165291,21.4410053750397,0.001,0.001,90,665458595007014912,128.44553632591,0.0321,21.44094450969,0.021,0.0079,5.3597,0.0422,-34.782,0.066,-14.136,0.043,false,45316.5,10.3125,4394.32727272727,14.047726,14698.3,27.8034,528.651172158801,14.93322,45011.5,54.7593,821.988228483563,13.128613,1.804607,,,0,3972.0,0.6835,0.308,0.69,0.106,0.130167,128.445705,21.44101,JS 45,212069223,14.66,0.7871,0,Y,0.00857,,,,N,Y,N,,0.00767,0.34713,2,1,2,All,2M,Simbad,128.445705,21.44101,0.100389
130.9115,22.26923,08433880+2216093,130.911673,22.269266,0.07,0.06,90,10.745,10.303,9.047,10.251,1.716,0.023,0.021,0.021,AAA,222,0,2451109.9898,0.590739,134721309115463639,130.91153792,22.26923342,0.128,0.123,0,604299264,72,56361.21456019,5,60,11.278,12.482,,,,114788,11.967,,,,65636,11.793,,,,32868,11.725,,,,114788,11.682,,,,114788,0.465051,130.9116946558256,22.2693006330823,0.001,0.001,90,665276415377154688,130.91151501446,0.0382,22.26923482206,0.0223,0.00875696378830084,5.744,0.0503,-38.611,0.076,-15.285,0.044,true,279897.0,120.324,2326.19427545627,12.070869,130438.0,189.99,686.551923785462,12.562875,211411.0,189.101,1117.97928091337,11.449101,1.113774,34.43,0.72,13,5060.71,0.06,0.0233,0.79,0.365,0.144048,130.91166306,22.26920889,AD 3228,212112578,8.89,0.4606,0,Y,0.00797,,,,N,Y,N,,0.0205,0.91958,K,1,2,All,2M,Simbad,130.911663,22.269209,0.208246
129.0645,20.68599,08361553+2041098,129.064724,20.686056,0.08,0.06,90,12.507,11.872,10.2110497971979,11.634,3.4048,0.023,0.023,0.022,AAA,222,0,2451118.9733,0.790943,132821290646263782,129.06455649,20.68598883,0.006,0.003,0,503636096,60,55979.63422454,5,81,14.8209,16.2439,0.0022,16.2966,0.0048,115000,15.0388,0.0037,15.0895,0.0025,115000,14.2029,0.0032,14.2468,0.0015,115000,13.8405,6.0E-4,13.889,0.0013,115000,13.6475,0.0063,13.6696,0.0049,115000,0.613798,129.0647092384002,20.6860477049301,0.002,0.001,90,664605270904832768,129.06454463187,0.0476,20.68598625428,0.03,0.0142,5.1929,0.0738,-35.766,0.104,-14.272,0.059,false,22079.3,11.7783,1874.57442924701,14.828403,6154.8,16.6637,369.353744966604,15.878354,23928.9,41.4964,576.650022652567,13.814615,2.063739,,,0,3842.72,0.644,0.3547,0.55,0.06,0.057995,129.06471889,20.68604389,JS117,212025985,17.27,0.4589,0,Y,0.00821,,,,N,Y,Y,,0.01562,0.39024,2,1,2,All,2M,Simbad,129.064719,20.686044,0.04687
129.0664,20.55305,08361598+2033112,129.066608,20.553131,0.07,0.06,90,12.043,11.421,9.9405936376807,11.232,2.9238,0.023,0.023,0.022,AAA,222,0,2451118.9732,0.759357,132661290664984252,129.06641583,20.55305332,0.009,0.008,0,503635968,60,56040.20961806,5,88,14.027,15.3184,0.0018,15.3803,0.0013,115000,14.1558,0.0019,14.2105,0.0032,115000,13.5811,0.0067,13.6268,0.0014,115000,13.3004,0.0022,13.3486,0.0025,115000,13.1516,0.0036,13.1781,0.0027,115000,0.705562,129.0665735726061,20.5531110073863,0.001,0.001,90,664600907218072064,129.06640575249,0.035,20.55304981367,0.0224,0.0094,5.5172,0.0521,-36.497,0.073,-14.213,0.044,false,43058.5,16.4691,2614.50231038733,14.103219,14185.2,54.5948,259.826943225362,14.971796,42689.5,90.1877,473.340599660486,13.186118,1.785678,,,0,3972.33,0.4967,0.238,0.65,0.095,0.136556,129.06657389,20.55311194,JS118,212018005,13.36,0.1252,0,Y,0.00786,,,,N,Y,N,,0.01574,0.75457,2,1,2,All,2M,Simbad,129.066574,20.553112,0.133897
129.0133,20.83764,08360325+2050157,129.013542,20.837702,0.08,0.06,90,14.682,14.029,12.5227462449099,13.782,4.9288,0.027,0.032,0.034,AAA,222,0,2451118.9734,0.844255,133001290134285760,129.01334681,20.83764747,0.004,0.002,90,503635968,60,56192.58104167,10,72,18.6857462449099,19.945,0.012,20.0526,0.0282,115000,18.7108,0.0054,18.8188,0.018,115000,17.066,0.0031,17.1498,0.0058,115000,16.3097,0.0053,16.3701,0.0051,115000,15.9189,0.0093,15.989,0.0058,115000,0.685435,129.0135057543503,20.8377074018708,0.006,0.004,90,664625714949149312,129.01333830144,0.2095,20.83764422189,0.1288,0.046,5.5995,0.2577,-36.348,0.396,-14.674,0.27,false,1406.53,1.90235,739.364470260467,17.817993,214.714,7.89781,27.1865238591458,19.521736,2010.37,10.3386,194.452827268682,16.503733,3.018004,,,0,,,,,,0.12349,129.01354194,20.83770194,HSHJ 96,212035051,1.88,0.1553,0,Y,0.00756,,,,N,N,Y,,0.05493,1.14892,2,1,2,All,2M,Simbad,129.013542,20.837702,2.96E-4
128.3092,20.60585,08331425+2036212,128.309392,20.605907,0.09,0.06,1,14.58,13.953,12.4885101730041,13.788,4.8532,0.038,0.035,0.043,AAA,222,0,2451116.0151,0.678741,132721283092907577,128.30922502,20.60585476,0.004,0.001,90,503635968,60,55961.24674769,5,69,18.569,19.8685,0.0125,19.9718,0.0144,115000,18.6412,0.006,18.7334,0.0086,115000,17.0273,0.0024,17.1079,0.0057,115000,16.2787,0.004,16.3408,0.0074,115000,15.9119,0.0043,15.966,0.0064,115000,0.593267,128.309372340091,20.6059122789628,0.004,0.002,90,664639454547865472,128.30921505103,0.1266,20.60585117275,0.0743,0.0295,5.4967,0.1623,-34.194,0.255,-14.192,0.159,false,1453.84,1.47149,988.005355116243,17.78207,215.927,5.44537,39.6533201600626,19.515621,2052.09,7.18289,285.691413901647,16.481428,3.034193,,,0,,,,,,0.06892,128.30939194,20.60590694,AD 1731,212021131,,,3,,,,,,,,,,,,,0,2,All,2M,Simbad,128.309392,20.605907,2.96E-4
129.2408,21.56544,08365783+2133556,129.240995,21.565466,0.07,0.06,0,11.953,11.274,9.73089432074378,11.119,2.8158,0.025,0.021,0.02,AAA,222,0,2451118.9836,0.659534,133871292408409113,129.24080704,21.565441,0.005,0.002,90,503635968,60,55961.00403935,5,77,13.662,15.0501,0.0017,15.1123,0.0016,115000,13.9348,0.0015,13.9825,0.003,115000,13.3979,0.0016,13.4516,0.0032,115000,13.1765,0.0065,13.2116,0.0028,115000,13.0321,0.0055,13.0342,8.0E-4,115000,0.635692,129.240959620186,21.5655001144269,0.001,0.0,90,664814727869793536,129.24079877474,0.0229,21.56543798457,0.0137,0.0056,5.2769,0.0293,-34.743,0.048,-14.43,0.03,false,51823.7,14.859,3487.6976916347,13.902045,17850.8,28.0076,637.35557491538,14.722241,49602.7,43.9505,1128.60377015051,13.023156,1.699085,,,0,4140.0,0.681,0.33,0.65,0.113,0.170627,129.24095694,21.56549611,JS156,212075988,13.98,0.6335,0,Y,0.00896,,,,N,Y,N,,0.01245,0.51515,D,2,2,All,2M,Simbad,129.240957,21.565496,0.167292
128.3141,20.70244,08331542+2042089,128.314267,20.70249,0.1,0.07,0,11.015,10.545,9.12938760099483,10.436,1.966,0.022,0.025,0.019,AAA,222,0,2451116.015,0.590484,132841283141463448,128.31409685,20.70243734,0.023,0.009,0,637853696,76,55923.17695602,6,89,11.7153876009948,13.022,,,,16420,12.402,,,,16420,12.178,,,,98340,12.071,,,,65572,11.988,0.0098,12.012,0.0078,16696,0.603534,128.3142516356065,20.7024986035804,0.001,0.001,90,664641348629985280,128.31408962212,0.0356,20.70243546577,0.0209,0.0083,5.4787,0.0454,-35.199,0.074,-14.664,0.044,true,195704.0,64.4675,3035.70015899484,12.459369,88312.1,125.81,701.948175820682,12.986339,152945.0,141.341,1082.09932008405,11.800583,1.185756,36.15,1.22,16,4923.25,0.0965,0.0183,0.74,0.289,0.060302,128.31425611,20.70249194,JS 25,212026921,12.07,0.4166,0,Y,0.0086,,,,M,Y,N,,0.00954,0.31002,2,0,2,All,2M,Simbad,128.314256,20.702492,0.037332
129.2994,20.67979,08371189+2040473,129.299559,20.679831,0.14,0.06,0,13.226,12.578,11.0718880255694,12.294,4.0329,0.023,0.026,0.019,AAA,222,0,2451118.983,0.555488,132811292994726303,129.29939854,20.67978927,0.013,0.004,90,503635968,60,55943.42012731,5,83,16.2968880255694,17.519,0.0043,17.5952,0.0057,115000,16.3269,0.0019,16.3907,0.0025,115000,15.1774,0.0049,15.241,0.0033,115000,14.6709,0.003,14.7166,0.0017,115000,14.4289,0.0051,14.4375,0.0032,115000,0.560928,129.2995497312487,20.6798477581225,0.003,0.001,90,664608638159278080,129.29938716174,0.0839,20.67978509581,0.0462,0.0237,5.6961,0.1352,-35.325,0.17,-14.554,0.096,false,8338.13,9.68195,861.203579857363,15.885694,1859.48,23.4879,79.167571387821,17.177906,10102.5,24.7327,408.467332721458,14.750851,2.427055,,,0,3361.25,0.055,0.031,,,0.067928,129.29961111,20.67987194,JS166,212025613,11.3,0.029,1,Y,0.00816,,,,N,Y,Y,,0.03608,0.25074,2,0,2,All,2M,Simbad,129.299611,20.679872,0.229184
128.4098,20.48123,08333838+2028525,128.409919,20.481268,0.06,0.06,90,14.319,13.647,11.9763922160355,13.43,4.6163,0.027,0.035,0.028,AAA,222,0,2451116.0193,0.423995,132571284098268020,128.40976285,20.48122952,0.004,0.003,90,503635968,60,56148.3146875,5,90,17.8033922160355,19.257,0.009,19.3712,0.0153,115000,18.0463,0.0058,18.1247,0.0059,115000,16.577,0.0026,16.6566,0.0035,115000,15.9036,0.0036,15.9573,0.0035,115000,15.5641,0.0057,15.5982,0.0096,115000,0.544521,128.4099085551814,20.4812854378311,0.003,0.002,90,664586476127906560,128.40975453805,0.1036,20.48122522306,0.0628,0.026,5.1201,0.1329,-33.51,0.207,-13.985,0.139,false,2209.8,1.90061,1162.67935031385,17.327484,371.974,6.17922,60.1975653885118,18.925106,3001.58,11.1739,268.624204619694,16.068546,2.85656,,,0,,,,,,0.071983,128.40991889,20.48126806,AD 1786,212013705,2.14,0.5876,0,Y,0.00793,,,,N,N,N,,0.026,1.17131,2,0,2,All,2M,Simbad,128.409919,20.481268,4.29E-4
129.1666,20.60973,08364003+2036352,129.166792,20.609804,0.16,0.09,0,10.492,10.164,8.68761827940753,10.077,3.0358,0.021,0.023,0.019,AAA,222,0,2451118.9786,0.699664,132731291667512635,129.16662543,20.60992007,0.01,0.01,90,302067712,36,56410.62371528,0,18,-1.3894,,,,,0,13.1128,0.001,12.9179,0.001,16778264,14.7649,0.0249,12.3169,0.0142,16781336,13.204,0.0011,12.4833,0.001,16778264,13.9575,0.0024,12.3464,0.002,16777488,0.699735,129.166777046925,20.6097858724445,0.002,0.001,90,664600804138934400,129.16661803102,0.053,20.60972806388,0.0356,0.0177,5.2738,0.0932,-34.569,0.127,-13.427,0.068,false,401486.0,444.299,903.639215933414,11.67919,200633.0,674.375,297.509545875811,12.095384,284564.0,624.503,455.66474460491,11.126469,0.968915,34.25,2.21,4,5314.0,0.118,0.046,0.91,0.596,0.082447,129.16680306,20.60991889,JS142,212021375,8.89,0.2626,0,N,0.00796,,,,N,Y,N,,0.00641,0.25317,2,1,2,All,2M,Simbad,129.166803,20.609919,0.41528
128.306,20.55027,08331347+2033011,128.306146,20.550331,0.09,0.06,0,13.335,12.68,11.1020268780495,12.482,4.4946,0.021,0.025,0.021,AAA,222,0,2451116.0151,0.538924,132661283060330880,128.30597966,20.55027497,0.033,0.007,90,503635968,60,56098.80587963,5,102,16.8116,18.1916,0.0175,18.274,0.0084,115000,16.9766,0.0058,17.0449,0.0041,115000,15.5814,0.0034,15.6352,0.0075,115000,14.9253,0.0016,14.9778,0.0018,115000,14.6026,0.0026,14.6208,0.007,115000,0.595894,128.306126079757,20.5503280607766,0.002,0.001,90,664634820279791488,128.30596310962,0.0733,20.55027087871,0.0445,0.0178,5.2967,0.0941,-35.442,0.143,-13.281,0.094,false,5644.82,3.64479,1548.73668990532,16.309242,972.246,9.1975,105.707637945094,17.881948,7475.72,23.1937,322.316836037372,15.077787,2.804161,,,0,3727.39,,,,,0.067978,128.30623306,20.55039306,AD 1727,212017838,0.67,0.0071,0,Y,0.00659,,,,N,Y,N,,0.02197,0.57309,2,0,2,All,2M,Simbad,128.306233,20.550393,0.368836
128.135,20.84467,08323244+2050410,128.135183,20.844728,0.08,0.06,0,13.601,12.948,11.2332191529161,12.715,4.3977,0.022,0.021,0.023,AAA,222,0,2451116.0025,0.650123,133011281350724183,128.13502129,20.84467898,0.012,0.008,0,503636096,60,55980.52671296,10,75,16.8353,18.3171,0.0232,18.448,0.0203,115000,17.1127,0.0041,17.1624,0.0083,115000,15.7613,0.0024,15.8368,0.0027,115000,15.1428,0.0013,15.1852,0.0017,115000,14.8364,0.002,14.842,0.0079,115000,0.571958,128.1351667047849,20.844734971012,0.003,0.002,90,664658700297947008,128.13500931081,0.0929,20.8446748499,0.0531,0.0239,5.0541,0.1208,-34.163,0.192,-13.964,0.117,false,4773.58,4.49759,1061.3639749288,16.491255,875.483,7.26932,120.435336455129,17.995768,6202.92,17.104,362.659027128157,15.280429,2.715339,,,0,3875.61,0.7855,0.431,,,0.060294,128.13518306,20.84472806,JS 10,212035441,16.51,0.2359,0,Y,0.00847,,,,N,Y,Y,,0.03634,0.8914,2,0,2,All,2M,Simbad,128.135183,20.844728,2.96E-4
129.2796,20.77884,08370714+2046439,129.279782,20.778868,0.14,0.06,0,13.663,13.036,11.3850041625889,12.759,4.6083,0.027,0.026,0.023,AAA,222,0,2451118.9831,0.620821,132931292796925169,129.27962354,20.77884482,0.003,0.002,0,503636096,60,55997.47738426,10,82,17.1599,18.5339,0.0088,18.6368,0.0124,115000,17.3673,0.006,17.4387,0.0048,115000,15.9173,0.0027,15.9801,0.004,115000,15.238,0.0026,15.2995,0.0015,115000,14.8888,0.0019,14.9179,0.0088,115000,0.53984,129.2797717788784,20.7789000760284,0.004,0.002,90,664610562304515712,129.27961041096,0.1176,20.77884076384,0.0634,0.0381,5.3113,0.2022,-35.041,0.257,-13.776,0.138,false,4047.09,4.37876,924.254811864546,16.67051,700.138,12.2894,56.9708854785425,18.238428,5455.59,14.6485,372.433354951019,15.419816,2.818612,,,0,3607.48,0.745,0.415,,,0.12049,129.27978194,20.77886806,AD 2272,212031440,16.89,0.1791,0,Y,0.00737,,,,N,M,Y,,0.00844,0.24628,2,0,2,All,2M,Simbad,129.279782,20.778868,2.96E-4
128.3079,20.71339,08331393+2042483,128.308072,20.713425,0.1,0.07,1,15.295,14.652,12.969,14.397,5.1973,0.045,0.057,0.066,AAA,222,0,2451116.015,0.592723,132851283079866617,128.3079156,20.71339209,0.005,0.003,90,503635968,60,56129.79165509,5,81,19.4597679614356,20.8877,0.031,21.0401,0.0505,115000,19.5943,0.0129,19.6898,0.028,115000,17.868,0.0034,17.9518,0.0057,115000,17.049,0.0038,17.114,0.0077,115000,16.6299,0.0091,16.7159,0.0101,115000,0.539808,128.3080666523739,20.7134433619692,0.007,0.004,90,664641413053011328,128.30790802181,0.2267,20.71338938622,0.1236,0.057,5.181,0.293,-34.462,0.48,-12.536,0.273,false,658.422,1.10683,594.87184120416,18.642105,105.369,5.97685,17.6295205668538,20.294611,996.441,7.59991,131.112210539335,17.26579,3.02882,,,0,,,,,,0.068512,128.30807194,20.713425,AD 1728,212027544,0.46,0.0873,0,Y,0.00761,,,,N,Y,Y,,0.08512,0.1953,2,1,2,All,2M,Simbad,128.308072,20.713425,2.02E-4
129.6173,21.54606,08382819+2132460,129.61749,21.546114,0.07,0.07,90,10.999,10.342,8.85963522345619,10.2,2.888,0.023,0.019,0.016,AAA,222,0,2451105.9857,0.665242,133851296173725865,129.6173099,21.54605988,0.105,0.045,90,503635968,60,55728.64292824,5,77,12.6659,14.0063,0.003,14.0659,0.0024,115000,13.088,,,,114724,12.628,,,,114724,12.34,,,,114724,12.0949,0.0038,12.1123,0.0029,115000,0.633746,129.617471281532,21.5461239313368,0.011,0.008,90,664770472526841472,129.61730191318,0.3508,21.54605801587,0.271,0.0841,5.3942,0.4539,-36.588,0.727,-15.309,0.548,false,129053.0,53.7623,2400.43673726756,12.911443,45861.3,112.345,408.21843428724,13.697773,121305.0,89.5496,1354.61241591252,12.052224,1.645549,37.66,1.27,14,4251.48,0.5955,0.2875,0.93,0.252,0.072158,129.61746611,21.54612611,JS231,212074908,13.66,0.2869,0,Y,0.00775,,,,N,Y,N,conf,0.00873,0.40865,2,1,2,All,2M,Simbad,129.617466,21.546126,0.091103
128.9871,20.82625,08355696+2049346,128.98734,20.826303,0.08,0.06,90,10.383,9.914,8.42324700696461,9.828,1.885,0.025,0.025,0.02,AAA,222,0,2451118.9734,0.829783,132991289872032079,128.98722788,20.82627133,0.036,0.034,90,1141170176,136,54089.34451389,10,55,10.8972470069646,12.302,,,,65572,11.713,,,,65572,11.508,,,,65572,11.418,,,,114724,11.359,,,,98340,0.394111,128.9872845867646,20.8263147934344,0.001,0.001,90,664625302630788608,128.98712031728,0.0371,20.82625336692,0.0236,0.0095,5.2366,0.0497,-35.66,0.074,-14.267,0.047,false,420203.0,556.792,754.685771347289,11.629719,207604.0,686.643,302.346343005026,12.058298,307960.0,856.792,359.433794900046,11.040685,1.017613,32.34,7.76,5,5232.5,0.27,0.1353,0.97,0.64,0.191226,128.98728806,20.82631806,JS102,212034371,1.21,0.3959,0,Y,0.00773,,,,N,Y,Y,conf,0.02411,0.70822,2,0,2,All,2M,Simbad,128.987288,20.826318,0.182983
