col1,col2,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,AbsKmag,Kmag,r-K,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD,angDist,objID,RAJ2000_x,DEJ2000_x,errHalfMaj_x,errHalfMin_x,errPosAng_x,f_objID,Qual,Epoch,Ns,Nd,AbsGmag,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_x,ra_epoch2000,dec_epoch2000,errHalfMaj_xa,errHalfMin_xa,errPosAng_xa,source_id,ra,ra_error,dec,dec_error,parallax_percent,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist_xa
133.0474,11.67557,08521139+1140320,133.047469,11.675574,0.06,0.06,90,13.047,12.729,7.98283108919496,12.709,1.3526,0.023,0.029,0.026,AAA,222,0,2451590.6905,0.243686,122011330475291163,133.04743718,11.6755682,0.006,0.002,90,503635968,60,56074.77109954,5,75,9.6975,14.4237,8E-04,14.4767,0.0026,115000,14.0616,0.0024,14.1054,0.0017,115000,13.945,0.0057,14.0566,0.0241,115000,13.94,0.0022,13.99,0.0043,115000,13.9053,0.0047,13.9454,0.0022,115000,0.114108,133.04748422244,11.6755805093901,0.001,0,90,604900449485821568,133.04743448239,0.0228,11.67556751903,0.0142,0.0244,1.1344,0.0277,-11.313,0.049,-3.017,0.031,true,43717.1,8.14232,5369.12084025192,14.086739,23791.2,41.3771,574.984713766794,14.410345,29000.1,26.5672,1091.57532596585,13.605922,0.804423,,,0,5816.5,0.087,0.044,1.14,1.338,0.05856
132.9403,11.89847,08514567+1153544,132.940314,11.898466,0.07,0.06,90,14.449,13.833,8.74411911015792,13.639,2.7561,0.029,0.032,0.034,AAA,222,0,2450768.9551,0.051376,122271329403098651,132.94027147,11.89847131,0.007,0.006,90,503635968,60,55948.46451389,5,62,12.6004,17.4953,0.0031,17.5515,0.0123,115000,16.3951,0.0033,16.4235,0.0036,115000,15.8999,0.0041,15.9462,0.0199,115000,15.6853,0.0035,15.7259,0.0097,115000,15.5324,0.0033,15.5451,0.008,115000,0.151033,132.9403217760067,11.8984768770704,0.002,0.001,90,604919927161960448,132.9402729753,0.0588,11.89846537887,0.037,0.0733,1.0496,0.0769,-11.091,0.123,-2.671,0.078,true,5174.98,3.31329,1561.88561822237,16.403593,1848.22,7.73819,238.843967387722,17.184504,4946.34,8.00391,617.990457164061,15.526209,1.658295,,,0,4196,,,0.99,0.275,0.047787
132.9281,11.91103,08514275+1154397,132.928139,11.911035,0.09,0.08,90,15.056,14.344,9.31357503815727,14.271,2.6151,0.04,0.039,0.051,AAA,222,0,2450767.9968,0.138551,122291329281483733,132.92811493,11.91103521,0.006,0.002,90,503635968,60,55840.10689815,5,75,12.9791,17.9365,0.0067,18.0302,0.0115,115000,16.8861,0.003,16.9511,0.003,115000,16.4442,0.0018,16.5035,0.0047,115000,16.2568,0.0032,16.3285,0.0056,115000,16.1169,0.0047,16.2022,0.015,115000,0.08479,132.9281622067605,11.9110464091086,0.003,0.002,90,604922886394970240,132.92811205361,0.0832,11.91103374503,0.0553,0.0986,1.0198,0.1006,-11.398,0.172,-2.941,0.119,false,3212.02,2.3372,1374.30258428889,16.921421,1210.88,8.35213,144.97858630074,17.643633,2977.37,9.71536,306.460079708832,16.077337,1.566296,,,0,4368.33,0.6658,0.3187,0.71,0.166,0.091484
132.6899,11.92657,08504559+1155357,132.689997,11.926585,0.07,0.06,90,14.152,13.674,8.901,13.594,1.9213,0.025,0.027,0.037,AAA,222,0,2450768.9454,0.345903,122311326899882399,132.6899453,11.92657079,0.007,0.005,0,503635968,60,55902.05386574,5,73,11.472562395436,16.1653,0.0038,16.2197,0.0044,115000,15.5153,0.003,15.5778,0.0021,115000,15.2897,0.0035,15.3402,0.0039,115000,15.2035,0.0023,15.2595,0.0016,115000,15.1442,0.0021,15.1774,0.0072,115000,0.189151,132.6899915879118,11.9265828052895,0.001,0.001,90,604969267746269696,132.68994265954,0.0373,11.92656936869,0.0269,0.0400173611111111,1.152,0.0461,-11.119,0.081,-3.121,0.065,false,11087.5,4.54208,2441.0622446104,15.576284,5146.89,13.2746,387.72467720308,16.072525,8554.5,17.4342,490.67350380287,14.931433,1.141092,,,0,4973,0.206,0.1,0.82,0.367,0.020635
132.8928,11.82884,08513427+1149438,132.892817,11.828841,0.07,0.07,90,11.804,11.569,6.88398483260881,11.522,1.273,0.022,0.022,0.02,AAA,222,0,2450768.9546,0.060008,122191328928745091,132.89278393,11.82883935,0.008,0.007,90,906289152,108,55784.12189815,5,74,8.44298483260881,13.081,,,,114724,12.795,,,,114724,12.699,,,,16420,12.668,,,,114724,12.6596,0.0011,12.664,0.005,115000,0.116675,132.8928308030166,11.8288518730675,0.001,0.001,90,604917865577461888,132.89278249803,0.0313,11.82883869668,0.0204,0.0323,1.1814,0.0382,-10.981,0.065,-3.06,0.042,true,152571,25.1056,6077.17003377732,12.729687,86647,78.0623,1109.97241946497,13.007005,96916,49.6666,1951.33147829729,12.295932,0.711073,,,0,6358.67,1.34,0.677,1.7,4.233,0.062431
133.6499,12.08926,08543600+1205213,133.650005,12.089255,0.09,0.09,45,15.684,14.935,10.4853490075478,15.036,3.0135,0.061,0.073,0.112,AAB,222,0,2450768.0322,0.370055,122501336499317620,133.64987866,12.08925441,0.005,0.004,90,503635968,60,55969.3394213,5,55,14.7844,19.3351,0.0152,19.4597,0.0216,115000,18.0495,0.004,18.1212,0.008,115000,17.3434,0.0027,17.3941,0.0083,115000,16.9947,0.0048,17.0643,0.006,115000,16.8159,0.0041,16.8693,0.0153,115000,0.444742,133.649920945044,12.0892721469969,0.005,0.004,90,605031046555116800,133.64987421279,0.1505,12.08925682899,0.0949,0.165867143670217,1.2299,0.204,-10.613,0.317,-3.558,0.228,false,1251.66,1.25262,999.233606361067,17.944649,380.21,6.67963,56.9208174704287,18.901329,1329.9,7.22303,184.119406952484,16.952372,1.948957,,,0,,,,,,0.302258
133.1801,11.88725,08524323+1153141,133.180138,11.88727,0.16,0.06,90,15.217,14.463,9.692,14.273,2.7227,0.045,0.054,0.053,AAA,222,0,2451586.8492,0.152001,122261331800865223,133.18009645,11.88725565,0.006,0.005,90,503635968,60,55806.93247685,5,63,13.522,18.103,0.0038,18.1656,0.0086,115000,16.9957,0.0016,17.039,0.0045,115000,16.5312,0.0045,16.5826,0.0056,115000,16.3181,0.0034,16.3728,0.0028,115000,16.1886,0.0077,16.2432,0.0064,115000,0.155221,133.180141016103,11.8872691478576,0.003,0.002,90,604930235082768768,133.18009302481,0.0945,11.8872545601,0.056,0.111459192085738,1.213,0.1352,-10.907,0.196,-3.388,0.116,false,2925.86,2.17152,1347.37879457707,17.022732,1060.4,10.9428,96.9039002814636,17.787714,2759.7,13.8644,199.04936383832,16.159763,1.627951,,,0,4359,0.1678,0.1,0.57,0.107,0.011059
132.83,12.19449,08511921+1211401,132.830064,12.194485,0.2,0.19,122,16.762,15.885,8.688,15.656,3.9018,0.149,0.135,0.169,BBC,222,0,2450767.9966,0.22592,122631328300423875,132.82999735,12.19448509,0.011,0.004,90,503635968,60,55950.76386574,5,74,13.748106825553,20.7162,0.0331,20.6954,0.0724,115000,19.5578,0.0102,19.668,0.0129,115000,18.4445,0.0077,18.5703,0.0151,115000,17.9225,0.0089,18.0792,0.0112,115000,17.6598,0.0179,17.7355,0.0213,115000,0.234526,132.8300500318526,12.1944988494413,0.009,0.006,90,605000711202166400,132.82999717288,0.2984,12.19448588475,0.1985,0.942821782178218,0.404,0.3809,-12,0.61,-3.011,0.404,false,405.832,1.01465,399.972404277337,19.1675,93.8925,7.02344,13.3684490790838,20.419811,517.717,9.07836,57.0275908864597,17.976688,2.443123,,,0,,,,,,0.070012
132.8082,11.9595,08511398+1157342,132.808268,11.959512,0.07,0.06,90,13.853,13.434,8.5333316982175,13.346,1.6428,0.024,0.028,0.034,AAA,222,0,2450768.9547,0.243352,122351328082531892,132.80821276,11.9594967,0.008,0.002,0,503635968,60,55846.47278935,5,73,10.6717,15.4844,0.0023,15.5418,0.0036,115000,14.9888,0.0027,15.0361,0.002,115000,14.8145,0.0024,14.8624,0.0026,115000,14.775,0.0038,14.8257,0.002,115000,14.7185,0.0055,14.7689,0.0075,115000,0.202194,132.80825724589,11.9595082899864,0.001,0.001,90,604971093107922432,132.80821017616,0.0297,11.95949544185,0.0195,0.0316,1.0901,0.0345,-10.695,0.061,-2.984,0.044,false,18313,5.7683,3174.76552883865,15.031465,9244.36,28.1561,328.325300734122,15.436696,13132.5,20.4255,642.94631710362,14.466054,0.970642,,,0,5369,0.101,0.049,0.92,0.632,0.04016
132.8552,11.80376,08512526+1148135,132.855287,11.803751,0.07,0.07,90,12.839,12.518,7.79840873637151,12.38,1.5866,0.022,0.02,0.02,AAA,222,0,2450768.9545,0.308284,122161328553154993,132.85524513,11.8037629,0.005,0.002,0,503635968,60,55961.3508912,5,70,9.837,14.4186,0.002,14.47,0.0038,115000,13.9666,0.0024,14.016,0.0022,115000,13.8071,0.003,13.849,0.0015,115000,13.7883,0.0021,13.8391,9E-04,115000,13.7454,0.0044,13.763,0.0059,115000,0.153638,132.8552919994855,11.8037738413277,0.001,0.001,90,604917629355037568,132.85524305704,0.0247,11.80376228259,0.0169,0.027,1.2125,0.0327,-11.127,0.059,-2.685,0.051,false,47388.6,14.3234,3308.47424494184,13.999181,24643.7,44.5622,553.018028732872,14.372124,33063.6,34.7284,952.062289077527,13.463546,0.908578,,,0,5427,0.555,0.257,1.3,1.312,0.084095
132.8664,12.15188,08512794+1209067,132.866443,12.151874,0.08,0.08,90,14.56,14.03,8.86954618424258,13.843,2.275,0.026,0.033,0.037,AAA,222,0,2450767.9966,0.152865,122581328664042721,132.86637514,12.1518804,0.005,0.002,90,503635968,60,55891.11678241,5,77,11.9618,16.9353,0.0022,16.9836,0.0044,115000,16.118,0.0022,16.175,0.0027,115000,15.8142,0.0019,15.8599,0.0023,115000,15.6988,0.0021,15.7439,0.0055,115000,15.616,0.0048,15.6411,0.0245,115000,0.239931,132.8664216546256,12.1518919910848,0.002,0.001,90,604997309588066304,132.86637210477,0.05,12.15187947676,0.0335,0.0622345154598439,1.0123,0.063,-11.25,0.1,-2.907,0.072,false,6347.52,3.39578,1869.23770091113,16.181854,2686.9,11.3881,235.939269939674,16.77826,5293.98,13.917,380.396637206294,15.452464,1.325795,,,0,5072,0.6593,0.3248,0.67,0.266,0.099187
132.8719,12.1395,08512927+1208221,132.87197,12.13949,0.08,0.08,135,15.706,15.029,10.5621530629517,14.772,3.2061,0.055,0.075,0.081,AAA,222,0,2450767.9966,0.248981,122561328719267864,132.87190403,12.13949833,0.004,0.003,90,503635968,60,56010.16266204,5,59,14.9801530629517,19.19,0.0111,19.1773,0.0269,16892216,17.9781,0.0046,17.9791,0.0161,115000,17.2889,0.0048,17.3014,0.0018,115000,16.99,0.0044,17.0191,0.0058,115000,16.793,0.0086,16.8736,0.0408,115000,0.23411,132.8719475515988,12.1395102377121,0.004,0.003,90,604997240868589824,132.87190193599,0.1414,12.13949740175,0.09,0.1263,1.4389,0.1818,-10.358,0.274,-2.981,0.184,false,1294.91,1.42507,908.664135796838,17.907763,396.152,7.486,52.919,18.856733,1371.74,8.5794,159.887637830151,16.918741,1.937992,,,0,,,,,,0.107471
132.8326,12.20581,08511983+1212207,132.832636,12.205772,0.08,0.07,96,15.305,14.616,9.93815812469167,14.459,3.2593,0.043,0.057,0.056,AAA,222,0,2450767.9965,0.186439,122641328325877458,132.83255673,12.20581114,0.012,0.003,0,503635968,60,55986.06959491,5,73,14.4363,18.9571,0.0099,19.0898,0.0111,115000,17.7183,0.0043,17.8007,0.0072,115000,16.9361,0.0026,17.0213,0.0022,115000,16.5839,0.0059,16.6654,0.007,115000,16.4042,0.0058,16.4631,0.0149,115000,0.312491,132.8326041695171,12.2058253714455,0.004,0.003,90,605001462821192960,132.83255271775,0.1344,12.20581191494,0.0925,0.1244,1.2469,0.1551,-11.68,0.279,-3.125,0.201,false,1784.37,1.78542,999.411903081628,17.559652,529.367,11.0553,47.8835490669633,18.541996,1961.54,12.7219,154.186088555955,16.530428,2.011568,,,0,,,,,,0.222397
133.2221,11.71016,08525331+1142367,133.222128,11.710197,0.13,0.06,90,15.19,14.528,9.919,14.503,2.6785,0.042,0.047,0.068,AAA,222,0,2451586.8493,0.165784,122051332221162704,133.22208627,11.71016171,0.008,0.008,90,503635968,60,55918.37600694,5,73,13.7281207157153,18.3124,0.0044,18.3892,0.0115,115000,17.1815,0.0028,17.2657,0.003,115000,16.6735,0.0065,16.7413,0.0075,115000,16.4442,0.0027,16.5198,0.0054,115000,16.3099,0.0034,16.3887,0.0127,115000,0.194368,133.2221363210429,11.7101722384774,0.003,0.002,90,604901407262883456,133.22208788412,0.0834,11.71016003756,0.0524,0.0857142857142857,1.211,0.1038,-11.016,0.17,-2.834,0.113,false,2509.39,1.71267,1465.19177658276,17.189444,901.521,9.27564,97.1923231173267,17.96395,2423.11,10.1577,238.549080992744,16.30099,1.66296,,,0,,,,,,0.093843
132.8975,11.9657,08513540+1157564,132.897511,11.965682,0.08,0.08,90,11.447,11.143,6.33330036987007,11.03,1.864,0.021,0.022,0.019,AAA,222,0,2450767.9967,0.075497,122351328975099360,132.89747279,11.96569801,0.015,0.005,0,637853696,76,55842.4821412,5,68,8.70730036987007,13.404,,,,114724,12.894,,,,114724,12.64,,,,65572,12.482,,,,114724,12.3784,0.0058,12.3843,0.0121,115000,0.146391,132.8975198705785,11.9657103119993,0.001,0.001,90,604924393927734528,132.89747103201,0.0324,11.96569736057,0.0216,0.0367,1.1499,0.0422,-11.097,0.067,-3.008,0.044,true,168834,23.7731,7101.89247510842,12.619714,86692.3,91.9329,942.995380326303,13.006436,118209,108.696,1087.51931993818,12.08029,0.926147,34.78,1.08,16,5468,,,2.53,5.173,0.106603
132.9502,11.83914,08514806+1150211,132.950267,11.839216,0.26,0.24,145,16.747,16.317,7.93228226350133,15.99,4.3945,0.133,,0.227,BUD,202,0,2450767.9968,0.361366,122201329502147460,132.95018925,11.83914022,0.009,0.005,90,503635968,60,55920.12693287,5,64,13.6252,21.6829,0.0595,21.8808,0.0996,115000,20.3845,0.0138,20.5394,0.0292,115000,19.0405,0.0201,19.1749,0.0503,115000,18.4387,0.0079,18.5822,0.0154,115000,18.1622,0.0077,18.2773,0.0369,115000,0.386614,132.9502372637192,11.8391549272016,0.016,0.011,90,604918660146165760,132.95018474767,0.5083,11.83914105607,0.33,2.6848,0.2446,0.6567,-11.938,1.034,-3.222,0.68,false,214.892,1.10022,195.317300176328,19.857813,59.3149,7.57913,7.82608294091802,20.918478,310.241,6.21378,49.927902178706,18.532673,2.385805,,,0,,,,,,0.24355
133.2438,12.03247,08525851+1201569,133.243816,12.032487,0.16,0.08,0,15.589,14.925,10.2734237535543,14.663,3.3365,0.053,0.06,0.079,AAA,222,0,2450768.0134,0.083181,122431332438039476,133.24378719,12.03247209,0.027,0.005,0,503635968,60,56001.34087963,5,72,14.8505,19.2401,0.0067,19.3409,0.008,115000,17.9995,0.0037,18.0802,0.0086,115000,17.288,0.0032,17.3588,0.0039,115000,16.9687,0.0024,17.0592,0.0073,115000,16.8096,0.0055,16.8925,0.0125,115000,0.114763,133.2438332283664,12.0324830273385,0.004,0.002,90,604951297602424320,133.24378496447,0.1251,12.03246942736,0.075,0.1258,1.3246,0.1667,-10.963,0.266,-3.159,0.158,false,1317.27,1.44618,910.861718458283,17.889177,409.177,10.9044,37.5240269982759,18.82161,1403.11,13.5919,103.231336310597,16.894192,1.927418,,,0,,,,,,0.062323
133.2049,12.02846,08524917+1201426,133.204907,12.028511,0.16,0.08,0,15.291,14.792,9.38800449647302,14.414,3.7966,0.046,0.058,0.066,AAA,222,0,2450768.0134,0.185247,122431332048474675,133.20486109,12.02846254,0.005,0.002,0,503635968,60,55897.80634259,5,63,14.4397,19.4657,0.0094,19.5997,0.0262,115000,18.2106,0.0052,18.2865,0.01,115000,17.2234,0.0011,17.2817,0.0089,115000,16.75,0.004,16.8189,0.0093,115000,16.5362,0.0046,16.6113,0.0144,115000,0.237833,133.2048997015903,12.0284761474937,0.005,0.004,90,604945456446899968,133.20485134235,0.1727,12.02846459874,0.1104,0.2224,0.9881,0.2198,-10.985,0.347,-2.682,0.236,false,1300.42,1.53775,845.664119655341,17.903158,334.87,9.9284,33.7284960315862,19.039198,1543.89,9.75192,158.316516132208,16.790379,2.248819,,,0,,,,,,0.128074
132.9178,12.07356,08514027+1204247,132.91782,12.073545,0.08,0.08,90,14.008,13.561,8.64516082340133,13.438,1.7433,0.024,0.031,0.033,AAA,222,0,2450767.9966,0.088731,122481329178078739,132.91778107,12.07356113,0.004,0.002,90,503636096,60,56078.20295139,5,74,10.9365,15.7293,0.0029,15.7846,0.0025,115000,15.1813,0.0038,15.2336,0.0022,115000,14.9875,0.0018,15.043,0.004,115000,14.9427,0.0034,14.9921,0.0029,115000,14.8893,0.0042,14.9253,0.0063,115000,0.148842,132.917826814424,12.0735732038654,0.001,0.001,90,604995522881670272,132.91777853617,0.033,12.07356079621,0.0222,0.0381,1.1001,0.0419,-10.965,0.067,-2.882,0.046,false,15277.4,5.00616,3051.72028061428,15.228243,7495.67,11.7363,638.674028441672,15.664362,11233.6,14.9735,750.232076668782,14.635626,1.028736,,,0,5160.67,0.188,0.0903,0.91,0.534,0.104329
133.0242,11.70685,08520580+1142246,133.024202,11.706858,0.07,0.07,90,12.515,12.212,7.45130493142373,12.105,1.4588,0.023,0.025,0.02,AAA,222,0,2450768.9552,0.02965,122041330242438700,133.02414769,11.70685223,0.003,0.002,90,503635968,60,55983.93329861,5,83,9.2458,13.8995,0.004,13.9486,7E-04,115000,13.5638,0.0026,13.6188,8E-04,115000,13.4342,0.001,13.4837,0.001,115000,13.428,0.002,13.4799,0.0013,115000,13.3905,0.002,13.4132,0.0047,115000,0.192573,133.0241940135552,11.7068614129514,0.001,0,90,604903576222013952,133.02414686244,0.0205,11.70685138379,0.0132,0.0215,1.1729,0.0252,-10.723,0.043,-2.329,0.028,false,70071.7,12.7741,5485.45102981815,13.57451,38477.4,43.6229,882.045897911418,13.888374,46383,55.7743,831.619581061528,13.096024,0.792351,,,0,5825,0.29,0.1423,1.39,2.006,0.030717
132.9497,11.86736,08514793+1152025,132.949731,11.867384,0.08,0.07,95,15.728,15.017,10.4140072839384,14.784,3.3558,0.059,0.072,0.089,AAA,222,0,2450768.9551,0.139258,122241329497411321,132.9497117,11.86735734,0.012,0.008,90,503635968,60,55667.31424769,5,50,15.0201,19.3901,0.0272,19.5457,0.0354,115000,18.1398,0.0044,18.2301,0.0064,115000,17.3582,0.0029,17.4497,0.0049,115000,17.0011,0.003,17.0788,0.0098,115000,16.7945,0.014,16.9043,0.0221,115000,0.117621,132.9497584559946,11.8673708606777,0.005,0.003,90,604919617924301184,132.94970876672,0.1488,11.86735746137,0.1,0.1425,1.3366,0.1905,-11.294,0.313,-3.112,0.223,false,1201.56,1.81677,661.371555012467,17.989004,369.313,7.31843,50.4634190666577,18.932901,1345.74,8.47956,158.703989357938,16.939518,1.993383,,,0,,,,,,0.107675
132.9656,12.07967,08515174+1204467,132.965617,12.079665,0.1,0.06,0,12.374,12.143,7.39871185259569,12.071,1.408,0.022,0.024,0.023,AAA,222,0,2450767.9973,0.062493,122491329655786080,132.9655583,12.07966405,0.017,0.005,0,235200512,28,56077.65487269,10,72,8.9604,13.6327,0.0064,13.6972,0.0019,16875832,13.479,,,,98340,13.347,,,,98340,13.2061,0.0102,13.2592,4E-04,115000,13.1928,0.017,13.2117,0.0056,115000,0.206669,132.9655986762432,12.0796833621119,0.001,0,90,604949034155646592,132.96555132411,0.0192,12.07967014658,0.0141,0.0195,1.1629,0.0227,-10.754,0.039,-3.069,0.029,false,88340.8,14.3225,6167.97346831908,13.322962,49099.5,60.3565,813.491504643245,13.623695,57313.7,39.9308,1435.32561331103,12.866274,0.757422,,,0,5980.5,0.627,0.287,1.49,2.554,0.092361
132.884,11.77416,08513215+1146269,132.883987,11.774154,0.07,0.07,90,14.24,13.68,8.95640873637151,13.538,2.4134,0.026,0.031,0.034,AAA,222,0,2450768.9545,0.050652,122121328839949480,132.88395124,11.77415999,0.002,0.002,90,235200512,28,56049.40013889,5,57,12.246,16.8276,0.0016,16.9069,0.0037,33080,15.9514,0.0052,16.031,0.0018,115000,15.5674,0.0194,15.6798,0.0225,65848,15.4309,0.0032,15.4924,0.0029,33080,15.3044,0.0032,15.3432,0.008,16696,0.127859,132.8839951481599,11.77417311441,0.002,0.001,90,604916598562883968,132.88394868247,0.0553,11.77415966732,0.0285,0.0564,1.2125,0.0684,-10.565,0.106,-3.123,0.067,false,7506.87,3.89597,1926.82951870779,15.999719,3053.17,9.22426,330.993488908595,16.639511,6551.98,12.4974,524.267447629107,15.220988,1.418523,,,0,4443,,,0.87,0.265,0.074563
133.0597,11.89172,08521433+1153304,133.059724,11.891801,0.17,0.16,96,16.445,15.798,8.3950367605188,15.329,3.6603,0.103,0.139,0.146,ABB,222,0,2451590.6904,0.303609,122271330597500572,133.05974692,11.89171687,0.004,0.004,90,503635968,60,55895.3093287,10,66,13.3384,20.2724,0.0283,20.4423,0.033,115000,18.9893,0.0062,19.0834,0.013,115000,18.0789,0.0114,18.1488,0.0138,115000,17.6713,0.0069,17.7532,0.012,115000,17.4358,0.0097,17.5979,0.0348,115000,0.313446,133.0597908051227,11.8917291257055,0.009,0.005,90,604942570229541120,133.05973756705,0.2346,11.89171704614,0.1425,0.9115,0.4104,0.3741,-12.1,0.552,-2.806,0.306,false,594.909,1.21485,489.697493517718,18.75224,157.982,7.97788,19.8025039233481,19.854872,703.115,9.65714,72.807787812955,17.644354,2.210518,,,0,,,,,,0.349762
132.97,12.07193,08515281+1204189,132.970045,12.071932,0.1,0.06,0,11.576,11.314,6.54722981432241,11.227,1.3032,0.022,0.024,0.021,AAA,222,0,2450767.9973,0.158581,122481329700166825,132.96999737,12.07194224,0.007,0.007,90,1107369984,132,55711.91363426,4,36,8.2025,12.8823,0.001,12.9347,0.001,16810296,12.5302,0.008,13.9292,0.096,32824,12.421,0.0044,13.931,0.0316,56,12.5201,0.001,12.5267,0.0453,33072,12.4167,0.0091,12.409,0.0042,33080,0.171681,132.9700328423604,12.0719457402279,0.001,0.001,90,604948965436170112,132.96998449749,0.0307,12.07193348914,0.0227,0.0309,1.1589,0.0358,-10.98,0.062,-2.845,0.046,false,179936,26.8639,6698.05947758888,12.55057,99294,69.862,1421.2876814291,12.859081,117561,60.4134,1945.94245647489,12.086266,0.772816,,,0,5898,,,2.2,5.256,0.065411
133.2356,11.79055,08525655+1147259,133.235628,11.790547,0.15,0.06,90,15.802,15.086,9.44806563293669,14.719,3.3506,0.073,0.089,0.081,AAA,222,0,2451586.8493,0.099263,122141332356139164,133.23560477,11.79054681,0.004,0.002,90,503635968,60,55989.67618056,5,63,14.0516,19.3225,0.0065,19.4182,0.0119,115000,18.0696,0.0041,18.1556,0.006,115000,17.3472,0.0038,17.4346,0.0063,115000,17.0258,0.0032,17.0995,0.0065,115000,16.8583,0.0032,16.9313,0.0235,115000,0.081866,133.2356457993282,11.7905570489668,0.005,0.003,90,604926184929812224,133.23559507576,0.1638,11.79054645751,0.1056,0.2421,0.8827,0.2137,-11.532,0.329,-2.46,0.211,false,1233.51,1.45573,847.348065918817,17.96051,366.476,6.28721,58.2891298366048,18.941273,1314.94,9.2404,142.303363490758,16.964653,1.97662,,,0,,,,,,0.07241
132.8707,11.79526,08512897+1147429,132.870715,11.795255,0.07,0.07,90,13.892,13.385,8.60421707334381,13.31,2.0774,0.021,0.027,0.023,AAA,222,0,2450768.9545,0.05584,122151328707184799,132.87067235,11.79526183,0.013,0.013,0,503635968,60,55999.59640046,6,64,11.38,16.0858,0.0033,16.1294,0.0073,115000,15.3874,0.0019,15.4546,6E-04,115000,15.1061,0.0031,15.1435,0.0037,16696,14.9851,0.0027,15.0184,0.0068,115000,14.8784,9E-04,14.8456,0.0182,16696,0.152296,132.8707171323082,11.7952745999469,0.001,0.001,90,604917388836866560,132.87067021609,0.0456,11.79526094241,0.0286,0.0521,1.1451,0.0597,-10.667,0.097,-3.172,0.065,false,12612.1,6.99379,1803.32838132114,15.436394,5620.04,10.3884,540.991875553502,15.977039,10181.8,17.4464,583.604640498899,14.742354,1.234685,,,0,4896.99,,,0.91,0.43,0.070959
133.4901,12.26276,08535764+1215459,133.490193,12.26275,0.06,0.06,90,12.434,12.2,7.39259519360091,12.157,1.339,0.021,0.023,0.021,AAA,222,0,2450768.0233,0.329136,122711334901695795,133.49009101,12.26276052,0.011,0.01,0,503635968,60,56123.7668287,5,70,8.9393,13.7037,0.0012,13.7523,0.002,115000,13.496,,,,114724,13.378,,,,114724,13.3022,0.003,13.3445,0.0033,115000,13.2857,0.0011,13.3136,0.0029,115000,0.36078,133.490138906007,12.2627734166826,0.001,0.001,90,605048844899585152,133.49009092597,0.0216,12.26276016193,0.015,0.027,1.1146,0.0301,-10.889,0.048,-3.079,0.034,true,82194.3,12.6785,6482.96722798438,13.401261,45970.8,48.2709,952.35017370714,13.695184,53031.1,38.9012,1363.2252989625,12.950593,0.744591,,,0,6204,0.485,0.2442,1.39,2.569,0.208132
132.9816,11.8106,08515558+1148381,132.981612,11.810608,0.07,0.07,90,12.656,12.346,7.46140719686679,12.258,1.454,0.022,0.025,0.018,AAA,222,0,2450768.9552,0.051161,122171329816503213,132.98156762,11.81060509,0.003,0.003,90,503635968,60,55997.76333333,5,66,9.3329,14.1295,0.0014,14.1831,0.0025,115000,13.712,0.0017,13.7541,0.0019,115000,13.5922,0.001,13.729,0.001,115256,13.5761,0.0012,13.6417,0.0113,115000,13.5424,0.003,13.5774,0.0032,115000,0.156736,132.9816093913641,11.8106166023577,0.001,0,90,604918316549769600,132.98156054672,0.0258,11.81060377635,0.0154,0.0291385904206884,1.0982,0.032,-11.104,0.052,-2.979,0.031,false,59818.2,11.0819,5397.82889215748,13.746282,31717,37.3327,849.576912465479,14.09816,40737.3,32.5413,1251.8645536595,13.23694,0.861219,,,0,5750.55,0.5067,0.2757,1.41,1.962,0.032304
133.3651,12.30737,08532764+1218265,133.36517,12.307378,0.11,0.08,90,14.501,13.941,9.31535643645462,13.907,1.9791,0.027,0.034,0.039,AAA,222,0,2450768.0223,0.247887,122761333651089314,133.36504979,12.30736825,0.003,0.003,0,503635968,60,56039.22438657,10,55,12.0283,16.6199,0.0033,16.6905,0.0066,115000,15.8861,0.0042,15.9395,0.0013,115000,15.6339,0.0052,15.6809,0.0025,115000,15.5244,0.0036,15.5799,0.0034,115000,15.4353,0.007,15.503,0.0067,115000,0.424265,133.3650971069719,12.3073801334041,0.002,0.001,90,605053071147453184,133.3650475606,0.0477,12.307366994,0.0358,0.044,1.2069,0.0531,-11.243,0.098,-3.052,0.081,false,7839.2,3.06482,2557.80111066882,15.952686,3467.85,13.0623,265.485404561218,16.501236,6273.57,10.7813,581.893649188873,15.268133,1.233103,,,0,5001,0.151,0.077,0.65,0.235,0.256499
