col1,col2,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,AbsKmag,Kmag,r-K,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD,angDist,objID,RAJ2000_x,DEJ2000_x,errHalfMaj_x,errHalfMin_x,errPosAng_x,f_objID,Qual,Epoch,Ns,Nd,AbsGmag,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_x,ra_epoch2000,dec_epoch2000,errHalfMaj_xa,errHalfMin_xa,errPosAng_xa,source_id,ra,ra_error,dec,dec_error,parallax_percent,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist_xa,_RAJ2000,_DEJ2000,2MASS,RAJ2000,DEJ2000,Vmag,SourceV,Kmag,e_Kmag,SourceK,V-K,Mass,Bin,Prot1,Power,Amp,Epoch,Prot2,2M,SimbadName,angDist
58.44831,23.74175,03534758+2344310,58.448267,23.741959,0.06,0.06,0,13.181,12.582,11.7701960029388,12.28,4.7597,0.023,0.023,0.022,AAA,222,0,2450749.9157,0.765627,136490584482910662,58.44828956,23.74178961,0.003,0.003,90,503635968,60,56068.64263889,5,72,17.7793,18.2891,0.0144,18.3497,0.014,115000,17.0397,0.0049,17.1153,0.0063,115000,15.4953,0.0031,15.5496,0.0023,115000,14.7875,0.0032,14.8357,0.0033,115000,14.4407,0.0017,14.4609,0.002,115000,0.614319,58.448213343968,23.7419556661458,0.003,0.002,90,65717814290369920,58.44830553651,0.1138,23.74174841165,0.0524,0.0155,7.9075,0.1226,19.6,0.216,-48.137,0.136,false,5984.53,5.18414,1154.39204959743,16.24579,926.291,12.3928,74.744287005358,17.93452,8181.1,11.23,728.504007123776,14.979891,2.95463,,,0,4095.52,0.626,0.373,,,0.177221,58.44836996,23.74201991,03534758+2344310,58.44836996,23.74201991,17.64,Stauffer,12.28,0.02,Stauffer,-0.05,0.35,0,0.68,41.66,0.06,292,,2M,2MASS J03534758+2344310,0.403977
58.59373,23.63652,03542247+2338122,58.59363,23.636736,0.07,0.06,90,13.468,12.825,11.9831763369428,12.574,4.725,0.024,0.027,0.025,AAA,222,0,2450749.9165,0.844647,136360585937224380,58.59372434,23.6365316,0.005,0.001,90,503635968,60,56238.25027778,5,73,17.9509,18.5417,0.0095,18.6207,0.0187,115000,17.299,0.0042,17.3565,0.004,115000,15.7752,0.0021,15.8412,0.003,115000,15.0607,0.0047,15.1167,0.0022,115000,14.7188,0.0022,14.7531,0.0047,115000,0.798914,58.5936440597085,23.6367173879425,0.003,0.002,90,65701527774387840,58.59372879231,0.0997,23.63651913214,0.0456,0.0138,7.6179,0.1053,18.029,0.201,-46.047,0.117,false,4740.77,4.72703,1002.90668770877,16.498743,735.726,8.78823,83.7171990264251,18.184597,6478.33,14.2003,456.210784279205,15.233263,2.951334,,,0,4011.23,0.5835,0.3537,,,0.081483,58.59380575,23.63679846,03542247+2338122,58.59380575,23.63679846,18.0,Stauffer,12.57,0.02,Stauffer,-0.14,0.3,0,1.55,51.03,0.08,291,,2M,2MASS J03542247+2338122,0.621707
58.35056,23.79941,03532410+2347587,58.350425,23.799654,0.07,0.07,90,13.394,12.775,11.8862381223741,12.553,4.7601,0.023,0.025,0.024,AAA,222,0,2450749.9068,0.98454,136550583505089880,58.3505506,23.79941953,0.003,0.002,90,503636096,60,56158.61549769,5,74,17.8919,18.5587,0.0043,18.6615,0.0103,115000,17.3131,0.0176,17.3811,0.0162,115000,15.7492,0.0113,15.8338,0.0077,115000,15.041,0.0035,15.0867,0.0017,115000,14.7095,0.0064,14.7594,0.0046,115000,0.940025,58.350459201809,23.7996004471245,0.004,0.002,90,65720734868130816,58.35055576865,0.1215,23.79940661662,0.0531,0.0173,7.3561,0.1276,20.521,0.229,-45.019,0.146,false,4710.02,8.06097,584.299408135746,16.505808,725.19,10.4438,69.4373695398227,18.200258,6449.97,27.3004,236.259175689733,15.238026,2.962233,,,0,4255.98,0.767,0.438,,,0.223292,58.35064263,23.79967662,03532410+2347587,58.35064263,23.79967662,18.1,Stauffer,12.55,0.02,Stauffer,-0.06,0.3,0,0.44,72.65,0.11,292,,2M,2MASS J03532410+2347587,0.721454
59.10811,24.2808,03562592+2416515,59.108036,24.280998,0.09,0.08,0,11.913,11.177,10.2860503025612,11.011,3.4499,0.021,0.02,0.02,AAA,222,0,2451100.8223,0.753029,137130591081117548,59.10810217,24.28081226,0.026,0.009,0,503635968,60,55991.62789352,5,64,14.9200503025612,15.645,0.0111,15.738,0.0035,115000,14.4609,0.0087,14.5023,0.0039,115000,13.7617,0.0376,13.6996,0.022,16892472,13.2436,0.0048,13.2958,0.0058,115000,13.048,0.006,13.0647,0.0016,115000,0.703037,59.108021771929,24.2809961757833,0.002,0.001,90,65844361206181376,59.10810763025,0.0458,24.28080088631,0.0175,0.0063,7.1616,0.0452,18.177,0.101,-45.358,0.046,false,39576.6,41.9483,943.461356002508,14.194771,11119.6,50.3272,220.946128534868,15.236165,42749.1,128.994,331.403786222615,13.184603,2.051562,,,0,3983.34,0.459,0.246,,,0.04715,59.10809025,24.28090082,03562592+2416515,59.10809025,24.28090082,15.03,Stauffer,11.01,0.02,Stauffer,-0.08,0.57,0,2.12,48.54,0.01,292,,2M,2MASS J03562592+2416515,0.392538
54.50859,24.3374,03380203+2420154,54.508484,24.33762,0.06,0.06,0,13.109,12.529,11.5758585653512,12.261,4.6602,0.022,0.024,0.021,AAA,222,0,2450775.7714,0.864957,137200545085645483,54.50857851,24.33741277,0.007,0.006,0,503636096,60,56153.08945602,5,79,17.5213,18.2064,0.0081,18.2768,0.0142,115000,16.9212,0.0067,16.9839,0.006,115000,15.4806,0.0039,15.539,0.0018,115000,14.736,0.0047,14.7797,0.0023,115000,14.4188,0.003,14.4326,0.0076,115000,0.807873,54.5084871367291,24.3375886544156,0.004,0.002,90,68433814167849728,54.50858602477,0.1037,24.33740036044,0.0598,0.0154,7.2941,0.1126,20.926,0.245,-43.733,0.139,false,6251.99,15.4908,403.593745965347,16.19832,1013.28,34.6533,29.2405052332678,17.837069,8456.3,41.3842,204.336437577626,14.94397,2.893099,,,0,4165.43,0.876,0.497,,,0.113312,54.50866201,24.33753119,03380203+2420154,54.50866201,24.33753119,17.6,Stauffer,12.26,0.02,Stauffer,-0.06,0.36,0,1.31,54.23,0.06,334,,2M,2MASS J03380203+2420154,0.665689
53.95706,25.0799,03354967+2504484,53.956962,25.080112,0.06,0.06,90,12.603,11.947,10.9929296303847,11.691,4.1478,0.021,0.022,0.023,AAA,222,0,2450775.7485,0.827392,138090539570486467,53.95705498,25.07991652,0.006,0.001,90,503635968,60,56221.4331713,5,76,16.3617,17.0598,0.0036,17.1366,0.006,115000,15.8388,0.0104,15.9014,0.0034,115000,14.6383,0.0026,14.6955,0.0032,115000,14.0906,0.001,14.1465,0.0028,115000,13.837,0.0028,13.8521,0.0084,115000,0.766253,53.9569610525032,25.0800938594232,0.002,0.002,90,68530124514310912,53.95706153276,0.069,25.07990460053,0.0532,0.0106,7.2508,0.0765,21.137,0.142,-43.957,0.109,false,13703.1,11.1682,1226.97480345982,15.346317,2875.71,17.3448,165.796665282967,16.704527,16882.5,33.9486,497.295912055284,14.19333,2.511197,,,0,3441.0,0.47,0.259,,,0.065379,53.95691042,25.07983834,03354967+2504484,53.95691042,25.07983834,16.45,Kamai,11.69,0.02,Stauffer,-0.04,0.45,0,1.74,36.05,0.02,303,,2M,2MASS J03354967+2504484,0.999428
55.13584,25.47779,03403257+2528409,55.135736,25.478029,0.06,0.06,90,14.004,13.443,12.5179877160925,13.176,4.9928,0.029,0.038,0.035,AAA,222,0,2451552.6435,0.924405,138570551358003952,55.1358312,25.4778036,0.005,0.003,0,503635968,60,56105.41528935,5,87,18.7804,19.4384,0.0076,19.6098,0.014,115000,18.1688,0.0099,18.2657,0.0111,115000,16.5019,0.0029,16.5742,0.0054,115000,15.7108,0.0029,15.7618,0.0026,115000,15.3305,0.0032,15.38,0.0069,115000,0.868422,55.1357431643622,25.4779894980062,0.006,0.004,90,68606918530067072,55.13583787673,0.1475,25.47779077569,0.0934,0.0211,7.3858,0.1559,19.858,0.396,-46.155,0.243,false,2375.26,5.05891,469.520114016656,17.249086,314.078,6.94966,45.1932900314548,19.108793,3397.24,16.3069,208.331442518198,15.934103,3.17469,,,0,,,,,,0.144101,55.13581401,25.47781023,03403257+2528409,55.13581401,25.47781023,19.5,Stauffer,13.18,0.03,Stauffer,0.13,0.2,0,0.55,41.09,0.09,305,,2M,2MASS J03403257+2528409,0.827372
55.33284,25.1135,03411985+2506492,55.332742,25.113682,0.06,0.06,90,13.659,13.082,12.407688763487,12.828,4.6876,0.027,0.032,0.026,AAA,222,0,2451552.646,0.728927,138130553328356749,55.33282651,25.11351513,0.028,0.007,0,503635968,60,56172.10328704,5,58,18.3421,18.7624,0.0091,18.862,0.02,115000,17.5156,0.0035,17.6167,0.0056,115000,15.9537,0.0032,16.0372,0.0017,115000,15.2677,0.0037,15.3214,0.0036,115000,14.9317,0.0023,14.9472,0.0039,115000,0.660883,55.3327285993882,25.1137225045283,0.004,0.003,90,68577300435634432,55.33283510462,0.1237,25.11350473641,0.0704,0.0171,8.2402,0.1409,22.398,0.288,-50.578,0.166,false,3862.1,6.95245,555.502017274486,16.721306,603.534,12.2967,49.0809729439606,18.399635,5317.44,22.866,232.547887693519,15.447663,2.951972,,,0,4581.62,0.361,0.2133,,,0.152219,55.332819,25.11356486,03411985+2506492,55.332819,25.11356486,18.2,Stauffer,12.83,0.03,Stauffer,-0.28,0.26,0,0.6,65.92,0.06,305,,2M,2MASS J03411985+2506492,0.490747
54.55441,24.63786,03381302+2438171,54.554283,24.638088,0.06,0.06,0,13.678,13.084,12.0728371301312,12.794,4.9756,0.026,0.024,0.021,AAA,222,0,2450775.7716,0.920009,137560545543926023,54.55440385,24.63787451,0.005,0.004,90,503635968,60,56085.75418981,5,64,18.3086,19.0298,0.0092,19.0887,0.0116,115000,17.7696,0.0056,17.8073,0.0065,115000,16.1258,0.0036,16.1833,0.0043,115000,15.3787,0.0023,15.4179,0.0034,115000,14.9894,0.0034,15.0123,0.0057,115000,0.864334,54.5543121378668,24.6380591451605,0.005,0.003,90,68448142178730752,54.55441010707,0.1204,24.63786271896,0.076,0.0181,7.1741,0.1297,20.683,0.292,-45.622,0.178,false,3343.46,4.78125,699.285751633987,16.877876,489.402,10.4472,46.8452791178498,18.627224,4726.15,11.834,399.370458002366,15.575652,3.051572,,,0,4100.03,0.59,0.3557,,,0.141002,54.55440308,24.63795865,03381302+2438171,54.55440308,24.63795865,18.3,Stauffer,12.79,0.02,Stauffer,-0.18,0.26,0,0.38,33.85,0.09,334,,2M,2MASS J03381302+2438171,0.609291
53.14055,24.49285,03323369+2429350,53.140407,24.493067,0.08,0.06,0,13.067,12.452,11.6253535105633,12.194,4.6535,0.023,0.024,0.023,AAA,222,0,2450775.712,0.910902,137390531404912100,53.14054054,24.4928587,0.009,0.008,0,503636096,60,56055.16313657,10,48,17.4918,18.0604,0.0086,18.1337,0.0073,115000,16.8475,0.0127,16.9171,0.0029,115000,15.3687,0.008,15.4032,0.0017,115000,14.6915,0.0062,14.7328,0.0083,115000,14.3612,0.0027,14.3481,0.0075,115000,0.868165,53.1404360692691,24.4930519804355,0.003,0.002,90,68860012362308992,53.14054753215,0.0822,24.49284537223,0.054,0.012,7.6961,0.0925,23.559,0.168,-47.986,0.124,false,6798.03,10.9217,622.433320820019,16.107409,1054.55,14.1765,74.3871900680704,17.793722,9138.44,50.2382,181.902217834238,14.859739,2.933983,,,0,3458.49,0.964,0.545,,,0.109512,53.14033811,24.49296746,03323369+2429350,53.14033811,24.49296746,,---,12.19,0.02,Stauffer,,0.37,,0.59,68.52,0.08,335,,2M,2MASS J03323369+2429350,0.423491
57.40055,23.93962,03493610+2356234,57.400444,23.93984,0.07,0.06,90,13.152,12.54,11.6130494192364,12.311,4.6056,0.024,0.024,0.022,AAA,222,0,2450770.9069,0.865394,136720574005498131,57.40054762,23.93963573,0.006,0.003,0,503636096,60,56120.52930556,5,71,17.4875,18.1855,0.0132,18.2832,0.0146,115000,16.9166,0.0056,16.9983,0.005,115000,15.444,0.0053,15.5099,0.0043,115000,14.7603,0.0037,14.8113,0.0011,115000,14.4548,0.0037,14.4772,0.0028,115000,0.810563,57.4004622922808,23.9398150673426,0.004,0.002,90,66512074003566976,57.40055245166,0.1119,23.93962294473,0.0457,0.0173,7.2512,0.1256,19.139,0.262,-44.622,0.121,false,6372.81,5.81435,1096.04856948756,16.177538,1066.02,10.2565,103.936040559645,17.781971,8593.83,28.7775,298.630179827991,14.926454,2.855517,,,0,3607.89,0.7553,0.405,,,0.108069,57.40049832,23.93980292,03493610+2356234,57.40049832,23.93980292,17.46,Stauffer,12.28,0.02,Stauffer,-0.15,0.35,0,0.62,50.31,0.08,291,,2M,2MASS J03493610+2356234,0.223077
57.38564,23.9283,03493253+2355426,57.385557,23.928513,0.07,0.06,90,13.257,12.655,11.7815238149743,12.411,4.6797,0.023,0.024,0.023,AAA,222,0,2450749.8303,0.813988,136710573856174606,57.38563224,23.92831476,0.008,0.001,90,503636096,60,56090.13424769,5,67,17.7374,18.3669,0.0243,18.432,0.0169,115000,17.0907,0.0127,17.1591,0.0085,115000,15.6163,0.0046,15.6765,0.0045,115000,14.9081,0.0026,14.9683,0.002,115000,14.5973,0.0018,14.6169,0.003,115000,0.75539,57.3855519991494,23.9284988595981,0.004,0.002,90,66511970924353792,57.38563800027,0.1151,23.9283021345,0.0455,0.017,7.4835,0.1274,18.258,0.273,-45.691,0.124,false,5559.75,9.07843,612.413159544106,16.325727,913.405,12.0827,75.5961002093903,17.94973,7527.66,33.0727,227.609478512489,15.070271,2.879459,,,0,4088.04,,,,,0.053499,57.38558548,23.92848672,03493253+2355426,57.38558548,23.92848672,17.91,Stauffer,12.44,0.02,Stauffer,-0.05,0.32,0,0.78,72.39,0.12,291,,2M,2MASS J03493253+2355426,0.133167
57.29606,24.34741,03491102+2420513,57.295958,24.347601,0.06,0.06,90,13.058,12.448,11.4657037248446,12.143,4.6557,0.022,0.03,0.023,AAA,222,0,2451552.6607,0.764665,137210572960467468,57.29605559,24.34741926,0.005,0.004,90,503636096,60,56068.81804398,5,73,17.3737037248446,18.051,0.0188,18.1761,0.0244,115000,16.7987,0.0047,16.8425,0.0045,115000,15.3047,0.0043,15.3719,0.0069,115000,14.6461,0.0024,14.6884,0.0025,115000,14.3298,0.0027,14.3507,0.0039,115000,0.728362,57.2959652095181,24.3475998566765,0.003,0.002,90,66745170467302656,57.29606103455,0.0752,24.34740525418,0.0418,0.0108,7.3205,0.0793,20.277,0.174,-45.198,0.116,false,7248.08,7.63087,949.836650342622,16.037807,1260.61,8.59177,146.722968608331,17.599936,9670.3,31.8179,303.926406205312,14.79832,2.801616,,,0,3899.16,0.717,0.405,,,0.024001,57.29603697,24.34751792,03491102+2420513,57.29603697,24.34751792,17.43,Stauffer,12.18,0.02,Stauffer,-0.07,0.37,0,2.01,62.43,0.11,292,,2M,2MASS J03491102+2420513,0.395649
56.96236,24.50502,03475094+2430188,56.96225,24.505238,0.07,0.07,90,12.371,11.734,10.8175075602371,11.497,3.9631,0.022,0.021,0.021,AAA,222,0,2451138.7116,0.863567,137400569623366612,56.96234989,24.50503346,0.004,0.003,90,503635968,60,56229.94563657,5,59,16.0356,16.7151,0.0076,16.7831,0.0046,115000,15.4601,0.0033,15.5128,0.0021,115000,14.3313,0.0041,14.3825,0.0057,115000,13.8297,0.0045,13.8672,9.0E-4,115000,13.5736,0.0016,13.5968,0.0034,115000,0.805773,56.9622678950222,24.5052167390942,0.002,0.002,90,66742765285619584,56.96235535022,0.0786,24.50502241954,0.0502,0.0121699416116284,7.3131,0.089,18.483,0.156,-45.132,0.109,false,18201.6,23.5129,774.111232557447,15.038091,4038.78,32.1947,125.448598682392,16.335762,21953.2,67.5238,325.117958408739,13.908177,2.427585,,,0,3369.0,0.547,0.3,0.55,0.035,0.096408,56.96224034,24.50524354,03475094+2430188,56.96224034,24.50524354,16.13,Stauffer,11.47,0.02,Stauffer,-0.01,0.49,0,1.42,50.37,0.03,293,1.41,2M,2MASS J03475094+2430188,0.037404
57.14795,24.2007,03483548+2412033,57.147839,24.200935,0.07,0.06,90,14.083,13.446,12.4612050720199,13.24,5.286,0.026,0.029,0.033,AAA,222,0,2450770.8974,0.921174,137040571479411428,57.14794847,24.20071049,0.006,0.005,0,503636096,60,55958.40998843,5,58,19.131,19.9098,0.005,20.0248,0.0646,115000,18.526,0.0139,18.5704,0.0124,115000,16.7132,0.0152,16.755,6.0E-4,115000,15.851,0.0044,15.9172,0.0029,115000,15.456,0.0049,15.5124,0.0044,115000,0.884565,57.1478570915535,24.2008981306607,0.007,0.003,90,66719194505127168,57.14795394453,0.1809,24.20069889991,0.083,0.027,6.9862,0.1883,20.518,0.463,-46.273,0.217,false,1974.44,5.43985,362.958537459673,17.449757,280.122,7.021,39.898,19.23302,2930.0,32.089,91.3085481005952,16.094751,3.138269,,,0,,,,,,0.145417,57.1478855,24.20077232,03483548+2412033,57.1478855,24.20077232,19.67,Stauffer,13.21,0.02,Stauffer,0.2,0.2,1,0.52,41.58,0.17,293,,2M,2MASS J03483548+2412033,0.605225
56.72344,24.2873,03465360+2417151,56.723354,24.287531,0.07,0.06,0,12.047,11.4,10.5276147343287,11.205,4.4444,0.027,0.03,0.019,AAA,222,0,2451812.0085,0.878177,137140567234145351,56.72343188,24.28731354,0.007,0.003,90,503635968,60,56122.19627315,5,79,16.2241,16.9015,0.0057,16.9957,0.005,115000,15.6494,0.005,15.7191,0.0036,115000,14.2663,0.0022,14.3198,0.0035,115000,13.6436,0.004,13.6872,0.002,115000,13.3326,0.0029,13.3514,0.0031,115000,0.823511,56.7233536814243,24.287505189003,0.003,0.002,90,66732423004453376,56.72344416585,0.0861,24.28730076505,0.0413,0.0107,7.3202,0.0781,19.156,0.198,-47.479,0.101,false,18811.1,19.2839,975.482137949274,15.002328,3455.57,39.3567,87.8013146427419,16.505089,24459.9,69.7597,350.630808332031,13.790781,2.714308,,,0,3904.67,,,,,0.092925,56.72341315,24.28743618,03465360+2417151,56.72341315,24.28743618,16.27,Stauffer,11.21,0.02,Stauffer,0.32,0.54,1,0.66,46.41,0.04,295,,2M,2MASS J03465360+2417151,0.392675
57.40227,24.30374,03493651+2418144,57.402161,24.304005,0.07,0.06,90,13.274,12.645,11.7189187454611,12.425,4.5177,0.023,0.023,0.024,AAA,222,0,2450770.9072,1.018828,137160574022225160,57.40226833,24.30375635,0.015,0.006,0,503636096,60,55979.65458333,5,72,17.5117,18.2178,0.0113,18.2836,0.0103,115000,16.9427,0.0047,17.034,0.0076,115000,15.5248,0.0073,15.5846,0.0032,115000,14.8783,0.0036,14.9208,0.0038,115000,14.5807,0.0027,14.6064,0.0033,115000,0.961915,57.4021866964853,24.303941443281,0.004,0.003,90,66556535504957568,57.40227401354,0.0983,24.30374374488,0.0558,0.0141,7.2241,0.1015,18.483,0.23,-45.917,0.176,false,5895.21,6.60489,892.552336223616,16.262117,1047.84,12.5819,83.2815393541516,17.800648,7794.91,19.2216,405.528676072752,15.032392,2.768256,,,0,4076.08,,,,,0.243843,57.40225,24.30384552,03493651+2418144,57.40225,24.30384552,17.23,Stauffer,12.43,0.02,Stauffer,-0.44,0.32,0,0.68,65.92,0.09,292,,2M,2MASS J03493651+2418144,0.644119
56.94067,24.09348,03474573+2405373,56.940575,24.09371,0.07,0.07,90,13.333,12.678,11.7788932393646,12.443,4.5594,0.023,0.024,0.026,AAA,222,0,2451138.7119,0.884904,136910569406512770,56.94066521,24.09349489,0.018,0.005,0,503635968,60,56165.70608796,5,50,17.5324,18.1965,0.0074,18.0887,0.0502,16892216,17.0024,0.0202,17.1006,0.0159,115000,15.5905,0.0029,15.6318,0.0038,115000,14.9171,0.0059,14.9587,9.0E-4,115000,14.5793,0.004,14.6016,0.005,115000,0.829204,56.9405732522254,24.0936724403987,0.003,0.002,90,66711532283494656,56.94066902234,0.092,24.09348475563,0.0524,0.0169,7.3651,0.1248,20.306,0.2,-43.591,0.117,false,5526.56,18.9928,290.981845752074,16.33223,1096.78,32.9355,33.3008455921422,17.75109,7533.66,65.7338,114.608618397232,15.069405,2.681685,,,0,3805.94,0.0735,0.0377,,,0.135337,56.94063826,24.09363326,---,56.94063826,24.09363326,,---,12.35,,DANCe,,0.34,,0.53,35.73,0.07,291,,2M,2MASS J03474573+2405373,0.345749
56.91405,24.45874,03473935+2427322,56.913978,24.458961,0.07,0.07,90,13.078,12.451,11.533733020416,12.178,4.7467,0.023,0.022,0.021,AAA,222,0,2451138.7116,0.829847,137350569140431079,56.91404743,24.45875168,0.003,0.002,90,503635968,60,56009.5187037,5,67,17.562733020416,18.207,0.0077,18.2388,0.013,115000,16.9247,0.0037,16.9959,0.0041,115000,15.4197,0.0022,15.475,0.0026,115000,14.7116,0.0024,14.7575,0.0024,115000,14.3569,0.0031,14.3894,0.0026,115000,0.78715,56.913967158203,24.4589323707772,0.005,0.002,90,66741116018188416,56.9140526457,0.1241,24.45873874004,0.0641,0.0178,7.4327,0.1326,18.073,0.314,-44.972,0.16,false,6517.3,10.1036,645.047309869749,16.153196,1044.11,21.319,48.9755617055209,17.804525,8874.36,29.5851,299.960453065901,14.891578,2.912948,,,0,4268.42,0.882,0.4992,,,0.109017,56.91393165,24.45894716,03473935+2427322,56.91393165,24.45894716,17.56,Stauffer,12.16,0.02,Stauffer,0.02,0.37,0,0.52,45.89,0.08,293,,2M,2MASS J03473935+2427322,0.159849
57.38775,24.53384,03493302+2432027,57.387615,24.534105,0.07,0.06,90,12.604,11.987,11.0816596691435,11.745,4.1824,0.022,0.022,0.02,AAA,222,0,2450770.9074,1.051469,137440573877141213,57.38774115,24.53385174,0.008,0.004,90,503635968,60,56084.79174769,5,78,16.5056596691435,17.169,0.0045,17.2415,0.0066,115000,15.9274,0.003,15.9931,0.0035,115000,14.6739,0.0068,14.7326,0.0016,115000,14.0856,0.0069,14.1452,0.006,115000,13.8261,0.0026,13.8323,0.0017,115000,1.000972,57.3876504097719,24.5340382677042,0.002,0.001,90,66749121837171840,57.38774609553,0.0725,24.53383906326,0.0323,0.0104,7.3677,0.0765,20.217,0.148,-46.267,0.088,false,13278.2,12.5986,1053.94250154779,15.380517,2657.78,16.4376,161.689054363167,16.790092,16691.6,36.5704,456.423774418656,14.205678,2.584415,,,0,4128.95,0.691,0.38,,,0.266761,57.38773738,24.53401103,03493302+2432027,57.38773738,24.53401103,16.58,Stauffer,11.74,0.02,Stauffer,-0.02,0.45,0,1.59,83.09,0.07,292,1.59,2M,2MASS J03493302+2432027,0.524476
57.13271,24.03281,03483183+2401590,57.132635,24.033056,0.07,0.06,90,13.743,13.137,12.0424900275491,12.849,4.7779,0.024,0.025,0.031,AAA,222,0,2450770.8973,0.919291,136840571326910038,57.13270813,24.03282274,0.028,0.005,0,503636096,60,55984.52325231,5,58,18.1242,18.9307,0.0092,19.0233,0.0132,115000,17.6269,0.0085,17.7293,0.0151,115000,16.0808,0.0073,16.1411,0.0047,115000,15.3456,0.0022,15.4151,0.0027,115000,15.0137,0.0033,15.0659,0.0035,115000,0.873482,57.1326242898964,24.0330019185324,0.004,0.002,90,66523103479455744,57.13271111468,0.1023,24.03280935648,0.0526,0.0161,6.8976,0.1113,18.418,0.228,-44.724,0.122,false,3477.72,6.27805,553.949076544468,16.835129,566.937,18.4839,30.6719361173778,18.46755,4850.3,26.9426,180.023457275838,15.547499,2.920052,,,0,4570.21,0.315,0.1797,,,0.197852,57.13269373,24.0329581,03483183+2401590,57.13269373,24.0329581,18.3,Stauffer,12.85,0.02,Stauffer,-0.24,0.25,0,0.49,34.22,0.07,291,,2M,2MASS J03483183+2401590,0.401872
56.85755,25.14232,03472578+2508330,56.857454,25.142515,0.07,0.06,90,12.357,11.71,10.8246333579064,11.446,4.7937,0.021,0.019,0.02,AAA,222,0,2451138.7111,0.768559,138170568575281345,56.85754594,25.14232934,0.005,0.003,90,503636096,60,56248.41907407,5,55,16.8951,17.5165,0.0089,17.626,0.0086,115000,16.2397,0.0062,16.3888,0.0126,115000,14.6992,0.0105,14.7511,0.004,115000,14.0012,0.0029,14.065,0.0063,115000,13.6543,0.0053,13.6623,4.0E-4,115000,0.732463,56.8574551819848,25.1425183010432,0.003,0.002,90,66847631206903040,56.85754997659,0.1057,25.14231764665,0.0636,0.0152,7.5115,0.1142,19.931,0.198,-46.604,0.141,false,12387.8,31.3274,395.430198484394,15.455881,1926.26,36.1628,53.2663399957968,17.139599,16886.1,94.5484,178.597416772785,14.193099,2.9465,,,0,3926.98,,,,,0.012492,56.8575287,25.14236677,03472578+2508330,56.8575287,25.14236677,16.91,Stauffer,11.45,0.02,Stauffer,0.4,0.49,1,0.12,74.67,0.09,304,0.14,2M,2MASS J03472578+2508330,0.586534
56.31946,24.57549,03451664+2434325,56.319364,24.575706,0.07,0.06,90,12.309,11.686,10.9038595286349,11.451,4.1622,0.03,0.032,0.018,AAA,222,0,2451530.7066,0.838714,137490563194401181,56.31945693,24.57550166,0.009,0.002,90,503636096,60,56161.48958333,5,69,16.2854,16.8325,0.0033,16.9063,0.0066,115000,15.6132,0.0051,15.699,0.0096,115000,14.404,0.0036,14.4409,0.0012,115000,13.838,0.0029,13.8843,9.0E-4,115000,13.5659,0.0036,13.5981,0.0014,115000,0.796057,56.319363040696,24.5756934708955,0.003,0.001,90,66802207632871808,56.31946224555,0.0738,24.57548771874,0.0397,0.0106,7.7727,0.0824,20.954,0.169,-47.788,0.093,false,17103.9,23.4593,729.088250715068,15.105629,3611.45,50.3554,71.7192197857628,16.457184,21328.4,99.2875,214.814553695077,13.939526,2.517658,,,0,3381.67,0.6517,0.3282,,,0.045214,56.31921573,24.57589935,03451664+2434325,56.31921573,24.57589935,16.18,Stauffer,11.43,0.02,Stauffer,0.05,0.5,0,0.85,80.13,0.05,293,0.86,2M,2MASS J03451664+2434325,0.848605
