col1,col2,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,AbsKmag,Kmag,r-K,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD,angDist,objID,RAJ2000_x,DEJ2000_x,errHalfMaj_x,errHalfMin_x,errPosAng_x,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_x,ra_epoch2000,dec_epoch2000,errHalfMaj_xa,errHalfMin_xa,errPosAng_xa,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist_xa
129.1904,20.12389,08364572+2007262,129.1905,20.123953,0.06,0.06,90,10.34,10.035,8.63522877830966,9.938,1.636,0.022,0.023,0.019,AAA,222,0,2451118.9789,0.407059,132141291904399234,129.190397,20.12388481,0.127,0.097,0,872734720,104,55595.12539352,2,70,12.008,,,,16420,11.574,,,,114724,11.387,,,,16420,11.295,,,,16420,11.265,,,,114724,0.426004,129.1905043794717,20.1239479856006,0.001,0.001,90,664366779961036288,129.19034668486,0.0465,20.12389007402,0.0291,5.4884,0.0631,-34.39,0.093,-13.45,0.064,false,484219,515.933,11.475761,245978,506.457,11.874149,336432,393.91,10.944676,0.929473,34.1,0.75,6,5405.5,0.045,0.024,0.92,0.656,0.023346
129.2683,20.10356,08370441+2006131,129.268405,20.103642,0.09,0.06,0,12.985,12.318,10.7279499463203,12.111,3.8313,0.028,0.022,0.02,AAA,222,0,2451118.9826,0.461678,132121292683364856,129.26827685,20.10356777,0.038,0.004,90,503635968,60,55938.93127315,5,72,17.0227,0.0266,16.9091,0.0064,16892216,15.9423,0.0083,15.8916,0.0123,16892216,14.8805,0.0031,14.9046,0.0037,115000,14.4162,0.003,14.4248,0.0022,115000,14.1847,0.0031,14.1622,0.0032,115000,0.509019,129.268419127716,20.1036235939016,0.003,0.002,90,664363584505245824,129.26825941965,0.0802,20.10356377176,0.0497,5.2892,0.1101,-34.833,0.164,-13.894,0.1,false,10633.1,12.4727,15.621715,2854.76,89.3167,16.712465,13176.2,66.3572,14.462447,2.250018,,,0,3592.5,,,,,0.081681
129.7632,20.04371,08390321+2002376,129.763416,20.043783,0.12,0.08,90,11.867,11.209,9.75226063867924,11.051,2.8281,0.023,0.021,0.02,AAA,222,0,2451105.9904,0.776335,132051297633053038,129.76325902,20.04372231,0.003,0.003,90,503635968,60,55881.5775463,5,87,14.9927,0.0011,15.0508,0.0035,115000,13.8791,0.0051,13.9256,0.005,115000,13.489,,,,114724,13.1489,0.0125,13.1665,0.0019,115000,12.9485,0.0033,12.9683,0.0049,115000,0.574098,129.7633901295205,20.0437706408897,0.001,0.001,90,664323761568567808,129.76321711145,0.0357,20.04371058333,0.0254,5.4986,0.0348,-37.751,0.067,-13.949,0.049,false,54797.1,23.0285,13.841472,18847.2,33.741,14.66327,52454.2,46.987,12.962468,1.700802,,,0,4296.73,0.406,0.198,0.57,0.101,0.098156
129.6908,20.9166,08384582+2054599,129.690952,20.916641,0.11,0.1,88,15.535,14.768,13.2207616077319,14.508,5.3536,0.052,0.064,0.081,AAA,222,0,2451105.9862,0.532024,133101296908140484,129.69075628,20.91660591,0.003,0.002,90,503635968,60,56009.55998843,5,75,21.1769,0.0252,21.3219,0.0645,115000,19.8616,0.0126,19.9565,0.0251,115000,18.0382,0.0056,18.1301,0.0065,115000,17.1933,0.0044,17.2524,0.0052,115000,16.7602,0.0062,16.8733,0.0064,115000,0.670173,129.6909205660562,20.9166668746298,0.009,0.007,90,664523834028259200,129.69074773202,0.2885,20.91660297698,0.2017,5.5278,0.3816,-37.497,0.569,-14.841,0.433,false,560.075,2.26422,18.81775,151.17,38.9758,19.902721,870.814,10.6337,17.412106,2.490616,,,0,,,,,,0.140891
129.8104,20.02193,08391453+2001191,129.810559,20.021996,0.12,0.07,90,12.602,11.936,10.3449458178862,11.716,3.6267,0.022,0.021,0.022,AAA,222,0,2451105.9903,0.587952,132021298104566898,129.81038269,20.02193127,0.002,0.002,90,1443160192,172,55979.18821759,11,78,16.5238,0.0097,16.6099,0.0044,115000,15.3427,0.0095,15.403,0.0072,115000,14.4282,0.0049,14.4728,0.0032,115000,13.9982,0.0038,14.0536,0.0031,115000,13.7772,0.0023,13.8206,0.0075,115000,0.640266,129.810538783048,20.0219857347722,0.001,0.001,90,664320497393421952,129.8103710778,0.0364,20.02192754284,0.0238,5.3185,0.0469,-36.597,0.073,-13.516,0.047,false,17728.7,12.9495,15.066672,4638.38,19.5098,16.185472,20017.8,37.9911,14.008378,2.177095,,,0,3676.66,0.435,0.2335,0.56,0.051,0.077729
129.1874,20.146,08364501+2008459,129.187568,20.146084,0.06,0.06,90,14.567,13.996,12.4241079100741,13.781,4.8386,0.034,0.036,0.034,AAA,222,0,2451118.9789,0.643303,132171291874755777,129.18742298,20.14600514,0.011,0.003,0,503635968,60,56069.79224537,5,68,19.8313,0.0232,19.9197,0.0507,115000,18.6196,0.0121,18.7228,0.0149,115000,17.0041,0.002,17.0679,0.0046,115000,16.2714,0.0032,16.3252,0.0049,115000,15.9057,0.0068,15.9433,0.0061,115000,0.566414,129.1875713101797,20.1460582981807,0.006,0.004,90,664367020479085568,129.18741212476,0.1812,20.14600134429,0.1193,5.3533,0.2457,-34.71,0.364,-13.228,0.266,false,1481.96,2.30862,17.761276,254.076,10.3478,19.338978,2118.37,16.0337,16.446917,2.892061,,,0,,,,,,0.0932
129.1178,20.22854,08362830+2013429,129.117943,20.228601,0.06,0.06,90,10.982,10.522,9.05597841944547,10.441,1.942,0.023,0.023,0.019,AAA,222,0,2451118.9788,0.530621,132271291178544736,129.11780376,20.22853633,0.02,0.018,90,872734720,104,55633.35673611,5,76,12.987,,,,114724,12.383,,,,114724,12.149,,,,114724,12.034,,,,114724,11.97,,,,114724,0.524812,129.1179339194914,20.2285928031411,0.001,0.001,90,664380111539399552,129.1177726622,0.0459,20.22853611922,0.0281,5.2844,0.0604,-35.143,0.094,-13.165,0.058,false,215137,93.3138,12.356578,98777.4,220.47,12.864744,165412,208.563,11.715506,1.149239,34.23,0.87,6,4944.17,0.0905,0.0573,0.79,0.34,0.042563
129.9238,20.02815,08394174+2001415,129.923956,20.028215,0.09,0.08,0,12.596,11.944,10.3064175033703,11.756,3.4427,0.022,0.02,0.024,AAA,222,0,2451105.9965,0.577197,132031299238534354,129.92378915,20.02815219,0.017,0.007,0,503635968,60,55926.18523148,5,64,16.4195,0.0059,16.477,0.0021,115000,15.1987,0.0018,15.2436,9E-04,115000,14.3472,0.0032,14.3882,0.0027,115000,13.9717,0.0015,14.0158,9E-04,115000,13.7716,0.0037,13.7958,0.002,115000,0.607949,129.9239371400204,20.0282048214348,0.002,0.001,90,664325857512593920,129.92377790684,0.043,20.0281498057,0.0307,5.1296,0.0738,-34.747,0.103,-12.778,0.059,false,19324.9,8.89174,14.973074,5328.17,18.4995,16.034943,21204.1,39.722,13.945872,2.08907,,,0,3669.25,0.446,0.229,0.61,0.061,0.073565
129.4549,20.78517,08374921+2047068,129.455043,20.785233,0.06,0.06,90,15.38,14.904,13.3676738316388,14.578,5.3954,0.045,0.062,0.067,AAA,222,0,2451617.7637,0.532056,132941294549472800,129.45487332,20.78517458,0.004,0.004,0,503635968,60,56002.51765046,10,69,21.2411,0.0609,21.2646,0.096,115000,19.9734,0.0151,20.0598,0.0198,115000,18.108,0.0041,18.1843,0.007,115000,17.2422,0.0043,17.3266,0.0093,115000,16.8006,0.0141,16.8881,0.0184,115000,0.608587,129.4550364414905,20.7852349083003,0.009,0.007,90,664516000007445632,129.45486439167,0.3069,20.78517173774,0.231,5.7271,0.38,-37.359,0.591,-14.672,0.457,false,534.286,1.5232,18.86893,74.8108,8.80165,20.666477,844.124,9.98152,17.445906,3.220572,,,0,,,,,,0.023118
130.1953,20.47471,08404692+2028291,130.195505,20.474775,0.1,0.07,0,12.583,11.968,10.1555250394805,11.68,3.8377,0.022,0.024,0.022,AAA,222,0,2451106.0058,0.729904,132571301954290235,130.19533215,20.47471892,0.011,0.004,90,503635968,60,55924.63896991,5,76,16.7242,0.0045,16.7781,0.0027,115000,15.5177,0.0024,15.5693,0.0022,115000,14.4728,0.003,14.54,0.0033,115000,14.0158,0.0037,14.0597,0.0016,115000,13.7704,0.0029,13.7787,0.0042,115000,0.616919,130.1954887057251,20.4747732273546,0.005,0.003,90,664436770747502208,130.19532134511,0.1624,20.47471468837,0.0853,4.9557,0.1843,-36.415,0.302,-13.596,0.195,false,16180.2,11.4662,15.165906,3951.22,20.0021,16.359562,19271.4,64.475,14.04964,2.309922,,,0,3473.25,1.672,0.828,0.69,0.063,0.055323
131.1063,22.59969,08442555+2235591,131.106491,22.599771,0.08,0.07,90,13.813,13.137,11.6883717889853,12.97,4.4984,0.021,0.027,0.031,AAA,222,0,2451109.9968,0.698572,135121311063860216,131.10634398,22.59969802,0.005,0.003,0,503635968,60,56091.53824074,10,68,18.6626,0.0054,18.7599,0.0082,115000,17.4684,0.0059,17.5631,0.0133,115000,16.0213,0.0027,16.0768,0.0033,115000,15.3844,0.002,15.4299,0.0042,115000,15.0521,0.0063,15.0883,0.0084,115000,0.554784,131.1065036606498,22.5997606863565,0.003,0.002,90,665309233224172800,131.10633046756,0.0969,22.59969452896,0.0479,5.5421,0.1067,-37.137,0.178,-15.366,0.105,false,3672.33,3.95689,16.77601,631.146,10.3727,18.351065,4894.38,13.2601,15.537676,2.813389,,,0,3915.08,0.4588,0.2655,,,0.056117
130.2447,22.48048,08405877+2228499,130.244883,22.480555,0.1,0.08,2,15.687,15.226,13.6103902665204,14.891,5.476,0.061,0.096,0.117,AAB,222,0,2451106.0044,0.665929,134971302447107139,130.24465301,22.48048737,0.009,0.007,90,503635968,60,56072.87305556,5,73,21.6548,0.0368,21.7153,0.0721,115000,20.367,0.0178,20.5019,0.0243,115000,18.4554,0.0047,18.5652,0.0112,115000,17.5581,0.0041,17.6533,0.015,115000,17.0801,0.009,17.167,0.0099,115000,0.802853,130.2448156839268,22.480551027002,0.01,0.006,90,665248446550953728,130.24464771833,0.3374,22.48048427059,0.1862,5.5447,0.4256,-36.047,0.628,-15.505,0.368,false,386.418,1.18788,19.220724,68.9537,7.69649,20.754995,618.725,15.0137,17.783176,2.971819,,,0,,,,,,0.224379
127.9184,21.2734,08314044+2116245,127.918535,21.273493,0.09,0.06,90,14.418,13.802,12.1770595843829,13.588,4.8319,0.031,0.035,0.03,AAA,222,0,2451115.9932,0.5632,133521279184358674,127.9183972,21.27340343,0.003,0.001,90,503635968,60,55959.17219907,5,56,19.6483,0.0111,19.7588,0.019,115000,18.4199,0.0059,18.5092,0.017,115000,16.8504,0.0088,16.9182,0.0067,115000,16.1034,0.0042,16.1609,0.0079,115000,15.7232,0.0129,15.7981,0.007,115000,0.563627,127.9185544986314,21.2734644812296,0.004,0.003,90,665440934101454720,127.91838743546,0.1285,21.27339964234,0.0793,5.2217,0.1731,-36.158,0.262,-15.059,0.166,false,1735.4,2.04544,17.589865,262.887,6.62198,19.301966,2433.16,8.29657,16.296495,3.00547,,,0,,,,,,0.121735
128.7288,21.64844,08345495+2138544,128.72897,21.648472,0.11,0.06,0,14.246,13.599,11.8903152488544,13.39,4.651,0.027,0.03,0.028,AAA,222,0,2451118.9644,0.58038,133971287288298693,128.72877708,21.64843892,0.003,0.002,90,503635968,60,55968.59472222,5,75,19.2827,0.0081,19.4195,0.0152,115000,18.041,0.0078,18.135,0.0092,115000,16.5327,0.0048,16.6167,0.0042,115000,15.8119,0.0065,15.8533,0.0038,115000,15.4643,0.0046,15.439,0.0228,115000,0.656417,128.7289267749414,21.6484939034108,0.004,0.003,90,665555175934680320,128.72876712301,0.1258,21.64843513216,0.0819,5.0126,0.1874,-34.465,0.27,-13.65,0.169,false,2309.72,2.97855,17.279469,363.88,7.90367,18.948994,3179.43,11.4676,16.006046,2.942947,,,0,,,,,,0.164732
127.8082,21.13741,08311399+2108149,127.808322,21.137474,0.07,0.06,4,14.914,14.366,12.6598641477408,14.087,4.8293,0.037,0.053,0.05,AAA,222,0,2451115.9879,0.469997,133361278082245468,127.8081747,21.13741076,0.003,0.002,90,503635968,60,56055.16946759,5,82,20.1545,0.0105,20.1826,0.0388,115000,18.9163,0.0044,18.9488,0.0145,115000,17.302,0.0057,17.3459,0.0064,115000,16.5517,0.0036,16.6088,0.0048,115000,16.1782,0.0078,16.2467,0.001,115000,0.544483,127.8083238709501,21.1374722923763,0.005,0.004,90,665431927553215872,127.80816453539,0.1686,21.13740677846,0.1122,5.1829,0.2325,-34.517,0.34,-15.216,0.229,false,1114.47,1.50117,18.070696,175.29,6.17313,19.741997,1587.12,6.64563,16.760395,2.981602,,,0,,,,,,0.00879
127.8743,21.44405,08312987+2126388,127.87446,21.44412,0.09,0.07,88,15.942,15.065,13.3679003060611,14.796,5.8513,0.085,0.076,0.103,AAA,222,0,2451115.9933,0.592398,133731278743273473,127.87430314,21.44405314,0.007,0.004,0,503635968,60,56010.26259259,5,67,21.8855,0.0284,22.0503,0.1379,115000,20.6473,0.0158,20.8573,0.0343,115000,18.6556,0.006,18.7755,0.0115,115000,17.7189,0.0085,17.8087,0.0077,115000,17.1905,0.0263,17.3133,0.0353,115000,0.578096,127.8744635035825,21.4441104512323,0.013,0.009,90,665490339108666368,127.87429506169,0.4173,21.44405036967,0.249,5.1806,0.5229,-36.414,0.85,-13.954,0.56,false,320.189,1.20051,19.42485,42.2714,6.01344,21.286272,503.217,6.88219,18.00753,3.278742,,,0,,,,,,0.036325
127.8866,21.02436,08313281+2101280,127.886739,21.024448,0.08,0.06,87,11.885,11.249,9.79455701900141,11.118,2.9055,0.021,0.018,0.02,AAA,222,0,2451115.993,0.564387,133221278866439837,127.88660377,21.02436021,0.007,0.006,0,503636096,60,55964.53240741,5,79,15.1061,0.0114,15.1235,0.0011,115000,14.0235,0.0042,14.0711,3E-04,115000,13.39,,,,114724,13.1741,0.0028,13.2146,0.0022,115000,13.0172,0.0037,13.0225,0.002,115000,0.553516,127.8867504844662,21.0244156431348,0.001,0.001,90,665426846608828928,127.88659384473,0.0276,21.02435731911,0.0165,5.4364,0.0334,-33.959,0.054,-13.546,0.034,false,49762.5,39.1617,13.94611,16898.5,65.6629,14.78177,48274.1,117.391,13.052635,1.729135,,,0,4161.5,0.2103,0.122,0.61,0.101,0.122711
127.702,21.61251,08304851+2136453,127.702154,21.612593,0.08,0.06,2,14.981,14.444,12.6176477664029,14,5.1879,0.037,0.049,0.053,AAA,222,0,2451115.9837,0.595771,133931277020475614,127.70200687,21.61252121,0.003,0.002,90,1443160064,172,55971.03854167,22,77,20.3982,0.0178,20.5044,0.0267,115000,19.1879,0.0068,19.2884,0.0083,115000,17.4593,0.006,17.5473,0.0065,115000,16.6897,0.0054,16.743,0.0057,115000,16.2744,0.0033,16.3456,0.012,115000,0.55613,127.7021363263337,21.6125742282218,0.006,0.003,90,665507969950936064,127.70197058946,0.1753,21.6125085541,0.1036,5.2909,0.2262,-35.787,0.357,-15.253,0.225,false,963.445,1.73301,18.2288,148.455,10.5763,19.922398,1417.29,16.8605,16.88327,3.039127,,,0,,,,,,0.08981
128.3192,21.33894,08331663+2120204,128.319326,21.339024,0.07,0.07,0,13.177,12.567,10.8774556453763,12.271,4.5468,0.025,0.024,0.026,AAA,222,0,2451116.0145,0.519571,133601283192287299,128.31916981,21.33894146,0.005,0.002,90,503636096,60,56313.0725463,5,72,18.0673,0.0086,18.1657,0.0095,115000,16.8178,0.0139,16.8622,0.0374,115000,15.3926,0.0034,15.4641,0.0035,115000,14.7479,0.005,14.7944,8E-04,115000,14.4319,7E-04,14.4419,0.0145,115000,0.602158,128.3193188761498,21.338998707003,0.003,0.002,90,665450383029558016,128.31915995634,0.098,21.33893803648,0.0604,5.2637,0.1133,-34.38,0.202,-14.091,0.151,false,6740.67,9.53401,16.11661,1161.94,11.3042,17.688425,8917.84,26.1465,14.886271,2.802155,,,0,3740.33,,,,,0.094136
128.0976,20.99575,08322347+2059449,128.097829,20.995808,0.09,0.06,0,11.043,10.593,9.12556558765917,10.47,2.111,0.022,0.018,0.018,AAA,222,0,2451116.0026,0.797485,133191280976985459,128.09767352,20.9957437,0.154,0.104,90,906289152,108,56109.47855324,5,81,13.237,,,,114724,12.581,,,,114724,12.295,,,,114724,12.137,,,,114724,12.0664,0.0097,12.092,0.0102,115000,0.57154,128.0978035955556,20.9958085337858,0.001,0.001,90,665417157162598144,128.09764133244,0.0348,20.99574621795,0.0215,5.3841,0.0468,-35.185,0.071,-14.473,0.045,true,177249,68.5004,12.566905,78418.1,89.076,13.115348,140714,116.632,11.891079,1.224269,36.56,1.21,11,4858.67,0.153,0.0585,0.74,0.276,0.085406
127.8045,20.90007,08311310+2054003,127.804617,20.90011,0.06,0.06,0,13.693,13.053,11.3688941018915,12.798,4.5312,0.023,0.026,0.027,AAA,222,0,2451115.9881,0.419008,133081278045200645,127.80447304,20.90007625,0.008,0.002,90,503635968,60,55888.69886574,5,74,18.5177,0.0059,18.6199,0.0106,115000,17.3292,0.0038,17.4278,0.0083,115000,15.9024,0.0036,15.9652,0.0054,115000,15.2387,0.0034,15.2865,0.0047,115000,14.9123,0.003,14.9404,0.0047,115000,0.499169,127.8046162920223,20.9001322503507,0.003,0.002,90,665412690396632832,127.80446362772,0.111,20.90007237636,0.0636,5.1782,0.1368,-33.125,0.206,-13.906,0.137,false,4159.16,3.1005,16.640852,720.482,11.6042,18.20733,5550.3,14.9695,15.401128,2.806203,,,0,3844.5,0.7555,0.4293,,,0.080137
128.4455,21.44094,08334697+2126276,128.445734,21.441017,0.07,0.06,90,11.967,11.314,9.79370240742762,11.148,2.9802,0.021,0.025,0.023,AAA,222,0,2451116.02,0.831658,133721284455999703,128.44554661,21.44094796,0.004,0.004,0,503635968,60,55939.05078704,5,91,15.2807,0.0018,15.3565,0.0019,115000,14.1282,0.0037,14.1683,0.0023,115000,13.4964,0.0053,13.5435,5E-04,115000,13.2587,0.0064,13.2941,0.001,115000,13.0799,0.0028,13.0883,0.0049,115000,0.675318,128.4456972165291,21.4410053750397,0.001,0.001,90,665458595007014912,128.44553632591,0.0321,21.44094450969,0.021,5.3597,0.0422,-34.782,0.066,-14.136,0.043,false,45316.5,10.3125,14.047726,14698.3,27.8034,14.93322,45011.5,54.7593,13.128613,1.804607,,,0,3972,0.6835,0.308,0.69,0.106,0.130167
127.7775,21.22949,08310663+2113463,127.777643,21.229555,0.08,0.06,0,13.945,13.327,11.6176201798718,13.022,4.6733,0.031,0.022,0.03,AAA,222,0,2451115.9878,0.533878,133471277775305966,127.77751128,21.22951875,0.02,0.01,0,503635968,60,56132.17804398,5,69,18.9057,0.0163,19.2476,0.0333,115000,17.6953,0.0068,17.9341,0.0246,115000,16.2583,0.0027,16.3548,0.0236,115000,15.5745,0.0031,15.5494,0.0085,115000,15.2159,0.0053,15.1677,0.0149,115000,0.460874,127.7776336255978,21.2295496788639,0.003,0.002,90,665480207282421504,127.77747082922,0.0999,21.22948930475,0.0604,5.2375,0.136,-35.245,0.203,-14.022,0.126,true,2979.07,3.80128,17.003166,493.114,8.86868,18.61902,4059.15,18.0211,15.740833,2.878187,,,0,3913.67,0.5627,0.341,,,0.036831
130.9115,22.26923,08433880+2216093,130.911673,22.269266,0.07,0.06,90,10.745,10.303,9.047,10.251,1.716,0.023,0.021,0.021,AAA,222,0,2451109.9898,0.590739,134721309115463639,130.91153792,22.26923342,0.128,0.123,0,604299264,72,56361.21456019,5,60,12.482,,,,114788,11.967,,,,65636,11.793,,,,32868,11.725,,,,114788,11.682,,,,114788,0.465051,130.9116946558256,22.2693006330823,0.001,0.001,90,665276415377154688,130.91151501446,0.0382,22.26923482206,0.0223,5.744,0.0503,-38.611,0.076,-15.285,0.044,true,279897,120.324,12.070869,130438,189.99,12.562875,211411,189.101,11.449101,1.113774,34.43,0.72,13,5060.71,0.06,0.0233,0.79,0.365,0.144048
133.3775,16.9885,08533064+1659187,133.377703,16.988537,0.08,0.06,0,8.665,8.522,7.1421622985206,8.498,1.2245,0.024,0.018,0.02,AAA,112,0,2450768.0189,0.71149,128381333772746635,133.37747323,16.98850456,0.001,0.001,90,1375809536,164,56173.40483796,5,16,,,,,114720,9.7225,0.065,13.3884,0.0732,114744,10.1672,0.001,9.7482,0.001,16892984,8.9064,0.0531,11.9418,0.0582,114744,11.2366,0.116,10.3574,5E-04,16891960,0.799651,133.3776407474344,16.9885442565428,0.001,0.001,90,611694572352053504,133.37746760571,0.0349,16.98850316234,0.0209,5.3559,0.0439,-38.459,0.073,-9.544,0.053,false,3391790,707.541,9.362293,2032060,1126.69,9.581546,1960070,935.36,9.03124,0.550306,,,0,6866.57,0.4405,0.241,1.51,4.581,0.215916
129.5656,21.38561,08381578+2123083,129.565752,21.38566,0.06,0.06,90,12.462,11.817,10.247,11.628,3.3547,0.024,0.03,0.02,AAA,222,0,2451617.7683,0.540384,133661295657133347,129.56560647,21.38561034,0.003,0.002,0,503636096,60,56078.09168981,5,72,16.2073,0.0045,16.2645,0.0026,115000,14.9827,0.0058,15.04,0.0033,115000,14.1757,0.0045,14.2342,0.0014,115000,13.8177,0.0047,13.8657,0.0013,115000,13.6211,0.0047,13.6447,0.0045,115000,0.519562,129.5657605607836,21.3856688802702,0.001,0.001,90,664759580489791872,129.56559588056,0.0317,21.38560683708,0.0203,5.295,0.0404,-35.615,0.065,-14.41,0.04,false,22624.2,9.67478,14.801935,6371.87,17.3775,15.84072,24525.4,41.4594,13.787881,2.052839,,,0,3731.99,0.597,0.3,0.6,0.064,0.04296
129.378,21.1278,08373074+2107402,129.378113,21.127853,0.06,0.06,90,14.083,13.378,11.8089177107633,13.138,4.4301,0.029,0.034,0.023,AAA,222,0,2451617.764,0.424724,133351293780103928,129.37798429,21.12781453,0.003,0.002,90,503635968,60,55970.90003472,5,82,18.7632,0.0084,18.849,0.0174,115000,17.5681,0.003,17.6495,0.0049,115000,16.1733,0.004,16.2286,0.0029,115000,15.5531,0.003,15.6125,0.0023,115000,15.2373,0.0023,15.2693,0.0056,115000,0.453855,129.3781168180699,21.1278675780178,0.003,0.002,90,664730065474561024,129.37794948753,0.0972,21.12780395014,0.0653,5.4223,0.1129,-36.251,0.188,-14.778,0.129,false,3229.77,2.86532,16.915438,589.337,7.88288,18.425478,4251.9,19.2259,15.690462,2.735016,,,0,4014.46,0.134,0.101,,,0.054024
128.9135,20.40267,08353928+2024099,128.913669,20.402752,0.07,0.06,0,13.961,13.332,11.6852509781367,13.046,4.9265,0.025,0.027,0.025,AAA,222,0,2451118.969,0.642112,132481289135693779,128.91349219,20.40267095,0.005,0.003,90,503635968,60,55891.74697917,10,61,19.2328,0.0109,19.3076,0.0183,115000,17.9725,0.0043,18.0524,0.0047,115000,16.3633,0.004,16.4389,0.0033,115000,15.5929,0.0026,15.6511,0.0033,115000,15.2277,0.0038,15.2758,0.0083,115000,0.664115,128.9136480365861,20.40272850942,0.004,0.003,90,664573793087543936,128.91348108658,0.1157,20.40266721046,0.0775,5.3438,0.1587,-36.343,0.242,-14.237,0.165,false,2710.49,3.65517,17.105745,382.256,8.23238,18.895504,3821.14,17.7601,15.806437,3.089068,,,0,,,,,,0.110248
129.6483,21.17721,08383564+2110381,129.64852,21.177267,0.11,0.06,90,15.164,14.646,12.8947446624349,14.278,5.2982,0.04,0.058,0.07,AAA,222,0,2451105.986,0.766492,133411296484153225,129.64833949,21.17721814,0.004,0.004,90,503635968,60,56077.67548611,10,69,20.9203,0.0507,20.9928,0.0579,115000,19.5762,0.0097,19.6889,0.0197,115000,17.8467,0.0084,17.8996,0.0074,115000,16.965,0.0071,17.0532,0.0056,115000,16.5506,0.0057,16.6483,0.0056,115000,0.630964,129.6484934043875,21.1772773322316,0.007,0.005,90,664742946079427712,129.64833070649,0.2443,21.17721487925,0.155,5.2887,0.3025,-35.236,0.464,-14.505,0.292,false,700.104,1.39168,18.57546,111.378,11.6446,20.234394,1079.94,11.9773,17.178421,3.055973,,,0,,,,,,0.096717
129.0645,20.68599,08361553+2041098,129.064724,20.686056,0.08,0.06,90,12.507,11.872,10.2110497971979,11.634,3.4048,0.023,0.023,0.022,AAA,222,0,2451118.9733,0.790943,132821290646263782,129.06455649,20.68598883,0.006,0.003,0,503636096,60,55979.63422454,5,81,16.2439,0.0022,16.2966,0.0048,115000,15.0388,0.0037,15.0895,0.0025,115000,14.2029,0.0032,14.2468,0.0015,115000,13.8405,6E-04,13.889,0.0013,115000,13.6475,0.0063,13.6696,0.0049,115000,0.613798,129.0647092384002,20.6860477049301,0.002,0.001,90,664605270904832768,129.06454463187,0.0476,20.68598625428,0.03,5.1929,0.0738,-35.766,0.104,-14.272,0.059,false,22079.3,11.7783,14.828403,6154.8,16.6637,15.878354,23928.9,41.4964,13.814615,2.063739,,,0,3842.72,0.644,0.3547,0.55,0.06,0.057995
129.5862,21.44055,08382072+2126262,129.586352,21.440619,0.06,0.06,90,15.661,15.21,13.501,14.759,-14.759,0.049,0.077,0.074,AAA,222,0,2451617.7683,0.566676,133721295860019347,129.58621038,21.44055996,0.008,0.006,0,302309376,36,55987.62326389,0,20,21.4809,0.184,21.7016,0.198,4120,,,,,0,18.71,0.0047,18.8066,0.0153,280,17.7728,0.0088,17.8795,0.0277,280,17.286,0.011,17.3707,0.0048,280,0.519974,129.5863351920388,21.4406039197426,0.015,0.008,90,664763149606975616,129.58616935647,0.4616,21.44054604881,0.2674,5.604,0.6075,-35.851,0.969,-13.441,0.535,false,301.253,1.40112,19.491037,58.7595,9.3216,20.928692,533.447,13.1421,17.944193,2.984499,,,0,,,,,,0.078226
129.0664,20.55305,08361598+2033112,129.066608,20.553131,0.07,0.06,90,12.043,11.421,9.9405936376807,11.232,2.9238,0.023,0.023,0.022,AAA,222,0,2451118.9732,0.759357,132661290664984252,129.06641583,20.55305332,0.009,0.008,0,503635968,60,56040.20961806,5,88,15.3184,0.0018,15.3803,0.0013,115000,14.1558,0.0019,14.2105,0.0032,115000,13.5811,0.0067,13.6268,0.0014,115000,13.3004,0.0022,13.3486,0.0025,115000,13.1516,0.0036,13.1781,0.0027,115000,0.705562,129.0665735726061,20.5531110073863,0.001,0.001,90,664600907218072064,129.06640575249,0.035,20.55304981367,0.0224,5.5172,0.0521,-36.497,0.073,-14.213,0.044,false,43058.5,16.4691,14.103219,14185.2,54.5948,14.971796,42689.5,90.1877,13.186118,1.785678,,,0,3972.33,0.4967,0.238,0.65,0.095,0.136556
