col1,col2,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,AbsKmag,Kmag,r-K,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD,angDist,objID,RAJ2000_x,DEJ2000_x,errHalfMaj_x,errHalfMin_x,errPosAng_x,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_x,ra_epoch2000,dec_epoch2000,errHalfMaj_xa,errHalfMin_xa,errPosAng_xa,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist_xa
129.3598,19.13208,08372639+1907557,129.359986,19.132164,0.07,0.07,90,12.017,11.386,9.82811288984569,11.19,3.0168,0.022,0.021,0.019,AAA,222,0,2451118.9818,0.701176,130951293599299051,129.35981604,19.1320847,0.005,0.003,0,503635968,60,56107.17766204,5,84,15.3692,0.003,15.4403,0.0029,115000,14.2068,0.0032,14.2711,0.0033,115000,13.5936,0.006,13.6373,0.0074,16892216,13.3126,0.0012,13.3549,0.0019,16892216,13.1527,0.0067,13.1784,0.0038,115000,0.644711,129.3599716630534,19.1321341952221,0.001,0.001,90,659750892708009088,129.35980731045,0.0338,19.13208186559,0.0208,5.341,0.0402,-36.064,0.066,-12.154,0.042,false,41679.7,25.4385,14.138555,13327.8,46.9359,15.039493,41798.8,67.0339,13.209009,1.830483,,,0,4149.14,0.456,0.238,0.57,0.088,0.117858
128.7758,18.82348,08350623+1849246,128.775993,18.823517,0.07,0.06,0,13.841,13.232,11.5103614081821,12.952,4.6015,0.021,0.032,0.024,AAA,222,0,2451118.9623,0.670994,130581287758688723,128.77581289,18.82348093,0.004,0.002,90,503635968,60,55955.11712963,5,85,18.7791,0.01,18.8861,0.0105,115000,17.5535,0.0049,17.6295,0.005,115000,16.0773,0.0028,16.1401,0.0022,115000,15.4092,0.004,15.4685,0.0037,115000,15.0465,0.0081,15.1179,0.0065,115000,0.627305,128.7759598413549,18.8235313183275,0.003,0.002,90,659729417871499392,128.77580064506,0.1024,18.82347682209,0.0691,5.1484,0.1396,-34.997,0.216,-12.657,0.141,false,3532.04,4.1747,16.8183,594.651,10.7814,18.415733,4747.85,16.1076,15.570678,2.845056,,,0,3469.25,0.7545,0.4267,,,0.124189
129.5688,18.99125,08381655+1859287,129.568988,18.991323,0.09,0.08,90,13.402,12.843,11.2641385772212,12.566,4.1351,0.029,0.031,0.023,AAA,222,0,2451617.7701,0.691819,130791295689140066,129.56884247,18.99125643,0.003,0.003,0,503635968,60,55871.55456019,5,57,17.9301,0.0033,18.1752,0.0183,115000,16.7011,0.0035,16.8821,0.0036,115000,15.4359,0.0055,15.5887,0.0146,115000,14.8995,0.0034,14.9785,0.0158,115000,14.6353,0.0033,14.5628,0.0435,115000,0.550314,129.5689951960752,18.9913090398691,0.002,0.001,90,659703957305493632,129.56883013906,0.0655,18.99125374829,0.0459,5.4907,0.0851,-36.249,0.142,-12.842,0.093,false,6422.84,6.19367,16.169046,1363.83,14.7114,17.51449,8061.01,23.8567,14.995947,2.518543,,,0,3726.64,0.256,0.15,,,0.055908
129.6103,16.62448,08382651+1637283,129.610477,16.624533,0.06,0.06,90,11.368,10.827,9.3446894401654,10.708,2.1601,0.021,0.02,0.017,AAA,222,0,2450761.0101,0.639683,127941296103539906,129.61030471,16.62448363,0.031,0.009,0,503635968,60,56043.16228009,5,57,13.7373,0.0028,13.8147,0.0092,115000,12.8681,0.001,12.9284,0.001,115000,12.6209,0.0047,12.6254,9E-04,16892216,12.4823,0.001,12.4825,0.001,16892216,12.3692,0.0017,12.3684,0.003,115000,0.620325,129.6104610985885,16.6245275874195,0.001,0.001,90,658065444461396608,129.6103014487,0.029,16.62448046671,0.0209,5.3375,0.0365,-35.53,0.061,-10.944,0.041,false,124798,43.7084,12.947845,51880.3,67.4721,13.563882,104271,83.3588,12.216515,1.347367,32.89,2.35,10,4915.5,0.1433,0.0808,0.61,0.195,0.05821
131.5112,17.02153,08460273+1701176,131.51138,17.021564,0.07,0.06,0,14.005,13.414,11.869377648813,13.227,4.3491,0.023,0.03,0.028,AAA,222,0,2451114.9921,0.631588,128421315112626345,131.51119901,17.02152929,0.005,0.003,0,503635968,60,55833.05364583,5,77,18.7692,0.0083,18.8529,0.0125,115000,17.5761,0.0028,17.6552,0.0054,115000,16.1888,0.0037,16.2652,0.0069,115000,15.5705,0.0029,15.6334,0.002,115000,15.2604,0.0054,15.293,0.0058,115000,0.635429,131.5113568104281,17.0215737784916,0.003,0.002,90,658335615083984128,131.51118688525,0.091,17.02152588132,0.0603,5.3515,0.1226,-37.738,0.195,-11.125,0.113,false,3257.79,2.71901,16.906057,637.205,8.85849,18.34069,4253.24,9.54791,15.690122,2.650569,,,0,3596.23,0.026,0.0127,,,0.087243
131.3927,16.911,08453429+1654396,131.392887,16.911013,0.11,0.06,91,14.928,14.312,12.6931305744538,14.163,4.913,0.042,0.057,0.054,AAA,222,0,2451114.9902,0.645787,128291313927963711,131.39273728,16.91099685,0.006,0.005,0,503635968,60,55935.34806713,5,79,20.3437,0.0099,20.5212,0.0203,115000,19.076,0.0093,19.2068,0.019,115000,17.414,0.0047,17.502,0.01,115000,16.6527,0.0023,16.7192,0.004,115000,16.2737,0.0055,16.3358,0.011,115000,0.518952,131.3928783148751,16.9110386545389,0.007,0.005,90,658310704273685504,131.39272874115,0.2198,16.91099522297,0.1584,5.0819,0.2524,-33.237,0.451,-10.087,0.301,false,1008.28,1.48219,18.179413,146.738,6.91507,19.935034,1468.51,10.8026,16.84473,3.090303,,,0,,,,,,0.09708
129.4253,16.43543,08374210+1626078,129.425419,16.435514,0.08,0.06,0,14.905,14.267,12.807423110892,14.022,4.9731,0.038,0.041,0.054,AAA,222,0,2450760.9935,0.510177,127721294253153058,129.42527398,16.4354337,0.005,0.003,0,503635968,60,55952.02609954,5,77,20.2627,0.017,20.3819,0.0404,115000,18.9951,0.0072,19.1104,0.0162,115000,17.3523,0.0043,17.4263,0.0071,115000,16.6094,0.0073,16.665,0.0048,115000,16.2483,0.0076,16.3085,0.0066,115000,0.578193,129.4254180595082,16.4354742627346,0.007,0.004,90,658054307610371072,129.42526282947,0.1912,16.43543247974,0.1288,5.7159,0.3124,-34.58,0.459,-9.704,0.236,false,1053.63,1.82334,18.131643,165.238,10.1084,19.806112,1501.65,11.4361,16.820501,2.985611,,,0,,,,,,0.143091
130.6675,15.64037,08424023+1538255,130.667643,15.640421,0.08,0.06,90,14.783,14.385,12.5814631840441,13.988,5.1089,0.035,0.061,0.045,AAA,222,0,2451877.9068,0.528645,126761306675568972,130.66754955,15.64036913,0.007,0.002,0,503635968,60,56055.49945602,5,68,20.3175,0.0177,20.4368,0.027,115000,19.0969,0.0072,19.1872,0.0119,115000,17.3782,0.0067,17.4526,0.0042,115000,16.5941,0.0031,16.6655,0.0038,115000,16.2005,0.0083,16.26,0.008,115000,0.373927,130.6676996990202,15.6404082450956,0.005,0.003,90,657711053824014208,130.66754088625,0.1624,15.64036700604,0.0972,5.2323,0.1927,-35.52,0.328,-9.578,0.205,false,1040.33,1.25564,18.145443,147.514,4.70854,19.929306,1512.1,5.74545,16.812967,3.116339,,,0,,,,,,0.201851
130.4845,15.62977,08415633+1537472,130.484737,15.629799,0.11,0.08,0,12.318,11.661,10.195,11.458,3.4709,0.023,0.03,0.019,AAA,222,0,2451607.6294,0.828257,126751304846256258,130.48454583,15.62977289,0.007,0.007,90,503635968,60,55945.08127315,10,70,16.1195,0.0039,16.2018,0.0071,115000,14.9289,0.0017,14.9853,0.0048,115000,14.0454,0.0012,14.1143,0.0015,115000,13.6943,0.0032,13.7476,0.0023,115000,13.485,0.0046,13.506,0.0022,115000,0.669396,130.4847089226065,15.6298173068333,0.001,0.001,90,657708824736752896,130.484534072,0.0311,15.62977012556,0.0185,5.591,0.0351,-39.109,0.064,-10.958,0.039,false,24977.5,9.41982,14.694493,6898.6,18.0505,15.754486,27313.9,36.1922,13.67096,2.083526,,,0,3640,0.7977,0.4013,0.65,0.067,0.117553
130.6674,19.13304,08424021+1907590,130.667565,19.133074,0.09,0.07,0,10.685,10.294,8.83401052462925,10.186,2.5826,0.02,0.021,0.018,AAA,222,0,2451109.9825,0.574381,130961306673950045,130.66737477,19.13303976,0.097,0.029,0,570744832,68,55948.40521991,5,80,12.696,0.0578,12.5905,0.0223,16892472,12.7686,0.0036,13.1953,0.127,36920,11.7638,0.0083,11.8233,0.0295,16892984,12.6052,0.0355,12.4301,0.0257,16892984,11.6238,0.0021,11.632,0.0041,115000,0.658635,130.667537405698,19.1330868087043,0.001,0.001,90,661029727808613760,130.66737535772,0.0336,19.13303660331,0.02,5.3654,0.0438,-35.558,0.069,-11.661,0.04,true,321759,181.626,11.91954,156499,246.158,12.365111,234265,276.378,11.337653,1.027458,35.55,0.57,21,5208.64,0.1018,0.0573,0.84,0.469,0.104568
130.4731,19.60843,08415359+1936306,130.473301,19.608521,0.09,0.07,0,14.561,13.936,12.4249633521253,13.673,4.7298,0.029,0.04,0.05,AAA,222,0,2451106.0161,0.756274,131531304731960707,130.47314501,19.60843148,0.004,0.002,90,503636096,60,55876.77047454,10,75,19.7026,0.0126,19.8276,0.0319,115000,18.4028,0.0044,18.5022,0.0068,115000,16.8818,0.0037,16.9787,0.0057,115000,16.1888,0.004,16.2516,0.0096,115000,15.8366,0.0033,15.8994,0.0036,115000,0.619433,130.4732991375842,19.6084887711944,0.005,0.002,90,661249595777725568,130.47313310606,0.1393,19.60842838809,0.077,5.6285,0.1914,-36.326,0.296,-14.024,0.152,false,1639.21,2.1564,17.651781,272.344,7.61358,19.263592,2291.31,12.0159,16.361712,2.90188,,,0,,,,,,0.116195
129.8006,19.11556,08391217+1906561,129.800731,19.115601,0.08,0.07,90,9.555,9.313,7.89765729372822,9.258,1.231,0.02,0.021,0.018,AAA,222,0,2451105.9897,0.469405,130931298007209181,129.80056273,19.1155618,0.001,0.001,90,1141006336,136,51263.28581019,4,47,10.76,,,,65636,10.489,,,,16484,10.406,,,,114788,10.394,,,,65636,10.399,,,,114788,0.58951,129.8007197032041,19.1156130754331,0.001,0.001,90,661207024061875456,129.80055741569,0.0417,19.11555998142,0.029,5.3448,0.0559,-35.614,0.092,-12.332,0.058,false,1248740,730.25,10.44719,694372,1035.2,10.747407,792094,1224.34,10.014978,0.732429,35.1,0.99,6,6083.67,0.0895,0.033,1.17,1.703,0.05802
130.3896,19.55,08413355+1933002,130.389795,19.550081,0.09,0.07,0,14.566,13.949,12.3424741947272,13.683,4.8138,0.031,0.04,0.042,AAA,222,0,2451106.0162,0.722947,131461303896790588,130.38963541,19.55000416,0.004,0.002,90,503635968,60,55822.03486111,5,75,19.7077,0.0106,19.8251,0.0402,115000,18.4968,0.0042,18.6305,0.0076,115000,16.9455,0.0041,17.0232,0.0032,115000,16.2227,0.0031,16.2805,0.0033,115000,15.876,0.0087,15.9584,0.0118,115000,0.607978,130.3897898734215,19.5500606412496,0.004,0.003,90,661247602912908032,130.38962306945,0.1362,19.55000169881,0.0819,5.3938,0.1629,-36.508,0.279,-13.69,0.164,false,1564.36,1.77736,17.702526,254.249,6.17693,19.33824,2202.6,7.91387,16.404583,2.933657,,,0,,,,,,0.075327
130.6642,19.41436,08423943+1924520,130.664324,19.414446,0.08,0.07,0,14.348,13.769,12.1451075177623,13.499,4.6702,0.032,0.037,0.043,AAA,222,0,2451109.9823,0.522597,131291306642157813,130.66417684,19.41436452,0.003,0.003,90,503635968,60,56035.91444444,5,104,19.3981,0.009,19.5081,0.016,115000,18.1692,0.0052,18.2482,0.0051,115000,16.6579,0.0033,16.7405,0.0056,115000,15.9701,0.0034,16.0256,0.0021,115000,15.6161,0.0049,15.6792,0.0103,115000,0.579391,130.6643333692148,19.4144162961899,0.004,0.002,90,661229701489213824,130.66416534959,0.1135,19.41435975176,0.0644,5.3607,0.1397,-36.805,0.226,-13.133,0.131,false,2037.19,2.03649,17.415789,321.208,7.82842,19.084423,2793.22,8.8988,16.146658,2.937765,,,0,,,,,,0.111565
129.4441,19.43829,08374660+1926181,129.444176,19.438368,0.06,0.06,90,9.591,9.33,7.9088618362923,9.276,1.279,0.029,0.03,0.024,AAA,222,0,2451617.7627,0.381333,131321294441156533,129.44405054,19.43828966,0.001,0.001,90,604135424,72,55296.13200231,4,61,10.862,,,,16484,10.555,,,,114788,10.465,,,,32868,10.451,,,,32868,10.456,,,,65636,0.510821,129.4442095059306,19.4383469546021,0.002,0.001,90,661277461525418752,129.44404508975,0.0541,19.43828755928,0.0355,5.3281,0.0827,-36.01,0.121,-13.795,0.065,false,1184770,1083.15,10.504278,654183,1429.66,10.81214,755442,1271.99,10.066418,0.745722,35.65,0.6,7,5915.6,0.078,0.039,1.22,1.636,0.136668
131.6141,19.20901,08462741+1912325,131.614239,19.209044,0.08,0.07,87,14.87,14.22,12.4695900994271,13.916,5.178,0.038,0.047,0.049,AAA,222,0,2451110.0135,0.488135,131051316141251384,131.61406285,19.20901649,0.004,0.001,90,503635968,60,56121.38008102,10,63,20.3386,0.0131,20.4247,0.0282,115000,19.094,0.007,19.2127,0.016,115000,17.3597,0.0041,17.4306,0.0082,115000,16.551,0.0051,16.6283,0.0046,115000,16.1548,0.0122,16.2244,0.0246,115000,0.606968,131.6142259024648,19.209068190077,0.005,0.003,90,661060479775918592,131.61405181376,0.1636,19.20901457791,0.0968,5.1371,0.2131,-38.182,0.339,-12.452,0.189,false,1055.99,1.58323,18.129211,157.676,7.11441,19.856976,1572.32,9.53374,16.770569,3.086407,,,0,,,,,,0.097807
130.4057,19.52048,08413741+1931140,130.405892,19.520559,0.08,0.07,0,11.426,10.883,9.39734753858778,10.731,2.619,0.02,0.02,0.018,AAA,222,0,2451106.0162,0.710843,131421304057565141,130.40570648,19.52048564,0.031,0.025,90,503635968,60,55819.09105324,5,83,14.0465,0.0018,14.1079,0.0029,115000,13.35,,,,114724,12.937,,,,114724,12.68,,,,114724,12.495,0.0027,12.511,0.0046,115000,0.68264,130.4058663406766,19.5205361834507,0.001,0,90,661246675199973504,130.40569856619,0.0219,19.52048354533,0.0139,5.4109,0.0253,-36.727,0.044,-12.226,0.028,true,102868,23.8128,13.157662,40953.5,50.5732,13.820662,89109.8,50.8925,12.387106,1.433556,32.49,1.57,15,4626.5,0.367,0.1625,0.64,0.17,0.119696
130.7613,19.31867,08430274+1919071,130.761434,19.318663,0.24,0.19,170,16.209,15.513,14.1526726744215,15.465,5.7902,0.112,0.143,0.195,BBC,222,0,2451109.9824,0.455935,131181307614073027,130.76133564,19.3186712,0.009,0.006,90,503635968,60,56022.40855324,5,74,22.5394,0.1405,20.8843,0.1245,16892216,21.2552,0.0449,21.2846,0.0749,115000,19.1388,0.0111,19.2607,0.0094,115000,18.1588,0.0043,18.2521,0.0095,115000,17.6381,0.0107,17.7193,0.0135,115000,0.335459,130.7614936675473,19.3187228251305,0.015,0.008,90,661040375034239104,130.76132869294,0.4663,19.31866885129,0.2418,5.4643,0.6062,-36.159,0.971,-12.536,0.497,false,204.703,0.701809,19.910553,60.2714,7.54993,20.90111,343.388,5.88764,18.422457,2.478653,,,0,,,,,,0.295762
131.1515,19.28822,08443640+1917177,131.151669,19.288271,0.07,0.07,113,15.475,14.763,13.3704131344549,14.628,5.2673,0.063,0.071,0.093,AAA,222,0,2451110.0016,0.602886,131141311515346451,131.15149244,19.28822464,0.01,0.009,90,503635968,60,56003.05725694,5,72,21.1573,0.0321,21.307,0.0773,115000,19.8953,0.0135,20.016,0.0156,115000,18.0909,0.0061,18.1774,0.0106,115000,17.262,0.0033,17.3361,0.0078,115000,16.8308,0.0052,16.8875,0.0082,115000,0.62272,131.1516558249192,19.2882783777987,0.01,0.006,90,661116241335005056,131.151484167,0.325,19.28822191747,0.204,5.6038,0.362,-37.631,0.619,-13.113,0.409,false,541.256,1.03701,18.854858,63.1143,6.57445,20.851068,807.001,7.64385,17.494734,3.356335,,,0,,,,,,0.052054
129.8723,19.78655,08392940+1947118,129.872529,19.786634,0.09,0.08,0,10.739,10.222,8.56397190470812,10.065,2.348,0.025,0.021,0.018,AAA,222,0,2451105.9967,0.832586,131741298724604447,129.87238326,19.78657428,0.028,0.016,0,604299264,72,56071.47467593,6,83,13.182,,,,114724,12.413,,,,65572,12.09,,,,98340,11.906,,,,65572,11.803,,,,16420,0.538469,129.8724990479403,19.7866045916291,0.003,0.002,90,661313023854578560,129.8723373714,0.083,19.78654942746,0.0554,5.0095,0.1109,-35.334,0.176,-12.812,0.109,false,224048,96.4164,12.312512,97488.4,190.297,12.879005,181904,329.718,11.612314,1.266691,,,0,5101,0.6658,0.3517,0.79,0.381,0.146639
131.8306,19.21441,08471939+1912520,131.830795,19.214458,0.09,0.06,0,14.067,13.395,11.851245644259,13.152,4.7469,0.034,0.041,0.031,AAA,222,0,2451622.6488,0.685046,131051318306987852,131.83065371,19.21440862,0.004,0.003,90,503636096,60,56180.91346065,10,64,19.0809,0.0114,19.188,0.0248,115000,17.8989,0.0045,17.9859,0.0069,115000,16.3515,0.0052,16.3959,0.0038,115000,15.6652,0.005,15.7086,0.0069,115000,15.3371,6E-04,15.3756,0.0256,115000,0.512151,131.8308141348666,19.2144570992175,0.003,0.002,90,661079652509975936,131.83064272096,0.0865,19.21440609162,0.0517,5.4935,0.1101,-37.594,0.182,-11.847,0.108,false,2693.91,3.86808,17.112408,433.175,10.0732,18.75973,3723.52,19.397,15.834537,2.925193,,,0,,,,,,0.065129
129.9469,19.65949,08394730+1939344,129.947094,19.659557,0.08,0.08,90,13.784,13.204,11.4047917196682,12.904,4.7694,0.026,0.03,0.033,AAA,222,0,2451105.9968,0.700523,131591299469761973,129.94690761,19.6594886,0.003,0.002,90,503635968,60,55989.30672454,5,48,18.9253,0.0077,18.9561,0.0119,115000,17.6734,0.006,17.7068,0.0108,115000,16.1334,0.0084,16.154,3E-04,115000,15.4502,0.0011,15.4828,8E-04,115000,15.0944,0.0071,15.0929,0.003,115000,0.678173,129.9470709843174,19.6595368031591,0.004,0.003,90,661296290661998208,129.9469005935,0.1285,19.65948558622,0.0842,5.0137,0.1646,-37.268,0.249,-11.896,0.161,false,3313.49,3.73573,16.887651,562.752,10.2356,18.475595,4627.69,16.2431,15.598511,2.877085,,,0,4236.49,0.8543,0.475,,,0.106652
130.0543,19.76383,08401308+1945498,130.054519,19.763861,0.06,0.06,107,15.114,14.645,12.9525183337772,14.281,5.1501,0.045,0.061,0.072,AAA,222,0,2451105.9998,0.750305,131711300544287147,130.0543475,19.7638293,0.005,0.003,90,503635968,60,56041.96344907,5,61,20.7319,0.0377,20.9351,0.0512,115000,19.4311,0.0305,19.6393,0.0148,115000,17.6989,0.005,17.801,0.0036,115000,16.8983,0.005,16.9549,0.0045,115000,16.4866,0.0079,16.6291,0.0066,115000,0.592133,130.0545052313009,19.7638815467985,0.008,0.005,90,661298897704486912,130.05433737101,0.2561,19.76382693921,0.1868,5.4238,0.3147,-36.69,0.495,-12.683,0.336,false,771.052,2.41591,18.470655,131.984,9.00646,20.050085,1197.87,11.6006,17.065897,2.984188,,,0,,,,,,0.087449
129.9446,19.73677,08394675+1944126,129.944811,19.736847,0.09,0.08,0,14.522,13.941,12.3053553129915,13.636,4.7778,0.033,0.04,0.053,AAA,222,0,2451105.9967,0.766832,131681299446834704,129.94460788,19.73677542,0.004,0.002,90,503635968,60,56191.61678241,5,72,19.6721,0.0181,19.7681,0.0276,115000,18.4138,0.0169,18.5387,0.0064,115000,16.8729,0.0046,16.9454,0.0052,115000,16.1584,0.003,16.2148,0.0048,115000,15.8014,0.0055,15.8647,0.006,115000,0.734932,129.9447565726772,19.7368286751289,0.005,0.003,90,661308935045711872,129.94459848119,0.1568,19.7367726601,0.1115,5.4184,0.2174,-34.561,0.33,-13.01,0.209,false,1685.03,2.54369,17.621845,287.916,8.15397,19.203224,2374.64,13.8245,16.322926,2.880299,,,0,,,,,,0.195871
131.6782,19.42616,08464281+1925343,131.678384,19.426195,0.07,0.06,90,13.944,13.344,11.7784161678467,13.162,4.6053,0.026,0.037,0.031,AAA,222,0,2451622.6397,0.637271,131311316782841975,131.67822454,19.42616185,0.005,0.003,90,503636096,60,56204.91671296,5,52,18.9641,0.0088,19.0905,0.0139,115000,17.7673,0.0021,17.8696,0.0113,115000,16.2817,0.0071,16.3482,0.0047,115000,15.6071,0.0032,15.6361,0.0061,115000,15.2941,0.0108,15.2999,0.0025,115000,0.554373,131.6783831968314,19.4262118362845,0.003,0.002,90,661098550366013696,131.6782173514,0.0811,19.4261595869,0.0494,5.2879,0.1017,-36.326,0.168,-12.135,0.101,false,2961.32,2.27413,17.009651,495.893,5.69234,18.612919,3996.12,9.95018,15.757824,2.855095,,,0,3625.11,0.5627,0.336,,,0.060672
129.9276,19.7784,08394265+1946425,129.927736,19.778486,0.09,0.08,0,6.106,5.989,4.64987142849778,6,0.564,0.026,0.016,0.018,AAA,111,0,2451105.9967,0.555079,131731299277344411,129.92756384,19.77840063,0.001,0.001,90,1409359872,168,51105.49668981,4,18,6.559,,,,114788,6.564,,,,114788,6.652,,,,68,6.762,,,,114788,6.81,,,,114788,0.659236,129.9277268776841,19.7784551598328,0.002,0.001,90,661311443306610688,129.92755814056,0.0486,19.77839874235,0.0328,5.37,0.0705,-36.879,0.106,-13.103,0.061,false,4.34863E+07,29444.6,6.592484,2.7798E+07,78956.5,6.741354,2.24145E+07,57509,6.385595,0.355759,,,0,7502.5,0.618,0.3443,4.57,59.516,0.115245
130.1645,18.81823,08403952+1849057,130.164699,18.818274,0.08,0.06,90,11.759,11.156,9.68307198397262,11.004,2.7453,0.02,0.021,0.016,AAA,222,0,2451106.0071,0.696361,130581301645792416,130.1645551,18.81823554,0.008,0.003,0,503635968,60,55752.94199074,10,64,14.7421,0.0032,14.7887,0.0021,115000,13.7493,0.0012,13.7304,0.0011,115000,13.387,,,,114724,12.9885,0.0079,13.0265,0.0018,115000,12.8468,4E-04,12.8595,9E-04,115000,0.509522,130.1646745303404,18.8182764563034,0.001,0.001,90,660996020906770560,130.16451170667,0.0314,18.81822562044,0.0233,5.4427,0.045,-35.796,0.072,-11.807,0.044,false,65124.9,26.4561,13.653997,23701.5,59.3802,14.414448,60286.5,61.4352,12.81137,1.603078,,,0,4250.58,0.488,0.2512,0.65,0.125,0.08385
129.7909,19.78298,08390986+1946589,129.791095,19.783037,0.09,0.06,90,12.181,11.54,9.96160855879703,11.347,4.112,0.02,0.02,0.02,AAA,222,0,2451105.9902,0.691707,131741297909810155,129.7909344,19.78298788,0.009,0.005,90,503635968,60,56056.89815972,5,78,16.6625,0.0041,16.7306,0.0056,115000,15.459,8E-04,15.5298,0.0011,115000,14.2677,0.001,14.3239,0.0016,115000,13.7382,0.0034,13.7805,0.0029,115000,13.4589,0.004,13.4954,0.0129,115000,0.572055,129.7910829279714,19.7830468765462,0.003,0.002,90,661313504890920448,129.79092405464,0.0975,19.78298429608,0.0644,5.2835,0.1494,-34.722,0.209,-14.535,0.124,false,19416.1,12.2694,14.967959,4227.19,34.9305,16.286259,23991.9,78.0498,13.81176,2.474499,,,0,3851.65,,,0.51,0.051,0.05419
129.9186,19.31491,08394051+1918539,129.918804,19.31498,0.08,0.06,90,14.083,13.473,11.9464501503728,13.228,4.6581,0.028,0.023,0.033,AAA,222,0,2451105.997,0.737456,131171299186828439,129.91862172,19.31490961,0.009,0.003,0,503636096,60,56020.19623843,5,83,19.0931,0.0127,19.1518,0.0172,115000,17.8861,0.0066,17.9634,0.0046,115000,16.3635,0.0052,16.4233,0.0052,115000,15.6715,0.0043,15.7315,0.0044,115000,15.3661,0.0037,15.3938,0.006,115000,0.669113,129.9187825231814,19.314962004705,0.004,0.002,90,661216949728995584,129.91861010772,0.1142,19.31490776104,0.0827,5.5423,0.1871,-37.791,0.27,-12.599,0.158,false,2683.45,4.17038,17.116632,479.98,14.11,18.64833,3664.2,17.008,15.851971,2.79636,,,0,,,,,,0.097574
130.8432,19.20016,08432240+1912007,130.843348,19.200209,0.06,0.06,90,13.571,12.938,11.3300762185942,12.653,4.3968,0.029,0.027,0.026,AAA,222,0,2451109.9847,0.533189,131041308432240754,130.84319169,19.20016136,0.008,0.003,90,503635968,60,55991.71571759,10,71,18.2813,0.0077,18.3135,0.0087,115000,17.0498,0.0037,17.1419,0.0043,115000,15.6842,0.0018,15.7541,0.0052,115000,15.0777,0.0012,15.1211,0.0032,115000,14.7667,0.0014,14.7944,0.0082,115000,0.558405,130.8433459105563,19.2002081295477,0.002,0.001,90,661024024093555840,130.84318071114,0.0748,19.20015773692,0.0413,5.4377,0.0998,-36.235,0.155,-11.704,0.082,false,5096.05,3.39404,16.420282,922.88,8.11435,17.938524,6652.9,12.9221,15.204392,2.734132,,,0,4374.29,0.555,0.2977,,,0.007764
130.0102,19.67644,08400249+1940353,130.010376,19.676485,0.06,0.06,90,13.71,13.125,11.5024479031055,12.851,4.3895,0.025,0.026,0.026,AAA,222,0,2451105.9998,0.618207,131611300102972301,130.01021546,19.67644059,0.003,0.003,0,503635968,60,56158.47377315,5,71,18.4404,0.0067,18.5162,0.008,115000,17.2405,0.0055,17.3118,0.004,115000,15.8776,0.0081,15.9228,0.0016,115000,15.239,0.0075,15.3026,0.0043,115000,14.9305,0.0054,14.9735,0.0048,115000,0.567196,130.0103676758575,19.6764932597192,0.003,0.002,90,661296565539900544,130.01020479476,0.1097,19.6764378599,0.0838,5.3739,0.1293,-35.621,0.214,-12.867,0.153,false,4306.8,5.81532,16.60298,816.738,12.7622,18.071182,5660.13,21.4562,15.379854,2.691328,,,0,3604.73,0.366,0.1763,,,0.040992
130.0161,18.93253,08400391+1855574,130.016301,18.932625,0.08,0.07,90,15.093,14.493,12.7388050137027,14.174,5.2446,0.041,0.047,0.061,AAA,222,0,2451105.9992,0.765141,130711300162019609,130.01615015,18.93253418,0.015,0.008,0,503635968,60,55933.39796296,5,53,20.6527,0.0164,20.7589,0.0553,115000,19.4186,0.0118,19.5735,0.0203,115000,17.6479,0.0018,17.7308,0.0054,115000,16.8241,0.0124,16.9377,0.0021,115000,16.4469,0.006,16.5208,0.0068,115000,0.608905,130.0162989702332,18.9325862570319,0.007,0.004,90,661186202060520704,130.01614028277,0.2151,18.93253261324,0.1443,5.1637,0.3004,-34.863,0.445,-12.459,0.28,false,801.326,1.56433,18.428843,156.13,9.3031,19.867676,1221.46,12.4538,17.044722,2.822954,,,0,,,,,,0.139646
