col1,col2,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,AbsKmag,Kmag,r-K,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD,angDist,objID,RAJ2000_x,DEJ2000_x,errHalfMaj_x,errHalfMin_x,errPosAng_x,f_objID,Qual,Epoch,Ns,Nd,AbsGmag,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_x,ra_epoch2000,dec_epoch2000,errHalfMaj_xa,errHalfMin_xa,errPosAng_xa,source_id,ra,ra_error,dec,dec_error,parallax_percent,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist_xa
74.3273,21.60221,04571847+2136085,74.326968,21.602362,0.06,0.06,90,12.205,11.63,12.391,11.331,4.938,0.021,0.021,0.018,AAA,222,0,2450754.8609,1.238672,133920743272093235,74.32728199,21.60222312,0.006,0.003,90,503635968,60,56120.45693287,10,64,18.583,17.523,0.0085,17.6042,0.0056,115000,16.269,0.0034,16.3347,0.0043,115000,14.6558,0.0032,14.7077,0.0023,115000,13.8839,0.0011,13.934,0.003,115000,13.5148,0.0024,13.5279,9E-04,115000,1.163832,74.3270097394817,21.6023599708102,0.003,0.001,90,3412163946860515712,74.32729514935,0.0882,21.60221417066,0.0496,0.006,16.291,0.095,61.633,0.19,-33.863,0.092,false,13131.3,5.33141,15.392594,1844.55,10.5405,17.18666,18345.9,27.9786,14.10307,3.083591,,,0,3676.97,0.458,0.2567,,,0.139899
74.06991,21.36703,04561668+2122019,74.069508,21.367208,0.07,0.06,0,11.138,10.504,11.6322827052569,10.247,4.4815,0.022,0.021,0.017,AAA,222,0,2450754.8511,1.492311,133640740698071015,74.06988692,21.36703755,0.014,0.013,0,436527104,52,56190.86634259,6,87,17.3375,15.9522,0.0034,16.0272,0.0078,115000,14.7285,0.0049,14.7818,0.0021,16696,13.3451,0.0121,13.3883,0.0066,115768,14.5843,0.2304,14.3383,0.2906,16793912,12.369,0.0046,12.386,0.004,16696,1.410786,74.0695615489312,21.3671989984717,0.002,0.001,90,3412131068887787776,74.06990502763,0.0584,21.36702960774,0.035,0.0037,18.9259,0.0705,74.292,0.112,-39.342,0.066,false,45358.7,14.8569,14.046713,7797.44,24.2355,15.621509,59421.9,51.4377,12.827054,2.794455,,,0,3665.46,0.62,0.2325,,,0.182427
55.48192,18.75981,03415547+1845359,55.481154,18.759979,0.07,0.06,0,9.71,9.107,10.7899014952768,8.868,4.6519,0.021,0.024,0.021,AAA,222,0,2451088.9611,2.681045,130510554816941959,55.48174644,18.75969634,0.022,0.022,90,302063616,36,56198.50480324,0,8,1.9219,,,,,0,13.5199,0.2678,13.1755,0.1722,16778264,12.9951,0.0019,12.7268,0.0405,24,12.5371,0.0384,12.5431,0.3238,24,12.1735,0.0012,11.9092,0.001,24,2.261362,55.4812079671928,18.7599357944624,0.002,0.001,90,44894472808190720,55.48191696993,0.0476,18.7598131699,0.0243,0.0018,24.2315,0.0442,155.923,0.106,-28.481,0.057,false,238145,122.147,12.246261,56251.2,152.983,13.476058,275840,361.112,11.160277,2.315781,35.2,0.69,9,3931,0.084,0.045,,,0.240903
65.75005,13.3162,04225989+1318585,65.749571,13.316259,0.07,0.06,90,10.122,9.467,10.6176039761616,9.251,3.8441,0.02,0.02,0.017,AAA,222,0,2450727.9172,1.691426,123970657498999983,65.75003529,13.3162042,0.041,0.033,90,570744832,68,55993.7481713,5,68,15.6922,14.3256,0.0049,14.3777,0.0052,115000,13.0951,0.0137,13.0847,0.0087,16892216,12.026,0.0436,13.138,0.0987,65592,11.5973,0.001,11.6024,0.001,16892216,12.2162,0.0956,11.9622,0.0432,16892472,1.638425,65.7496225392977,13.3162594374952,0.002,0.001,90,3310348551653256448,65.75004675001,0.0432,13.31620132039,0.0247,0.0024,18.7638,0.0458,95.877,0.102,-13.498,0.057,false,159011,238.474,12.684797,37905.9,271.93,13.90462,185413,611.468,11.591573,2.313047,,,0,3619,0.456,0.242,,,0.18056
64.53589,13.33109,04180852+1319524,64.535529,13.331224,0.12,0.06,0,10.288,9.698,10.9375613759115,9.352,6.1275,0.025,0.024,0.019,AAA,222,0,2450727.869,1.353467,123990645357958281,64.53584334,13.33152982,0.067,0.067,90,268959744,32,55178.97798611,0,3,1.5856,,,,,0,15.4795,0.0198,,,4112,,,,,0,,,,,0,14.0978,0.1512,,,4120,1.557107,64.5354061919175,13.3311630589906,0.003,0.003,90,3310478710637938560,64.53589387461,0.1182,13.33109446843,0.0867,0.0055,20.7545,0.1149,110.216,0.205,-15.931,0.168,false,43898,135.782,14.082253,,,,,,,,,,0,,,,,,0.482907
64.53628,13.33126,04180852+1319524,64.535529,13.331224,0.12,0.06,0,10.288,9.698,10.9375613759115,9.352,6.1275,0.025,0.024,0.019,AAA,222,0,2450727.869,2.633937,123990645357958281,64.53584334,13.33152982,0.067,0.067,90,268959744,32,55178.97798611,0,3,1.5856,,,,,0,15.4795,0.0198,,,4112,,,,,0,,,,,0,14.0978,0.1512,,,4120,1.557107,64.5354061919175,13.3311630589906,0.003,0.003,90,3310478710637938560,64.53589387461,0.1182,13.33109446843,0.0867,0.0055,20.7545,0.1149,110.216,0.205,-15.931,0.168,false,43898,135.782,14.082253,,,,,,,,,,0,,,,,,0.482907
64.67651,12.51064,04184223+1230385,64.675993,12.510701,0.11,0.08,0,11.062,10.48,11.7935516363371,10.205,4.7462,0.02,0.022,0.019,AAA,222,0,2450727.8709,1.830229,123010646764433457,64.67648871,12.51064388,0.008,0.004,90,436527104,52,56046.81234954,5,87,17.7378,16.1492,0.0031,16.2141,0.003,115000,14.9512,0.0027,15.0021,0.0035,115000,13.4095,0.0014,13.4767,9E-04,115000,12.7046,0.005,12.7471,0.0049,115000,12.3672,0.0017,12.3763,0.0046,115000,1.754276,64.676030139287,12.510692996061,0.003,0.002,90,3310178784482082816,64.67651469638,0.0918,12.51064011169,0.0529,0.0052,20.7831,0.1086,109.87,0.168,-12.283,0.136,false,41411.4,56.412,14.145566,6382.16,46.6074,15.838969,56249.5,224.049,12.886623,2.952346,,,0,3572,0.626,0.3657,,,0.133669
70.15459,16.63564,04403699+1638088,70.154161,16.635805,0.07,0.06,0,12.655,12.046,13.2435015832775,11.706,5.6209,0.024,0.023,0.018,AAA,222,0,2450731.0028,1.594528,127960701544613404,70.15456248,16.635645,0.007,0.005,90,436527232,52,56135.57144676,5,65,20.1596,18.6221,0.0161,18.7023,0.0238,115000,17.3269,0.0012,17.4158,0.0047,115000,15.4251,0.0061,15.506,0.0037,115000,14.532,0.0034,14.5817,0.0032,115000,14.0602,0.0034,14.0748,0.0022,115000,1.499846,70.1541859031175,16.6357512229264,0.004,0.001,90,3310131711641618816,70.15458635459,0.0831,16.63563829018,0.0398,0.0058,20.3002,0.1171,89.115,0.239,-26.23,0.082,false,6550.13,4.63956,16.14774,687.689,6.50533,18.257908,9920.21,26.337,14.770618,3.487289,,,0,3681.21,,,,,0.211798
69.98327,21.49423,04395590+2129397,69.982924,21.494385,0.08,0.07,0,10.317,9.612,10.4593536626164,9.423,3.577,0.02,0.02,0.017,AAA,222,0,2451089.9538,1.286306,133790699831103656,69.98324456,21.49422874,0.081,0.035,90,637853696,76,56111.60152778,4,75,15.2891,14.2527,0.0024,14.3023,0.0041,115000,13,,,,114724,12.326,,,,16420,11.864,,,,65572,11.644,,,,114724,1.21219,69.9829378233046,21.4943653821787,0.001,0.001,90,3411434528270795648,69.98327311749,0.0413,21.49422587827,0.0255,0.0027,16.1165,0.0443,72.459,0.083,-32.401,0.053,false,150106,58.0468,12.747373,38170.8,93.6471,13.897059,168073,262.785,11.698173,2.198887,41.82,0.94,8,3927.87,0.586,0.291,,,0.08445
65.6791,20.56999,04224284+2034125,65.678518,20.570152,0.06,0.06,90,10.458,9.834,11.3098062217956,9.573,4.6684,0.021,0.024,0.017,AAA,222,0,2450752.8678,2.046476,132680656789124576,65.67907592,20.56999538,0.03,0.024,90,436527104,52,56062.66947917,5,79,17.1909,15.4541,0.0034,15.5149,0.0041,115000,14.2414,0.0044,14.3009,0.0067,115000,12.743,0.0013,12.8052,0.0114,16892216,12.0605,3E-04,12.1117,8E-04,16892216,11.7943,0.001,11.7538,0.001,16892216,1.963166,65.6785952488876,20.5701515572314,0.006,0.005,90,49157794785448192,65.67910170197,0.1906,20.56998659545,0.1073,0.00939258300526704,22.2516,0.209,110.128,0.402,-38.314,0.324,false,77757.3,36.181,13.461513,12561.8,31.1509,15.103757,103928,155.727,12.220091,2.883666,,,0,3937.06,,,,,0.26037
63.88631,20.80752,04153255+2048274,63.885639,20.807613,0.07,0.06,0,11.96,11.336,12.7863684359945,11.008,5.6809,0.024,0.023,0.02,AAA,222,0,2450752.787,2.282737,132960638861009526,63.88619167,20.80744433,0.007,0.007,0,444915712,53,56272.26546296,13,67,19.7356,17.9572,0.0202,17.9063,0.0094,16892216,16.6889,0.0203,16.5799,0.0041,16892216,14.8473,0.0171,14.6713,0.0013,16892216,13.9727,0.018,13.7605,0.0021,16892216,13.5707,0.0158,13.281,0.0014,16892216,1.956461,63.8857271752492,20.8077028209665,0.004,0.003,90,49341619383660288,63.88630527083,0.145,20.80752240093,0.082,0.0081,22.6816,0.1843,125.51,0.242,-41.904,0.196,false,7351.76,14.9548,16.022387,1438.78,29.0437,17.456398,19692.2,189.257,14.026186,3.430212,,,0,3681,,,,,0.438869
63.88627,20.80729,04153255+2048274,63.885639,20.807613,0.07,0.06,0,11.96,11.336,12.7863684359945,11.008,5.6809,0.024,0.023,0.02,AAA,222,0,2450752.787,2.420976,132960638861009526,63.88619167,20.80744433,0.007,0.007,0,444915712,53,56272.26546296,13,67,19.7356,17.9572,0.0202,17.9063,0.0094,16892216,16.6889,0.0203,16.5799,0.0041,16892216,14.8473,0.0171,14.6713,0.0013,16892216,13.9727,0.018,13.7605,0.0021,16892216,13.5707,0.0158,13.281,0.0014,16892216,1.956461,63.8857271752492,20.8077028209665,0.004,0.003,90,49341619383660288,63.88630527083,0.145,20.80752240093,0.082,0.0081,22.6816,0.1843,125.51,0.242,-41.904,0.196,false,7351.76,14.9548,16.022387,1438.78,29.0437,17.456398,19692.2,189.257,14.026186,3.430212,,,0,3681,,,,,0.438869
63.92733,20.81965,04154242+2049114,63.926789,20.819851,0.07,0.06,90,6.537,6.257,7.78334209988108,6.19,1.7687,0.027,0.017,0.017,AAA,111,0,2450752.7919,1.958968,132980639271774217,63.92683431,20.8196364,0.001,0.001,90,1343750144,160,56098.6568287,1,18,10.0749420998811,8.4816,0.0512,12.4461,0.0355,88,7.9587,0.0114,12.1842,0.0094,114808,7.596,0.0047,11.7164,0.0152,88,7.9009,0.0241,11.6368,0.0062,88,6.6965,0.1866,,,88,0.787461,63.9268220756788,20.8197995117644,0.002,0.002,90,49365087086285184,63.92732513607,0.0784,20.81964613206,0.0388,0.00402803783186903,20.829,0.0839,109.211,0.141,-35.624,0.117,false,1.66466E+07,11251,7.63505,8606660,20679.1,8.014301,1.11868E+07,47554.1,7.140155,0.874146,,,0,5643.75,0.438,0.21,1.29,1.53,0.216205
65.44162,20.39555,04214586+2023446,65.441108,20.395727,0.08,0.07,0,13.94,13.349,14.4701874785742,12.926,6.9123,0.026,0.024,0.028,AAA,222,0,2450752.8511,1.841409,132470654414765276,65.44153012,20.39558533,0.01,0.005,90,436527104,52,56100.61395833,10,60,22.7846,21.2404,0.0364,21.1843,0.0642,115000,19.8383,0.0168,19.9227,0.0336,115000,17.3206,0.0034,17.4035,0.0072,115000,16.1204,0.0063,16.1841,0.0071,115000,15.4754,0.0058,15.4955,0.0062,115000,1.512919,65.4411461309431,20.3956979989522,0.008,0.005,90,49131681384221952,65.44162395469,0.2295,20.39555464187,0.0981,0.0129,20.3628,0.2633,104.021,0.5,-33.296,0.302,false,1227.93,1.55103,17.965435,75.5659,6.59956,20.655573,2130.26,10.898,16.44084,4.214733,,,0,,,,,,0.165695
65.43535,20.40276,04214435+2024105,65.434833,20.402943,0.08,0.07,0,13.494,12.862,14.0411436143216,12.508,6.2699,0.024,0.027,0.024,AAA,222,0,2450752.8511,1.864692,132480654352093903,65.43532741,20.40276878,0.01,0.003,90,436527232,52,56089.54016204,10,72,21.6573,20.1242,0.0147,20.2268,0.023,115000,18.7779,0.0195,18.9055,0.0167,115000,16.5828,0.0045,16.6397,0.005,115000,15.5333,0.0024,15.5832,0.0065,115000,14.9443,0.0033,14.9777,0.0102,115000,1.782221,65.4348810668578,20.4029035376399,0.005,0.003,90,49131681384221184,65.43535480719,0.1417,20.40275928041,0.0675,0.0083,20.2595,0.1684,103.127,0.292,-33.505,0.208,false,2331.97,3.83217,17.269058,178.618,8.69853,19.721575,3827.98,23.5783,15.804496,3.917079,,,0,,,,,,0.215607
64.23606,20.87657,04165650+2052363,64.235442,20.876764,0.07,0.06,0,13.663,13.037,14.2645998753385,12.608,6.9297,0.026,0.026,0.028,AAA,222,0,2450752.8015,2.192927,133050642358682485,64.23605045,20.87656517,0.032,0.025,90,436527232,52,56198.48407407,5,79,22.663,21.0064,0.0218,21.0785,0.0765,115000,19.5377,0.0142,19.5823,0.0186,115000,17.1099,0.0059,17.1871,0.0055,115000,15.8983,0.0045,15.9729,0.0023,115000,15.2252,0.0056,15.2895,0.0063,115000,2.168179,64.2355130957087,20.8767362222767,0.008,0.005,90,49324572659092992,64.23606160505,0.2382,20.87656850655,0.098,0.0131,21.4447,0.2801,119.032,0.527,-38.954,0.312,false,1481.77,2.48256,17.761414,101.687,6.60789,20.333221,2595.76,11.9875,16.226257,4.106964,,,0,,,,,,0.259208
64.69037,21.03158,04184554+2101544,64.689774,21.03178,0.06,0.06,90,13.143,12.535,14.0563400200095,12.213,6.1239,0.022,0.024,0.021,AAA,222,0,2450752.8274,2.12816,133230646901858501,64.69034306,21.03159013,0.005,0.002,90,436527104,52,56215.29895833,5,75,21.5014,19.6581,0.0209,19.7367,0.0222,115000,18.3369,0.0083,18.4392,0.0092,115000,16.1477,0.0026,16.2083,0.0034,115000,15.1323,0.002,15.1849,0.0016,115000,14.5921,0.0029,14.6155,0.0039,115000,2.030641,64.6898179092553,21.0317544043864,0.004,0.003,90,49407521363733632,64.69037492583,0.1075,21.03157884672,0.0562,0.0052,23.3705,0.1207,120.753,0.243,-40.775,0.18,false,3409.45,2.34816,16.856655,264.065,5.98602,19.29711,5505.68,13.4698,15.409893,3.887217,,,0,3307.67,0.3565,0.1953,,,0.173952
79.73139,8.45406,05185547+0827146,79.731161,8.454062,0.11,0.06,0,13.108,12.512,13.5354758443265,12.239,5.4925,0.026,0.032,0.023,AAA,222,0,2451586.6103,0.815474,118140797313025309,79.73137716,8.45405762,0.009,0.003,90,503635968,60,56120.25635417,5,70,20.3237,19.0272,0.0102,19.1062,0.0166,115000,17.7315,0.0033,17.8126,0.0068,115000,15.8288,0.0026,15.8895,0.0027,115000,14.9378,0.0036,14.9873,0.004,115000,14.4772,0.0045,14.4913,0.0047,115000,0.769882,79.7311503556782,8.4540765263816,0.004,0.003,90,3242232470578902656,79.73138733662,0.1144,8.45405810751,0.0937,0.0076,18.1675,0.1388,54.443,0.242,-4.278,0.193,false,4477.7,6.64922,16.560728,483.73,9.60805,18.639881,6767.01,33.6636,15.185927,3.453954,,,0,3922.82,,,,,0.064586
77.83085,7.90891,05111934+0754322,77.830608,7.908948,0.07,0.06,90,8.997,8.409,9.511,8.301,3.8751,0.024,0.038,0.026,AAA,111,0,2451539.6839,0.87369,117490778308530846,77.83091721,7.90855561,0.043,0.043,90,1375805440,164,55983.97953704,1,19,12.9219236662213,11.7122,4E-04,12.9007,0.2975,16440,12.1761,0.0468,12.2966,0.2037,16440,11.4881,,12.5037,0.3228,16440,11.8684,0.0748,10.5685,0.0937,16892984,11.581,0.015,10.2351,0.062,16778264,1.791956,77.8306060641595,7.9089218965736,0.001,0.001,90,3241952369992171904,77.83085387035,0.0411,7.9089110597,0.035,0.00291590284142988,17.456,0.0509,57.008,0.081,-2.517,0.058,false,933900,310.898,10.762614,358866,370.039,11.464057,815850,823.541,9.982895,1.481162,43.31,1.1,3,4447.6,0.299,0.1467,0.67,0.159,0.094226
79.36724,11.79071,05172808+1147268,79.367013,11.790788,0.08,0.06,0,9.699,9.028,10.0308820932422,8.853,4.9881,0.022,0.031,0.02,AAA,222,0,2451524.8959,0.847809,122140793671679363,79.36723461,11.79071184,0.067,0.053,90,637853696,76,55875.21135417,5,88,14.3517,13.1738,0,13.2204,0,16892216,13.8411,0,13.5451,0,16892984,11.2845,0.035,12.8843,0.0355,32824,11.555,0.0018,11.6074,0.0019,16892984,11.5155,0.0475,11.246,0.0031,16794680,0.827693,79.3670177799496,11.7907607500594,0.001,0.001,90,3387573300585597184,79.36723916154,0.0394,11.79070807001,0.0317,0.00267412320732012,17.2019,0.046,50.333,0.068,-12.235,0.054,false,339817,170.682,11.860253,104491,205.498,12.803689,344128,599.583,10.920119,1.88357,45.64,0.66,9,4267.39,0.148,0.135,,,0.099535
80.10616,11.60976,05202542+1136353,80.105941,11.609821,0.07,0.06,0,7.696,7.397,8.5539902152199,7.302,3.9743,0.023,0.061,0.021,AAA,111,0,2451586.6223,0.802886,121930801057251812,80.10584965,11.60963531,0.135,0.135,90,268959744,32,56371.72076389,0,5,10.9598,9.7078,0.2714,12.8404,0.051,24,11.2763,0.0021,,,24,8.7457,0.001,12.5737,0.001,24,,,,,0,,,,,0,0.742051,80.1059301178186,11.6098191340185,0.002,0.001,90,3387381646261643776,80.1061598051,0.0476,11.60975891057,0.0395,0.0027,17.7991,0.0486,52.255,0.099,-13.987,0.074,false,5486980,5534.98,8.840032,2778030,9152.9,9.242047,3775830,12063.4,8.31939,0.922657,44.2,0.65,3,5464.33,0.1735,0.081,0.93,0.702,0.038958
67.73288,24.83791,04305575+2450174,67.732293,24.838177,0.06,0.06,90,11.588,10.973,12.4089969799476,10.676,4.9427,0.022,0.02,0.018,AAA,222,0,2450782.7733,2.145129,137800677327646102,67.73284608,24.83792499,0.009,0.003,90,436527104,52,56118.42157407,5,61,18.5468,16.8138,0.0072,16.8936,0.0047,115000,15.6187,0.004,15.6793,0.0082,115000,13.9864,0.0019,14.038,0.002,16892216,13.271,0.0147,13.2822,0.0017,115000,12.8596,0.0035,12.8887,0.0045,115000,2.02188,67.7323705116745,24.8381508675594,0.002,0.002,90,147877549363243520,67.73287542829,0.0785,24.83791285841,0.0481,0.0038,22.2126,0.0837,106.423,0.158,-55.28,0.113,false,24898.8,30.9629,14.697919,3545.5,19.3994,16.477194,34438.5,106.526,13.41931,3.057884,,,0,3655.22,,,,,0.270141
68.18931,25.09256,04324532+2505340,68.188841,25.092781,0.08,0.07,0,12.075,11.465,12.5253211755978,11.205,4.977,0.021,0.022,0.021,AAA,222,0,2450782.7907,1.723655,138110681891671710,68.18928616,25.09256041,0.014,0.003,0,436527104,52,56258.02771991,5,62,18.7674,17.4471,0.0038,17.5152,0.0029,115000,16.182,0.0055,16.2511,0.0019,115000,14.5483,0.0058,14.5802,0.0024,115000,13.7744,0.0033,13.8196,0.0074,115000,13.3943,0.006,13.4293,0.0045,115000,1.654385,68.1888844458137,25.0927556736599,0.003,0.002,90,147908438767993216,68.18930675713,0.0797,25.09255560767,0.0475,0.0041,18.3681,0.0756,88.828,0.186,-46.467,0.115,false,14729.5,14.4258,15.267898,2042.38,13.2744,17.07605,20566.9,30.6063,13.978995,3.097055,,,0,3653.07,,,,,0.168451
58.17154,25.80422,03524101+2548159,58.170892,25.80444,0.06,0.06,90,8.704,8.042,9.65292796653285,7.893,7.4089,0.032,0.034,0.026,AAA,111,0,2451812.9018,2.24456,138960581706405698,58.17089485,25.80433088,0.018,0.018,90,268513280,32,56992.32476852,0,6,1.7599,,,,,0,15.3019,0.1118,,,24,14.4138,0.036,13.1699,0.0659,16777240,,,,,0,,,,,0,0.392941,58.1708744224303,25.8044370822656,0.002,0.001,90,67351757289092224,58.17154351468,0.0547,25.80421569189,0.0193,0.0027,22.4898,0.0604,139.906,0.104,-51.42,0.05,true,1112360,428.191,10.572748,393375,316.107,11.364372,1027650,729.544,9.732307,1.632065,35.5,0.37,16,4165.1,0.531,0.23,0.7,0.131,0.05793
55.94682,20.85995,03434706+2051363,55.946091,20.860094,0.06,0.06,0,10.484,9.831,11.3328704453995,9.612,4.3929,0.021,0.019,0.022,AAA,222,0,2451127.8436,2.506572,133030559465432540,55.94669774,20.8599847,0.036,0.02,0,436527104,52,56075.39837963,3,47,16.8943,15.1734,0.0049,15.2322,0.0073,115000,14.0049,0.0118,14.0598,0.0166,115000,13.4287,0.4869,13.0511,0.2217,16778264,12.0299,0.0373,12.6604,0.041,24,11.7093,0.0066,11.7204,0.0012,115000,2.078674,55.9461660903263,20.8600966568595,0.002,0.001,90,63395989328447232,55.94682289747,0.0566,20.85994697571,0.0389,0.0029,22.0889,0.0641,142.55,0.12,-34.765,0.088,false,87238.2,70.7352,13.336599,16056.4,82.7309,14.837266,111788,312.323,12.140936,2.69633,,,0,3816.77,0.457,0.257,,,0.252787
59.80981,22.04367,03591417+2202380,59.809061,22.043913,0.07,0.07,90,9.538,8.914,10.661463116565,8.704,3.6421,0.025,0.024,0.017,AAA,212,0,2450750.8424,2.647962,134450598095592855,59.80974325,22.04377709,0.179,0.129,0,1376051200,164,56149.74033565,1,63,15.5837,13.6262,0.0024,13.6757,0.0011,115000,12.3461,0.0129,13.486,0.0542,16440,11.2094,0.0659,13.1155,0.038,16440,11.054,0.2217,12.2156,0.0272,16440,10.7469,0.001,10.7646,0.001,1048,2.328536,59.8091156446509,22.0438567126658,0.001,0.001,90,53257461329357312,59.80980537075,0.0453,22.04366757806,0.0242,0.0020,24.6316,0.0502,148.484,0.094,-43.928,0.06,false,278489,90.1605,12.076345,67530.5,110.06,13.277638,318009,323.403,11.005822,2.271816,34.41,0.32,17,3974.39,0.438,0.226,,,0.272596
70.23872,4.8485,04405721+0450544,70.238413,4.848468,0.06,0.06,90,12.236,11.602,12.4905696257236,11.353,5.3538,0.021,0.028,0.021,AAA,222,0,2451868.8863,1.107254,113810702385878653,70.23870375,4.84850028,0.007,0.005,0,503635968,60,56266.47030093,5,81,19.1444,18.0068,0.0068,18.0902,0.0049,115000,16.7068,0.0025,16.7807,0.0031,115000,14.8698,0.0013,14.933,0.0012,115000,14.0117,0.0028,14.0513,0.0015,115000,13.5761,0.0015,13.5857,0.0018,115000,1.049409,70.2384044935739,4.8484642612903,0.007,0.005,90,3282562625805170304,70.23872248036,0.1807,4.84850214176,0.1185,0.0154,16.8855,0.2596,73.591,0.437,8.798,0.315,false,10714.9,8.83049,15.613396,1221.58,8.10804,17.634083,15993.8,22.2676,14.252039,3.382044,,,0,4179.63,,,,,0.03335
69.43419,4.90189,04374410+0454066,69.433764,4.901846,0.06,0.06,90,10.62,10.033,11.3701858552388,9.749,4.4356,0.024,0.022,0.024,AAA,222,0,2451574.5502,1.536179,113880694340032748,69.43418208,4.90188857,0.039,0.02,0,503636096,60,56286.49591435,6,90,16.9759,15.3547,0.0047,15.411,0.0039,115000,14.1846,0.0037,14.2374,0.0036,115000,12.89,,,,114724,12.291,,,,114724,11.9858,0.0366,11.9118,0.0182,115000,1.507394,69.4337822895221,4.9018434823785,0.001,0.001,90,3282226793722500224,69.43419345486,0.0401,4.9018872007,0.0242,0.0024,21.0978,0.0507,95.147,0.081,10.154,0.053,false,73517.7,41.216,13.522387,13380.5,34.8553,15.035211,94349.5,164.054,12.325071,2.710139,,,0,3783.24,0.511,0.276,,,0.066225
72.95528,17.2736,04514917+1716255,72.954879,17.273766,0.06,0.06,90,9.015,8.431,9.59803219770195,8.279,2.5018,0.02,0.021,0.018,AAA,112,0,2450731.9682,1.502451,128720729552899032,72.95526878,17.27360747,0.001,0.001,90,1107374080,132,56224.62194444,5,69,13.1595,11.8405,0.0252,12.9482,0.1073,32824,10.7808,0.0966,12.9386,0.1208,32824,10.4151,0.0012,10.4482,0.0012,115768,10.3491,0.0413,12.3231,0.095,65592,10.4986,0.0891,11.2808,0.0372,32824,1.456397,72.9549344029536,17.2737327452944,0.001,0.001,90,3406431406767566464,72.95528013065,0.0478,17.2736031971,0.0274,0.0028,18.3572,0.0519,76.676,0.095,-30.089,0.05,false,859701,473.748,10.852497,318086,414.865,11.595027,772149,738.261,10.042666,1.552361,38.49,0.34,17,4253.74,0.188,0.092,0.7,0.145,0.224956
73.09167,17.17406,04522188+1710271,73.091207,17.174219,0.06,0.06,90,12.329,11.761,13.1546776489092,11.451,5.2975,0.021,0.022,0.018,AAA,222,0,2450731.9696,1.692228,128600730914839469,73.0916447,17.17406925,0.005,0.002,90,436527104,52,56155.01310185,10,73,19.7386,18.0349,0.0059,18.1255,0.0069,115000,16.7485,0.004,16.8168,0.0082,115000,14.9652,0.0035,15.0122,0.0046,115000,14.1176,0.003,14.1661,0.0017,115000,13.7022,0.002,13.7162,0.0041,115000,1.599076,73.0912747408057,17.1742076252055,0.003,0.002,90,3406417903390509056,73.09166801966,0.1107,17.1740596383,0.0613,0.0051,21.9147,0.1119,87.269,0.217,-34.371,0.113,false,10000.7,6.77368,15.688293,1184.49,10.8045,17.667559,14575.8,23.1456,14.35284,3.314718,,,0,3803.4,0.232,0.151,,,0.236564
71.81275,17.33031,04471494+1719497,71.812269,17.330475,0.06,0.06,0,13.441,12.814,14.2203478118445,12.434,6.4943,0.027,0.024,0.025,AAA,222,0,2450731.9033,1.756478,128790718126017016,71.81272955,17.33031355,0.006,0.001,90,436527104,52,56159.05325231,5,80,22.0888,20.3025,0.0112,20.3983,0.0366,115000,18.9283,0.0091,19.0336,0.0102,115000,16.5873,0.0033,16.6608,0.0019,115000,15.5008,0.0042,15.5708,0.0042,115000,14.9171,0.0032,14.9534,0.003,115000,1.686059,71.8123246571878,17.3304374981656,0.004,0.002,90,3406284725043872256,71.81275315759,0.1432,17.33030528362,0.0857,0.0075,22.7651,0.1712,95.005,0.28,-30.708,0.157,false,2313.38,2.46061,17.277748,141.299,9.80616,19.976038,3798.62,16.2943,15.812855,4.163183,,,0,,,,,,0.234117
62.65674,21.6025,04103747+2136097,62.656156,21.602701,0.07,0.06,90,12.8,12.248,13.516588521912,11.941,5.5981,0.024,0.03,0.025,AAA,222,0,2450751.8604,2.084359,133920626565243629,62.65670356,21.60251473,0.007,0.007,90,436527104,52,56036.9100463,10,72,20.4213,18.8457,0.0076,18.9304,0.0072,115000,17.5391,0.0055,17.6228,0.006,115000,15.5906,0.0022,15.6533,0.0027,115000,14.6841,0.0022,14.7354,0.0011,115000,14.2124,0.0026,14.2405,0.0043,115000,1.95158,62.6562082675466,21.6026782229857,0.004,0.003,90,52640154268714496,62.65674078836,0.141,21.60250291371,0.0656,0.0078,20.6594,0.1613,114.995,0.23,-40.717,0.173,false,5568.04,5.39918,16.32411,571.012,7.55176,18.459776,8509.46,22.2127,14.937165,3.522611,,,0,3512.43,0.2043,0.085,,,0.193209
